# Raw Website: http://yys.moe.edu.cn/wenziguifan/shanghi/014c.htm
# Characters are not numbered in raw material.
# 8 duplicate characters in raw website: 蔽, 弊, 憋, 鹡, 脊, 瞥, 鳐, 烝.

1311	奉
1312	玩
1313	玮
1314	环
1315	玡
1316	武
1317	青
1318	责
1319	现
1320	玫
1321	玠
1322	玢
1323	玥
1324	表
1325	玦
1326	甙
1327	盂
1328	忝
1329	规
1330	匦
1331	抹
1332	卦
1333	邽
1334	坩
1335	坷
1336	坯
1337	拓
1338	垅
1339	拢
1340	拔
1341	抨
1342	坪
1343	拣
1344	拤
1345	拈
1346	坫
1347	垆
1348	坦
1349	担
1350	坤
1351	押
1352	抻
1353	抽
1354	拐
1355	拃
1356	拖
1357	拊
1358	者
1359	拍
1360	顶
1361	坼
1362	拆
1363	拎
1364	拥
1365	抵
1366	坻
1367	拘
1368	势
1369	抱
1370	拄
1371	垃
1372	拉
1373	拦
1374	幸
1375	拌
1376	拧
1377	坨
1378	坭
1379	抿
1380	拂
1381	拙
1382	招
1383	坡
1384	披
1385	拨
1386	择
1387	拚
1388	抬
1389	拇
1390	坳
1391	拗
1392	耵
1393	其
1394	耶
1395	取
1396	茉
1397	苷
1398	苦
1399	苯
1400	昔
1401	苛
1402	苤
1403	若
1404	茂
1405	茏
1406	苹
1407	苫
1408	苴
1409	苜
1410	苗
1411	英
1412	苒
1413	苘
1414	茌
1415	苻
1416	苓
1417	茚
1418	苟
1419	茆
1420	茑
1421	苑
1422	苞
1423	范
1424	茓
1425	茔
1426	茕
1427	直
1428	苠
1429	茀
1430	茁
1431	茄
1432	苕
1433	茎
1434	苔
1435	茅
1436	枉
1437	林
1438	枝
1439	杯
1440	枢
1441	枥
1442	柜
1443	枇
1444	杪
1445	杳
1446	枘
1447	枧
1448	杵
1449	枚
1450	枨
1451	析
1452	板
1453	枞
1454	松
1455	枪
1456	枫
1457	构
1458	杭
1459	枋
1460	杰
1461	述
1462	枕
1463	杻
1464	杷
1465	杼
1466	丧
1467	或
1468	画
1469	卧
1470	事
1471	刺
1472	枣
1473	雨
1474	卖
1475	矸
1476	郁
1477	矻
1478	矾
1479	矽
1480	矿
1481	砀
1482	码
1483	厕
1484	奈
1485	刳
1486	奔
1487	奇
1488	奄
1489	奋
1490	态
1491	瓯
1492	欧
1493	殴
1494	垄
1495	殁
1496	郏
1497	妻
1498	轰
1499	顷
1500	转
1501	轭
1502	斩
1503	轮
1504	软
1505	到
1506	郅
1507	鸢
1508	非
1509	叔
1510	歧
1511	肯
1512	齿
1513	些
1514	卓
1515	虎
1516	虏
1517	肾
1518	贤
1519	尚
1520	盱
1521	旺
1522	具
1523	昊
1524	昙
1525	果
1526	味
1527	杲
1528	昃
1529	昆
1530	国
1531	哎
1532	咕
1533	昌
1534	呵
1535	咂
1536	畅
1537	呸
1538	昕
1539	明
1540	易
1541	咙
1542	昀
1543	昂
1544	旻
1545	昉
1546	炅
1547	咔
1548	畀
1549	虮
1550	迪
1551	典
1552	固
1553	忠
1554	咀
1555	呷
1556	呻
1557	黾
1558	咒
1559	咋
1560	咐
1561	呱
1562	呼
1563	呤
1564	咚
1565	鸣
1566	咆
1567	咛
1568	咏
1569	呢
1570	咄
1571	呶
1572	咖
1573	呦
1574	咝
1575	岵
1576	岢
1577	岸
1578	岩
1579	帖
1580	罗
1581	岿
1582	岬
1583	岫
1584	帜
1585	帙
1586	帕
1587	岭
1588	岣
1589	峁
1590	刿
1591	峂
1592	迥
1593	岷
1594	剀
1595	凯
1596	帔
1597	峄
1598	沓
1599	败
1600	账
1601	贩
1602	贬
1603	购
1604	贮
1605	囹
1606	图
1607	罔
1608	钍
1609	钎
1610	钏
1611	钐
1612	钓
1613	钒
1614	钔
1615	钕
1616	钗
1617	邾
1618	制
1619	知
1620	迭
1621	氛
1622	迮
1623	垂
1624	牦
1625	牧
1626	物
1627	乖
1628	刮
1629	秆
1630	和
1631	季
1632	委
1633	竺
1634	秉
1635	迤
1636	佳
1637	侍
1638	佶
1639	岳
1640	佬
1641	佴
1642	供
1643	使
1644	侑
1645	佰
1646	侉
1647	例
1648	侠
1649	臾
1650	侥
1651	版
1652	侄
1653	岱
1654	侦
1655	侣
1656	侗
1657	侃
1658	侧
1659	侏
1660	凭
1661	侨
1662	侩
1663	佻
1664	佾
1665	佩
1666	货
1667	侈
1668	侪
1669	佼
1670	依
1671	佯
1672	侬
1673	帛
1674	卑
1675	的
1676	迫
1677	阜
1678	侔
1679	质
1680	欣
1681	郈
1682	征
1683	徂
1684	往
1685	爬
1686	彼
1687	径
1688	所
1689	舍
1690	金
1691	刽
1692	郐
1693	刹
1694	命
1695	肴
1696	郄
1697	斧
1698	怂
1699	爸
1700	采
1701	籴
1702	觅
1703	受
1704	乳
1705	贪
1706	念
1707	贫
1708	忿
1709	瓮
1710	戗
1711	肼
1712	肤
1713	朊
1714	肺
1715	肢
1716	肽
1717	肱
1718	肫
1719	肿
1720	肭
1721	胀
1722	朋
1723	肷
1724	股
1725	肮
1726	肪
1727	肥
1728	服
1729	胁
1730	周
1731	剁
1732	昏
1733	迩
1734	郇
1735	鱼
1736	兔
1737	狉
1738	狙
1739	狎
1740	狐
1741	忽
1742	狝
1743	狗
1744	狍
1745	狞
1746	狒
1747	咎
1748	备
1749	炙
1750	枭
1751	饯
1752	饰
1753	饱
1754	饲
1755	饳
1756	饴
1757	冽
1758	变
1759	京
1760	享
1761	冼
1762	庞
1763	店
1764	夜
1765	庙
1766	府
1767	底
1768	庖
1769	疟
1770	疠
1771	疝
1772	疙
1773	疚
1774	疡
1775	剂
1776	卒
1777	郊
1778	兖
1779	庚
1780	废
1781	净
1782	妾
1783	盲
1784	放
1785	於
1786	刻
1787	劾
1788	育
1789	氓
1790	闸
1791	闹
1792	郑
1793	券
1794	卷
1795	单
1796	炜
1797	炬
1798	炖
1799	炒
1800	炝
1801	炊
1802	炕
1803	炎
1804	炉
1805	炔
1806	沫
1807	浅
1808	法
1809	泔
1810	泄
1811	沽
1812	沭
1813	河
1814	泷
1815	沾
1816	泸
1817	沮
1818	泪
1819	油
1820	泱
1821	泅
1822	泗
1823	泊
1824	泠
1825	泜
1826	泺
1827	泃
1828	沿
1829	泖
1830	泡
1831	注
1832	泣
1833	泫
1834	泮
1835	泞
