num	glyph	GT-source	description
1300	屁	GT-1445	标准电码本，1445
1301	居	GT-1446	标准电码本，1446
1302	届	GT-1447	标准电码本，1447
1303	屈	GT-1448	标准电码本，1448
1304	屉	GT-1449	标准电码本，1449
1305	屋	GT-1450	标准电码本，1450
1306	屎	GT-1452	标准电码本，1452
1307	屐	GT-1453	标准电码本，1453
1308	屑	GT-1454	标准电码本，1454
1309	展	GT-1455	标准电码本，1455
1310	屏	GT-1456	标准电码本，1456
1311	屝	GT-1457	标准电码本，1457
1312	屠	GT-1458	标准电码本，1458
1313	屡	GT-1459	标准电码本，1459
1314	屣	GT-1460	标准电码本，1460
1315	层	GT-1461	标准电码本，1461
1316	履	GT-1462	标准电码本，1462
1317	屦	GT-1464	标准电码本，1464
1318	属	GT-1466	标准电码本，1466
1319	砩	GT-1468	标准电码本，1468
1320	屮	GT-1469	标准电码本，1469
1321	屯	GT-1470	标准电码本，1470
1322	岳	GT-1471	标准电码本，1471
1323	山	GT-1472	标准电码本，1472
1324	屹	GT-1473	标准电码本，1473
1325	屺	GT-1474	标准电码本，1474
1326	峁	GT-1475	标准电码本，1475
1327	岌	GT-1476	标准电码本，1476
1328	岐	GT-1477	标准电码本，1477
1329	岑	GT-1478	标准电码本，1478
1330	岔	GT-1479	标准电码本，1479
1331	峿	GT-1480	标准电码本，1480
1332	冈	GT-1481	标准电码本，1481
1333	岢	GT-1482	标准电码本，1482
1334	岈	GT-1483	标准电码本，1483
1335	岩	GT-1484	标准电码本，1484
1336	岫	GT-1485	标准电码本，1485
1337	岱	GT-1486	标准电码本，1486
1338	岵	GT-1487	标准电码本，1487
1339	岷	GT-1488	标准电码本，1488
1340	岸	GT-1489	标准电码本，1489
1341	岣	GT-1490	标准电码本，1490
1342	峒	GT-1491	标准电码本，1491
1343	峙	GT-1492	标准电码本，1492
1344	峋	GT-1493	标准电码本，1493
1345	峨	GT-1494	标准电码本，1494
1346	峭	GT-1495	标准电码本，1495
1347	峰	GT-1496	标准电码本，1496
1348	岛	GT-1497	标准电码本，1497
1349	峻	GT-1498	标准电码本，1498
1350	峡	GT-1499	标准电码本，1499
1351	峓	GT-1500	标准电码本，1500
1352	岘	GT-1501	标准电码本，1501
1353	峪	GT-1502	标准电码本，1502
1354	崃	GT-1503	标准电码本，1503
1355	崇	GT-1504	标准电码本，1504
1356	崎	GT-1505	标准电码本，1505
1357	岽	GT-1506	标准电码本，1506
1358	崑	GT-1507	标准电码本，1507
1359	崔	GT-1508	标准电码本，1508
1360	崖	GT-1509	标准电码本，1509
1361	崙	GT-1510	标准电码本，1510
1362	岗	GT-1511	标准电码本，1511
1363	崛	GT-1512	标准电码本，1512
1364	峥	GT-1513	标准电码本，1513
1365	崩	GT-1514	标准电码本，1514
1366	崚	GT-1515	标准电码本，1515
1367	崧	GT-1516	标准电码本，1516
1368	崦	GT-1517	标准电码本，1517
1369	嵇	GT-1518	标准电码本，1518
1370	崆	GT-1519	标准电码本，1519
1371	嵋	GT-1520	标准电码本，1520
1372	嵫	GT-1521	标准电码本，1521
1373	嵊	GT-1522	标准电码本，1522
1374	嵌	GT-1523	标准电码本，1523
1375	峧	GT-1524	标准电码本，1524
1376	嵎	GT-1525	标准电码本，1525
1377	岚	GT-1526	标准电码本，1526
1378	崀	GT-1527	标准电码本，1527
1379	崅	GT-1528	标准电码本，1528
1380	嵩	GT-1529	标准电码本，1529
1381	嵝	GT-1530	标准电码本，1530
1382	嵬	GT-1531	标准电码本，1531
1383	嵯	GT-1532	标准电码本，1532
1384	崌	GT-1533	标准电码本，1533
1385	嶂	GT-1534	标准电码本，1534
1386	崭	GT-1535	标准电码本，1535
1387	岖	GT-1536	标准电码本，1536
1388	嶒	GT-1537	标准电码本，1537
1389	嵚	GT-1538	标准电码本，1538
1390	嵘	GT-1539	标准电码本，1539
1391	峤	GT-1540	标准电码本，1540
1392	崤	GT-1541	标准电码本，1541
1393	峄	GT-1542	标准电码本，1542
1394	嶙	GT-1543	标准电码本，1543
1395	嶷	GT-1544	标准电码本，1544
1396	岭	GT-1545	标准电码本，1545
1397	屿	GT-1546	标准电码本，1546
1398	崾	GT-1547	标准电码本，1547
1399	巉	GT-1548	标准电码本，1548
1400	嵛	GT-1549	标准电码本，1549
1401	巍	GT-1550	标准电码本，1550
1402	峦	GT-1551	标准电码本，1551
1403	嶅	GT-1552	标准电码本，1552
1404	巅	GT-1553	标准电码本，1553
1405	巖	GT-1554	标准电码本，1554
1406	崂	GT-1555	标准电码本，1555
1407	巛	GT-1556	标准电码本，1556
1408	川	GT-1557	标准电码本，1557
1409	州	GT-1558	标准电码本，1558
1410	巡	GT-1559	标准电码本，1559
1411	巢	GT-1560	标准电码本，1560
1412	镄	GT-1561	标准电码本，1561
1413	工	GT-1562	标准电码本，1562
1414	左	GT-1563	标准电码本，1563
1415	巧	GT-1564	标准电码本，1564
1416	巨	GT-1565	标准电码本，1565
1417	巫	GT-1566	标准电码本，1566
1418	差	GT-1567	标准电码本，1567
1419	酚	GT-1568	标准电码本，1568
1420	己	GT-1569	标准电码本，1569
1421	巳	GT-1570	标准电码本，1570
1422	已	GT-1571	标准电码本，1571
1423	巴	GT-1572	标准电码本，1572
1424	巷	GT-1574	标准电码本，1574
1425	巽	GT-1575	标准电码本，1575
1426	钆	GT-1576	标准电码本，1576
1427	巾	GT-1577	标准电码本，1577
1428	币	GT-1578	标准电码本，1578
1429	市	GT-1579	标准电码本，1579
1430	布	GT-1580	标准电码本，1580
1431	帆	GT-1581	标准电码本，1581
1432	帋	GT-1582	标准电码本，1582
1433	帑	GT-1583	标准电码本，1583
1434	帕	GT-1584	标准电码本，1584
1435	希	GT-1585	标准电码本，1585
1436	帖	GT-1586	标准电码本，1586
1437	帗	GT-1587	标准电码本，1587
1438	帘	GT-1588	标准电码本，1588
1439	帙	GT-1589	标准电码本，1589
1440	帚	GT-1590	标准电码本，1590
1441	帛	GT-1591	标准电码本，1591
1442	帔	GT-1592	标准电码本，1592
1443	帝	GT-1593	标准电码本，1593
1444	帡	GT-1594	标准电码本，1594
1445	帅	GT-1596	标准电码本，1596
1446	师	GT-1597	标准电码本，1597
1447	席	GT-1598	标准电码本，1598
1448	帨	GT-1599	标准电码本，1599
1449	帐	GT-1600	标准电码本，1600
1450	带	GT-1601	标准电码本，1601
1451	帷	GT-1602	标准电码本，1602
1452	常	GT-1603	标准电码本，1603
1453	帽	GT-1604	标准电码本，1604
1454	帏	GT-1605	标准电码本，1605
1455	幄	GT-1606	标准电码本，1606
1456	幅	GT-1607	标准电码本，1607
1457	帧	GT-1608	标准电码本，1608
1458	幌	GT-1610	标准电码本，1610
1459	幔	GT-1611	标准电码本，1611
1460	幕	GT-1612	标准电码本，1612
1461	帼	GT-1613	标准电码本，1613
1462	帻	GT-1614	标准电码本，1614
1463	帜	GT-1615	标准电码本，1615
1464	幡	GT-1616	标准电码本，1616
1465	幢	GT-1617	标准电码本，1617
1466	幪	GT-1619	标准电码本，1619
1467	帮	GT-1620	标准电码本，1620
1468	帱	GT-1621	标准电码本，1621
1469	幛	GT-1625	标准电码本，1625
1470	干	GT-1626	标准电码本，1626
1471	平	GT-1627	标准电码本，1627
1472	年	GT-1628	标准电码本，1628
1473	并	GT-1629	标准电码本，1629
1474	幸	GT-1630	标准电码本，1630
1475	矸	GT-1632	标准电码本，1632
1476	幺	GT-1633	标准电码本，1633
1477	幻	GT-1634	标准电码本，1634
1478	幼	GT-1635	标准电码本，1635
1479	幽	GT-1636	标准电码本，1636
1480	酐	GT-1638	标准电码本，1638
1481	广	GT-1639	标准电码本，1639
1482	庀	GT-1640	标准电码本，1640
1483	庹	GT-1641	标准电码本，1641
1484	庇	GT-1642	标准电码本，1642
1485	床	GT-1643	标准电码本，1643
1486	庋	GT-1644	标准电码本，1644
1487	序	GT-1645	标准电码本，1645
1488	底	GT-1646	标准电码本，1646
1489	庖	GT-1647	标准电码本，1647
1490	店	GT-1648	标准电码本，1648
1491	庚	GT-1649	标准电码本，1649
1492	府	GT-1650	标准电码本，1650
1493	庠	GT-1651	标准电码本，1651
1494	庥	GT-1652	标准电码本，1652
1495	度	GT-1653	标准电码本，1653
1496	座	GT-1654	标准电码本，1654
1497	库	GT-1655	标准电码本，1655
1498	庭	GT-1656	标准电码本，1656
1499	庵	GT-1658	标准电码本，1658
1500	庶	GT-1659	标准电码本，1659
1501	康	GT-1660	标准电码本，1660
1502	庸	GT-1661	标准电码本，1661
1503	庾	GT-1662	标准电码本，1662
1504	厢	GT-1666	标准电码本，1666
1505	廑	GT-1668	标准电码本，1668
1506	廈	GT-1669	标准电码本，1669
1507	廉	GT-1670	标准电码本，1670
1508	廊	GT-1671	标准电码本，1671
1509	廋	GT-1672	标准电码本，1672
1510	厩	GT-1673	标准电码本，1673
1511	廓	GT-1674	标准电码本，1674
1512	廖	GT-1675	标准电码本，1675
1513	厨	GT-1676	标准电码本，1676
1514	廛	GT-1679	标准电码本，1679
1515	庙	GT-1680	标准电码本，1680
1516	庑	GT-1682	标准电码本，1682
1517	废	GT-1683	标准电码本，1683
1518	廨	GT-1685	标准电码本，1685
1519	廪	GT-1686	标准电码本，1686
1520	庐	GT-1687	标准电码本，1687
1521	厅	GT-1689	标准电码本，1689
1522	庞	GT-1690	标准电码本，1690
1523	锆	GT-1691	标准电码本，1691
1524	廴	GT-1692	标准电码本，1692
1525	延	GT-1693	标准电码本，1693
1526	廷	GT-1694	标准电码本，1694
1527	建	GT-1696	标准电码本，1696
1528	廾	GT-1699	标准电码本，1699
1529	弁	GT-1701	标准电码本，1701
1530	弄	GT-1702	标准电码本，1702
1531	弈	GT-1704	标准电码本，1704
1532	弊	GT-1705	标准电码本，1705
1533	茛	GT-1706	标准电码本，1706
1534	弋	GT-1707	标准电码本，1707
1535	弍	GT-1708	标准电码本，1708
1536	式	GT-1709	标准电码本，1709
1537	弑	GT-1710	标准电码本，1710
1538	瀔	GT-1711	标准电码本，1711
1539	弓	GT-1712	标准电码本，1712
1540	引	GT-1714	标准电码本，1714
1541	弗	GT-1715	标准电码本，1715
1542	弛	GT-1716	标准电码本，1716
1543	弟	GT-1717	标准电码本，1717
1544	弢	GT-1718	标准电码本，1718
1545	弦	GT-1720	标准电码本，1720
1546	弧	GT-1721	标准电码本，1721
1547	弩	GT-1722	标准电码本，1722
1548	弭	GT-1725	标准电码本，1725
1549	弱	GT-1726	标准电码本，1726
1550	张	GT-1728	标准电码本，1728
1551	强	GT-1730	标准电码本，1730
1552	弼	GT-1732	标准电码本，1732
1553	彀	GT-1733	标准电码本，1733
1554	弹	GT-1734	标准电码本，1734
1555	弥	GT-1736	标准电码本，1736
1556	弯	GT-1737	标准电码本，1737
1557	弘	GT-1738	标准电码本，1738
1558	彐	GT-1739	标准电码本，1739
1559	彖	GT-1740	标准电码本，1740
1560	彗	GT-1741	标准电码本，1741
1561	彘	GT-1742	标准电码本，1742
1562	彝	GT-1744	标准电码本，1744
1563	彟	GT-1745	标准电码本，1745
1564	臌	GT-1746	标准电码本，1746
1565	彡	GT-1747	标准电码本，1747
1566	形	GT-1748	标准电码本，1748
1567	彤	GT-1749	标准电码本，1749
1568	彦	GT-1750	标准电码本，1750
1569	彧	GT-1751	标准电码本，1751
1570	彩	GT-1752	标准电码本，1752
1571	彪	GT-1753	标准电码本，1753
1572	彬	GT-1755	标准电码本，1755
1573	彭	GT-1756	标准电码本，1756
1574	彰	GT-1757	标准电码本，1757
1575	影	GT-1758	标准电码本，1758
1576	彨	GT-1759	标准电码本，1759
1577	铪	GT-1760	标准电码本，1760
1578	彳	GT-1761	标准电码本，1761
1579	彷	GT-1762	标准电码本，1762
1580	役	GT-1763	标准电码本，1763
1581	彼	GT-1764	标准电码本，1764
1582	往	GT-1766	标准电码本，1766
1583	征	GT-1767	标准电码本，1767
1584	徂	GT-1768	标准电码本，1768
1585	待	GT-1769	标准电码本，1769
1586	徇	GT-1770	标准电码本，1770
1587	很	GT-1771	标准电码本，1771
1588	徉	GT-1772	标准电码本，1772
1589	徊	GT-1773	标准电码本，1773
1590	律	GT-1774	标准电码本，1774
1591	徐	GT-1776	标准电码本，1776
1592	径	GT-1777	标准电码本，1777
1593	徒	GT-1778	标准电码本，1778
1594	得	GT-1779	标准电码本，1779
1595	徘	GT-1780	标准电码本，1780
1596	徙	GT-1781	标准电码本，1781
1597	徜	GT-1782	标准电码本，1782
1598	从	GT-1783	标准电码本，1783
1599	徕	GT-1784	标准电码本，1784
1600	御	GT-1785	标准电码本，1785
1601	徨	GT-1787	标准电码本，1787
1602	复	GT-1788	标准电码本，1788
1603	循	GT-1789	标准电码本，1789
1604	徬	GT-1790	标准电码本，1790
1605	徭	GT-1791	标准电码本，1791
1606	微	GT-1792	标准电码本，1792
1607	徯	GT-1793	标准电码本，1793
1608	徵	GT-1794	标准电码本，1794
1609	德	GT-1795	标准电码本，1795
1610	彻	GT-1796	标准电码本，1796
1611	徼	GT-1797	标准电码本，1797
1612	徽	GT-1798	标准电码本，1798
1613	焓	GT-1799	标准电码本，1799
1614	心	GT-1800	标准电码本，1800
1615	必	GT-1801	标准电码本，1801
1616	忉	GT-1802	标准电码本，1802
1617	忌	GT-1803	标准电码本，1803
1618	忍	GT-1804	标准电码本，1804
1619	忒	GT-1805	标准电码本，1805
1620	忖	GT-1806	标准电码本，1806
1621	志	GT-1807	标准电码本，1807
1622	忘	GT-1808	标准电码本，1808
1623	忐	GT-1809	标准电码本，1809
1624	忑	GT-1810	标准电码本，1810
1625	忙	GT-1811	标准电码本，1811
1626	忝	GT-1812	标准电码本，1812
1627	忠	GT-1813	标准电码本，1813
1628	忡	GT-1814	标准电码本，1814
1629	恬	GT-1815	标准电码本，1815
1630	快	GT-1816	标准电码本，1816
1631	忭	GT-1817	标准电码本，1817
1632	忮	GT-1818	标准电码本，1818
1633	念	GT-1819	标准电码本，1819
1634	忱	GT-1820	标准电码本，1820
1635	忸	GT-1821	标准电码本，1821
1636	忤	GT-1822	标准电码本，1822
1637	忻	GT-1823	标准电码本，1823
1638	忽	GT-1824	标准电码本，1824
1639	忿	GT-1825	标准电码本，1825
1640	怍	GT-1826	标准电码本，1826
1641	怎	GT-1827	标准电码本，1827
1642	怏	GT-1828	标准电码本，1828
1643	怒	GT-1829	标准电码本，1829
1644	怕	GT-1830	标准电码本，1830
1645	怖	GT-1831	标准电码本，1831
1646	怗	GT-1832	标准电码本，1832
1647	怙	GT-1833	标准电码本，1833
1648	怛	GT-1834	标准电码本，1834
1649	思	GT-1835	标准电码本，1835
1650	怠	GT-1836	标准电码本，1836
1651	怡	GT-1837	标准电码本，1837
1652	急	GT-1838	标准电码本，1838
1653	怦	GT-1839	标准电码本，1839
1654	性	GT-1840	标准电码本，1840
1655	怨	GT-1841	标准电码本，1841
1656	怩	GT-1842	标准电码本，1842
1657	怪	GT-1843	标准电码本，1843
1658	怫	GT-1844	标准电码本，1844
1659	怯	GT-1845	标准电码本，1845
1660	怵	GT-1847	标准电码本，1847
1661	您	GT-1849	标准电码本，1849
1662	怔	GT-1850	标准电码本，1850
1663	恁	GT-1851	标准电码本，1851
1664	恂	GT-1852	标准电码本，1852
1665	恃	GT-1853	标准电码本，1853
1666	恒	GT-1854	标准电码本，1854
1667	惦	GT-1855	标准电码本，1855
1668	恍	GT-1857	标准电码本，1857
1669	恐	GT-1858	标准电码本，1858
1670	恕	GT-1859	标准电码本，1859
1671	恙	GT-1860	标准电码本，1860
1672	恚	GT-1861	标准电码本，1861
1673	恝	GT-1862	标准电码本，1862
1674	恢	GT-1863	标准电码本，1863
1675	恣	GT-1864	标准电码本，1864
1676	恤	GT-1865	标准电码本，1865
1677	恧	GT-1867	标准电码本，1867
1678	恨	GT-1868	标准电码本，1868
1679	恩	GT-1869	标准电码本，1869
1680	恪	GT-1870	标准电码本，1870
1681	恫	GT-1871	标准电码本，1871
1682	恭	GT-1872	标准电码本，1872
1683	息	GT-1873	标准电码本，1873
1684	恰	GT-1874	标准电码本，1874
1685	悃	GT-1875	标准电码本，1875
1686	悄	GT-1877	标准电码本，1877
1687	悦	GT-1878	标准电码本，1878
1688	悌	GT-1879	标准电码本，1879
1689	悍	GT-1880	标准电码本，1880
1690	悒	GT-1881	标准电码本，1881
1691	悔	GT-1882	标准电码本，1882
1692	悖	GT-1883	标准电码本，1883
1693	悚	GT-1884	标准电码本，1884
1694	悉	GT-1885	标准电码本，1885
1695	悛	GT-1886	标准电码本，1886
1696	悝	GT-1887	标准电码本，1887
1697	悮	GT-1888	标准电码本，1888
1698	悟	GT-1889	标准电码本，1889
1699	悠	GT-1890	标准电码本，1890
1700	患	GT-1891	标准电码本，1891
1701	悱	GT-1894	标准电码本，1894
1702	悲	GT-1896	标准电码本，1896
1703	悴	GT-1897	标准电码本，1897
1704	怅	GT-1898	标准电码本，1898
1705	闷	GT-1899	标准电码本，1899
1706	悸	GT-1900	标准电码本，1900
1707	悻	GT-1901	标准电码本，1901
1708	悼	GT-1902	标准电码本，1902
1709	情	GT-1906	标准电码本，1906
1710	惆	GT-1907	标准电码本，1907
1711	惇	GT-1908	标准电码本，1908
1712	惑	GT-1910	标准电码本，1910
1713	惓	GT-1911	标准电码本，1911
1714	惕	GT-1912	标准电码本，1912
1715	惘	GT-1913	标准电码本，1913
1716	惙	GT-1914	标准电码本，1914
1717	惚	GT-1915	标准电码本，1915
1718	惜	GT-1917	标准电码本，1917
1719	惟	GT-1919	标准电码本，1919
1720	惠	GT-1920	标准电码本，1920
1721	恶	GT-1921	标准电码本，1921
1722	悰	GT-1922	标准电码本，1922
1723	惋	GT-1923	标准电码本，1923
1724	惰	GT-1924	标准电码本，1924
1725	恼	GT-1925	标准电码本，1925
1726	恽	GT-1926	标准电码本，1926
1727	想	GT-1927	标准电码本，1927
1728	惴	GT-1928	标准电码本，1928
1729	惶	GT-1929	标准电码本，1929
1730	惹	GT-1931	标准电码本，1931
1731	惺	GT-1932	标准电码本，1932
1732	恻	GT-1933	标准电码本，1933
1733	愀	GT-1934	标准电码本，1934
1734	愁	GT-1935	标准电码本，1935
1735	愆	GT-1936	标准电码本，1936
1736	愈	GT-1937	标准电码本，1937
1737	愉	GT-1938	标准电码本，1938
1738	愍	GT-1940	标准电码本，1940
1739	愎	GT-1941	标准电码本，1941
1740	意	GT-1942	标准电码本，1942
1741	愔	GT-1944	标准电码本，1944
1742	愕	GT-1945	标准电码本，1945
1743	愚	GT-1946	标准电码本，1946
1744	爱	GT-1947	标准电码本，1947
1745	惬	GT-1948	标准电码本，1948
1746	感	GT-1949	标准电码本，1949
1747	愠	GT-1950	标准电码本，1950
1748	愧	GT-1951	标准电码本，1951
1749	悫	GT-1952	标准电码本，1952
1750	愫	GT-1953	标准电码本，1953
1751	怆	GT-1955	标准电码本，1955
1752	恺	GT-1956	标准电码本，1956
1753	慎	GT-1957	标准电码本，1957
1754	忾	GT-1958	标准电码本，1958
1755	愿	GT-1959	标准电码本，1959
1756	恿	GT-1960	标准电码本，1960
1757	慈	GT-1964	标准电码本，1964
1758	慊	GT-1965	标准电码本，1965
1759	态	GT-1966	标准电码本，1966
1760	慌	GT-1967	标准电码本，1967
1761	慓	GT-1969	标准电码本，1969
1762	慕	GT-1970	标准电码本，1970
1763	惨	GT-1971	标准电码本，1971
1764	慝	GT-1973	标准电码本，1973
1765	惭	GT-1974	标准电码本，1974
1766	恸	GT-1975	标准电码本，1975
1767	慢	GT-1976	标准电码本，1976
1768	惯	GT-1977	标准电码本，1977
1769	慧	GT-1979	标准电码本，1979
1770	慨	GT-1980	标准电码本，1980
1771	怂	GT-1981	标准电码本，1981
1772	虑	GT-1982	标准电码本，1982
1773	慰	GT-1983	标准电码本，1983
1774	悭	GT-1984	标准电码本，1984
1775	慵	GT-1986	标准电码本，1986
1776	庆	GT-1987	标准电码本，1987
1777	慷	GT-1988	标准电码本，1988
1778	忧	GT-1992	标准电码本，1992
1779	惫	GT-1994	标准电码本，1994
1780	怜	GT-1995	标准电码本，1995
1781	憔	GT-1997	标准电码本，1997
1782	惮	GT-1998	标准电码本，1998
1783	憎	GT-1999	标准电码本，1999
1784	憝	GT-2000	标准电码本，2000
1785	愤	GT-2001	标准电码本，2001
1786	憧	GT-2002	标准电码本，2002
1787	憨	GT-2003	标准电码本，2003
1788	憩	GT-2004	标准电码本，2004
1789	憬	GT-2005	标准电码本，2005
1790	悯	GT-2006	标准电码本，2006
1791	怃	GT-2007	标准电码本，2007
1792	宪	GT-2009	标准电码本，2009
1793	忆	GT-2011	标准电码本，2011
1794	憾	GT-2013	标准电码本，2013
1795	懂	GT-2016	标准电码本，2016
1796	恳	GT-2017	标准电码本，2017
1797	懈	GT-2018	标准电码本，2018
1798	应	GT-2019	标准电码本，2019
1799	懊	GT-2020	标准电码本，2020
1800	懋	GT-2021	标准电码本，2021
1801	怿	GT-2022	标准电码本，2022
1802	懔	GT-2023	标准电码本，2023
1803	愦	GT-2025	标准电码本，2025
1804	怼	GT-2029	标准电码本，2029
1805	懑	GT-2030	标准电码本，2030
1806	懦	GT-2032	标准电码本，2032
1807	惩	GT-2033	标准电码本，2033
1808	懿	GT-2034	标准电码本，2034
1809	懵	GT-2035	标准电码本，2035
1810	懒	GT-2036	标准电码本，2036
1811	怀	GT-2037	标准电码本，2037
1812	悬	GT-2038	标准电码本，2038
1813	忏	GT-2039	标准电码本，2039
1814	惧	GT-2040	标准电码本，2040
1815	慑	GT-2042	标准电码本，2042
1816	恋	GT-2043	标准电码本，2043
1817	恹	GT-2044	标准电码本，2044
1818	戆	GT-2045	标准电码本，2045
1819	戈	GT-2047	标准电码本，2047
1820	戊	GT-2048	标准电码本，2048
1821	戌	GT-2049	标准电码本，2049
1822	戍	GT-2050	标准电码本，2050
1823	戎	GT-2051	标准电码本，2051
1824	成	GT-2052	标准电码本，2052
1825	我	GT-2053	标准电码本，2053
1826	戒	GT-2054	标准电码本，2054
1827	戋	GT-2055	标准电码本，2055
1828	戕	GT-2056	标准电码本，2056
1829	或	GT-2057	标准电码本，2057
1830	戚	GT-2058	标准电码本，2058
1831	戛	GT-2059	标准电码本，2059
1832	戟	GT-2060	标准电码本，2060
1833	戢	GT-2061	标准电码本，2061
1834	戥	GT-2062	标准电码本，2062
1835	戡	GT-2063	标准电码本，2063
1836	戬	GT-2065	标准电码本，2065
1837	截	GT-2066	标准电码本，2066
1838	戳	GT-2067	标准电码本，2067
1839	戮	GT-2068	标准电码本，2068
1840	战	GT-2069	标准电码本，2069
1841	戏	GT-2070	标准电码本，2070
1842	戴	GT-2071	标准电码本，2071
1843	戤	GT-2072	标准电码本，2072
1844	户	GT-2073	标准电码本，2073
1845	戾	GT-2074	标准电码本，2074
1846	房	GT-2075	标准电码本，2075
1847	所	GT-2076	标准电码本，2076
1848	戽	GT-2077	标准电码本，2077
1849	扁	GT-2078	标准电码本，2078
1850	扃	GT-2079	标准电码本，2079
1851	扆	GT-2081	标准电码本，2081
1852	扇	GT-2082	标准电码本，2082
1853	扈	GT-2083	标准电码本，2083
1854	扉	GT-2084	标准电码本，2084
1855	槲	GT-2086	标准电码本，2086
1856	手	GT-2087	标准电码本，2087
1857	才	GT-2088	标准电码本，2088
1858	扎	GT-2089	标准电码本，2089
1859	扑	GT-2090	标准电码本，2090
1860	扒	GT-2091	标准电码本，2091
1861	打	GT-2092	标准电码本，2092
1862	扔	GT-2093	标准电码本，2093
1863	托	GT-2094	标准电码本，2094
1864	扛	GT-2095	标准电码本，2095
1865	扠	GT-2096	标准电码本，2096
1866	拤	GT-2097	标准电码本，2097
1867	扣	GT-2099	标准电码本，2099
1868	扭	GT-2100	标准电码本，2100
1869	扮	GT-2101	标准电码本，2101
1870	扯	GT-2102	标准电码本，2102
1871	扳	GT-2104	标准电码本，2104
1872	扶	GT-2105	标准电码本，2105
1873	批	GT-2106	标准电码本，2106
1874	抵	GT-2107	标准电码本，2107
1875	扼	GT-2108	标准电码本，2108
1876	找	GT-2109	标准电码本，2109
1877	承	GT-2110	标准电码本，2110
1878	技	GT-2111	标准电码本，2111
1879	抄	GT-2113	标准电码本，2113
1880	抉	GT-2115	标准电码本，2115
1881	把	GT-2116	标准电码本，2116
1882	抑	GT-2117	标准电码本，2117
1883	抒	GT-2118	标准电码本，2118
1884	抓	GT-2119	标准电码本，2119
1885	投	GT-2121	标准电码本，2121
1886	抖	GT-2122	标准电码本，2122
1887	抗	GT-2123	标准电码本，2123
1888	折	GT-2124	标准电码本，2124
1889	抨	GT-2125	标准电码本，2125
1890	披	GT-2126	标准电码本，2126
1891	抬	GT-2127	标准电码本，2127
1892	抱	GT-2128	标准电码本，2128
1893	抿	GT-2129	标准电码本，2129
1894	抹	GT-2130	标准电码本，2130
1895	押	GT-2131	标准电码本，2131
1896	抽	GT-2132	标准电码本，2132
1897	拂	GT-2133	标准电码本，2133
1898	拄	GT-2134	标准电码本，2134
1899	拆	GT-2135	标准电码本，2135
1900	拇	GT-2136	标准电码本，2136
1901	担	GT-2137	标准电码本，2137
1902	拈	GT-2138	标准电码本，2138
1903	拉	GT-2139	标准电码本，2139
1904	拊	GT-2140	标准电码本，2140
1905	抛	GT-2141	标准电码本，2141
1906	拌	GT-2142	标准电码本，2142
1907	拍	GT-2143	标准电码本，2143
1908	拐	GT-2145	标准电码本，2145
1909	拎	GT-2146	标准电码本，2146
1910	拒	GT-2147	标准电码本，2147
1911	拓	GT-2148	标准电码本，2148
1912	拔	GT-2149	标准电码本，2149
1913	拖	GT-2151	标准电码本，2151
1914	拗	GT-2152	标准电码本，2152
1915	拘	GT-2153	标准电码本，2153
1916	拙	GT-2154	标准电码本，2154
1917	拚	GT-2155	标准电码本，2155
1918	招	GT-2156	标准电码本，2156
1919	拜	GT-2157	标准电码本，2157
1920	捂	GT-2158	标准电码本，2158
1921	拮	GT-2159	标准电码本，2159
1922	拭	GT-2160	标准电码本，2160
1923	括	GT-2161	标准电码本，2161
1924	拱	GT-2162	标准电码本，2162
1925	拯	GT-2163	标准电码本，2163
1926	拳	GT-2164	标准电码本，2164
1927	拴	GT-2165	标准电码本，2165
1928	拷	GT-2166	标准电码本，2166
1929	拽	GT-2167	标准电码本，2167
1930	拾	GT-2168	标准电码本，2168
1931	拿	GT-2169	标准电码本，2169
1932	持	GT-2170	标准电码本，2170
1933	挂	GT-2171	标准电码本，2171
1934	指	GT-2172	标准电码本，2172
1935	挈	GT-2173	标准电码本，2173
1936	按	GT-2174	标准电码本，2174
1937	挎	GT-2175	标准电码本，2175
1938	挑	GT-2176	标准电码本，2176
1939	挖	GT-2177	标准电码本，2177
1940	拼	GT-2178	标准电码本，2178
1941	挨	GT-2179	标准电码本，2179
1942	挪	GT-2180	标准电码本，2180
1943	挫	GT-2181	标准电码本，2181
1944	振	GT-2182	标准电码本，2182
1945	捅	GT-2183	标准电码本，2183
1946	挹	GT-2184	标准电码本，2184
1947	挺	GT-2185	标准电码本，2185
1948	挼	GT-2186	标准电码本，2186
1949	挽	GT-2187	标准电码本，2187
1950	挟	GT-2188	标准电码本，2188
1951	捆	GT-2190	标准电码本，2190
1952	捉	GT-2191	标准电码本，2191
1953	捋	GT-2192	标准电码本，2192
1954	捌	GT-2193	标准电码本，2193
1955	捍	GT-2194	标准电码本，2194
1956	掂	GT-2195	标准电码本，2195
1957	捐	GT-2196	标准电码本，2196
1958	挣	GT-2197	标准电码本，2197
1959	捕	GT-2198	标准电码本，2198
1960	挲	GT-2199	标准电码本，2199
1961	捎	GT-2200	标准电码本，2200
1962	捧	GT-2201	标准电码本，2201
1963	捩	GT-2203	标准电码本，2203
1964	扪	GT-2204	标准电码本，2204
1965	捺	GT-2205	标准电码本，2205
1966	捭	GT-2206	标准电码本，2206
1967	据	GT-2207	标准电码本，2207
1968	捱	GT-2209	标准电码本，2209
1969	捶	GT-2211	标准电码本，2211
