num	glyph	GE-source	description
1060	敥	GE-3B3A	GB/T 16500—1998，27—26
1061	敨	GE-3B3B	GB/T 16500—1998，27—27
1062	敪	GE-3B3C	GB/T 16500—1998，27—28
1063	敭	GE-3B3D	GB/T 16500—1998，27—29
1064	敳	GE-3B3E	GB/T 16500—1998，27—30
1065	敺	GE-3B3F	GB/T 16500—1998，27—31
1066	敻	GE-3B40	GB/T 16500—1998，27—32
1067	敼	GE-3B41	GB/T 16500—1998，27—33
1068	敽	GE-3B42	GB/T 16500—1998，27—34
1069	敾	GE-3B43	GB/T 16500—1998，27—35
1070	斉	GE-3B44	GB/T 16500—1998，27—36
1071	斊	GE-3B45	GB/T 16500—1998，27—37
1072	斍	GE-3B46	GB/T 16500—1998，27—38
1073	斎	GE-3B47	GB/T 16500—1998，27—39
1074	斖	GE-3B48	GB/T 16500—1998，27—40
1075	斘	GE-3B49	GB/T 16500—1998，27—41
1076	斚	GE-3B4A	GB/T 16500—1998，27—42
1077	斮	GE-3B4B	GB/T 16500—1998，27—43
1078	斱	GE-3B4C	GB/T 16500—1998，27—44
1079	斲	GE-3B4D	GB/T 16500—1998，27—45
1080	斴	GE-3B4E	GB/T 16500—1998，27—46
1081	斵	GE-3B4F	GB/T 16500—1998，27—47
1082	斾	GE-3B50	GB/T 16500—1998，27—48
1083	旈	GE-3B51	GB/T 16500—1998，27—49
1084	旑	GE-3B52	GB/T 16500—1998，27—50
1085	旔	GE-3B53	GB/T 16500—1998，27—51
1086	旘	GE-3B54	GB/T 16500—1998，27—52
1087	旙	GE-3B55	GB/T 16500—1998，27—53
1088	旣	GE-3B56	GB/T 16500—1998，27—54
1089	旤	GE-3B57	GB/T 16500—1998，27—55
1090	旫	GE-3B58	GB/T 16500—1998，27—56
1091	旹	GE-3B59	GB/T 16500—1998，27—57
1092	旾	GE-3B5A	GB/T 16500—1998，27—58
1093	昁	GE-3B5B	GB/T 16500—1998，27—59
1094	昅	GE-3B5C	GB/T 16500—1998，27—60
1095	昘	GE-3B5D	GB/T 16500—1998，27—61
1096	昚	GE-3B5E	GB/T 16500—1998，27—62
1097	昛	GE-3B5F	GB/T 16500—1998，27—63
1098	昣	GE-3B60	GB/T 16500—1998，27—64
1099	昬	GE-3B61	GB/T 16500—1998，27—65
1100	昰	GE-3B62	GB/T 16500—1998，27—66
1101	昸	GE-3B63	GB/T 16500—1998，27—67
1102	昻	GE-3B64	GB/T 16500—1998，27—68
1103	昿	GE-3B65	GB/T 16500—1998，27—69
1104	晀	GE-3B66	GB/T 16500—1998，27—70
1105	晆	GE-3B67	GB/T 16500—1998，27—71
1106	晍	GE-3B68	GB/T 16500—1998，27—72
1107	晎	GE-3B69	GB/T 16500—1998，27—73
1108	晑	GE-3B6A	GB/T 16500—1998，27—74
1109	晠	GE-3B6B	GB/T 16500—1998，27—75
1110	晩	GE-3B6C	GB/T 16500—1998，27—76
1111	晪	GE-3B6D	GB/T 16500—1998，27—77
1112	晻	GE-3B6E	GB/T 16500—1998，27—78
1113	晿	GE-3B6F	GB/T 16500—1998，27—79
1114	暁	GE-3B70	GB/T 16500—1998，27—80
1115	暃	GE-3B71	GB/T 16500—1998，27—81
1116	暜	GE-3B72	GB/T 16500—1998，27—82
1117	暞	GE-3B73	GB/T 16500—1998，27—83
1118	暠	GE-3B74	GB/T 16500—1998，27—84
1119	暦	GE-3B75	GB/T 16500—1998，27—85
1120	暩	GE-3B76	GB/T 16500—1998，27—86
1121	暭	GE-3B77	GB/T 16500—1998，27—87
1122	暰	GE-3B78	GB/T 16500—1998，27—88
1123	暱	GE-3B79	GB/T 16500—1998，27—89
1124	暼	GE-3B7A	GB/T 16500—1998，27—90
1125	曁	GE-3B7B	GB/T 16500—1998，27—91
1126	曂	GE-3B7C	GB/T 16500—1998，27—92
1127	曍	GE-3B7D	GB/T 16500—1998，27—93
1128	曎	GE-3B7E	GB/T 16500—1998，27—94
1129	曏	GE-3C21	GB/T 16500—1998，28—01
1130	曐	GE-3C22	GB/T 16500—1998，28—02
1131	曑	GE-3C23	GB/T 16500—1998，28—03
1132	曓	GE-3C24	GB/T 16500—1998，28—04
1133	曕	GE-3C25	GB/T 16500—1998，28—05
1134	曗	GE-3C26	GB/T 16500—1998，28—06
1135	曞	GE-3C27	GB/T 16500—1998，28—07
1136	曟	GE-3C28	GB/T 16500—1998，28—08
1137	曡	GE-3C29	GB/T 16500—1998，28—09
1138	曢	GE-3C2A	GB/T 16500—1998，28—10
1139	曤	GE-3C2B	GB/T 16500—1998，28—11
1140	曧	GE-3C2C	GB/T 16500—1998，28—12
1141	曪	GE-3C2D	GB/T 16500—1998，28—13
1142	曫	GE-3C2E	GB/T 16500—1998，28—14
1143	曯	GE-3C2F	GB/T 16500—1998，28—15
1144	曵	GE-3C30	GB/T 16500—1998，28—16
1145	曺	GE-3C31	GB/T 16500—1998，28—17
1146	曻	GE-3C32	GB/T 16500—1998，28—18
1147	曽	GE-3C33	GB/T 16500—1998，28—19
1148	朂	GE-3C34	GB/T 16500—1998，28—20
1149	朇	GE-3C35	GB/T 16500—1998，28—21
1150	朎	GE-3C36	GB/T 16500—1998，28—22
1151	朑	GE-3C37	GB/T 16500—1998，28—23
1152	朖	GE-3C38	GB/T 16500—1998，28—24
1153	朜	GE-3C39	GB/T 16500—1998，28—25
1154	朞	GE-3C3A	GB/T 16500—1998，28—26
1155	朠	GE-3C3B	GB/T 16500—1998，28—27
1156	朢	GE-3C3C	GB/T 16500—1998，28—28
1157	朤	GE-3C3D	GB/T 16500—1998，28—29
1158	朥	GE-3C3E	GB/T 16500—1998，28—30
1159	朮	GE-3C3F	GB/T 16500—1998，28—31
1160	朶	GE-3C40	GB/T 16500—1998，28—32
1161	杁	GE-3C41	GB/T 16500—1998，28—33
1162	杊	GE-3C42	GB/T 16500—1998，28—34
1163	杋	GE-3C43	GB/T 16500—1998，28—35
1164	杛	GE-3C44	GB/T 16500—1998，28—36
1165	杢	GE-3C45	GB/T 16500—1998，28—37
1166	杣	GE-3C46	GB/T 16500—1998，28—38
1167	杤	GE-3C47	GB/T 16500—1998，28—39
1168	杦	GE-3C48	GB/T 16500—1998，28—40
1169	枏	GE-3C49	GB/T 16500—1998，28—41
1170	枒	GE-3C4A	GB/T 16500—1998，28—42
1171	枛	GE-3C4B	GB/T 16500—1998，28—43
1172	枠	GE-3C4C	GB/T 16500—1998，28—44
1173	枡	GE-3C4D	GB/T 16500—1998，28—45
1174	枤	GE-3C4E	GB/T 16500—1998，28—46
1175	枦	GE-3C4F	GB/T 16500—1998，28—47
1176	枩	GE-3C50	GB/T 16500—1998，28—48
1177	枬	GE-3C51	GB/T 16500—1998，28—49
1178	枴	GE-3C52	GB/T 16500—1998，28—50
1179	枽	GE-3C53	GB/T 16500—1998，28—51
1180	枾	GE-3C54	GB/T 16500—1998，28—52
1181	柉	GE-3C55	GB/T 16500—1998，28—53
1182	柋	GE-3C56	GB/T 16500—1998，28—54
1183	柕	GE-3C57	GB/T 16500—1998，28—55
1184	柗	GE-3C58	GB/T 16500—1998，28—56
1185	柟	GE-3C59	GB/T 16500—1998，28—57
1186	柡	GE-3C5A	GB/T 16500—1998，28—58
1187	柫	GE-3C5B	GB/T 16500—1998，28—59
1188	柵	GE-3C5C	GB/T 16500—1998，28—60
1189	柹	GE-3C5D	GB/T 16500—1998，28—61
1190	柺	GE-3C5E	GB/T 16500—1998，28—62
1191	査	GE-3C5F	GB/T 16500—1998，28—63
1192	柼	GE-3C60	GB/T 16500—1998，28—64
1193	柾	GE-3C61	GB/T 16500—1998，28—65
1194	栁	GE-3C62	GB/T 16500—1998，28—66
1195	栂	GE-3C63	GB/T 16500—1998，28—67
1196	栃	GE-3C64	GB/T 16500—1998，28—68
1197	栄	GE-3C65	GB/T 16500—1998，28—69
1198	栆	GE-3C66	GB/T 16500—1998，28—70
1199	栐	GE-3C67	GB/T 16500—1998，28—71
1200	栞	GE-3C68	GB/T 16500—1998，28—72
1201	栢	GE-3C69	GB/T 16500—1998，28—73
1202	栣	GE-3C6A	GB/T 16500—1998，28—74
1203	栤	GE-3C6B	GB/T 16500—1998，28—75
1204	栥	GE-3C6C	GB/T 16500—1998，28—76
1205	栦	GE-3C6D	GB/T 16500—1998，28—77
1206	栰	GE-3C6E	GB/T 16500—1998，28—78
1207	栶	GE-3C6F	GB/T 16500—1998，28—79
1208	桇	GE-3C70	GB/T 16500—1998，28—80
1209	桏	GE-3C71	GB/T 16500—1998，28—81
1210	桒	GE-3C72	GB/T 16500—1998，28—82
1211	桗	GE-3C73	GB/T 16500—1998，28—83
1212	桘	GE-3C74	GB/T 16500—1998，28—84
1213	桙	GE-3C75	GB/T 16500—1998，28—85
1214	桚	GE-3C76	GB/T 16500—1998，28—86
1215	桛	GE-3C77	GB/T 16500—1998，28—87
1216	桜	GE-3C78	GB/T 16500—1998，28—88
1217	桝	GE-3C79	GB/T 16500—1998，28—89
1218	桞	GE-3C7A	GB/T 16500—1998，28—90
1219	桟	GE-3C7B	GB/T 16500—1998，28—91
1220	桮	GE-3C7C	GB/T 16500—1998，28—92
1221	桳	GE-3C7D	GB/T 16500—1998，28—93
1222	桺	GE-3C7E	GB/T 16500—1998，28—94
1223	桽	GE-3D21	GB/T 16500—1998，29—01
1224	桿	GE-3D22	GB/T 16500—1998，29—02
1225	梉	GE-3D23	GB/T 16500—1998，29—03
1226	梔	GE-3D24	GB/T 16500—1998，29—04
1227	梚	GE-3D25	GB/T 16500—1998，29—05
1228	梲	GE-3D26	GB/T 16500—1998，29—06
1229	梷	GE-3D27	GB/T 16500—1998，29—07
1230	梺	GE-3D28	GB/T 16500—1998，29—08
1231	梻	GE-3D29	GB/T 16500—1998，29—09
1232	棃	GE-3D2A	GB/T 16500—1998，29—10
1233	棇	GE-3D2B	GB/T 16500—1998，29—11
1234	棊	GE-3D2C	GB/T 16500—1998，29—12
1235	棏	GE-3D2D	GB/T 16500—1998，29—13
1236	棢	GE-3D2E	GB/T 16500—1998，29—14
1237	棤	GE-3D2F	GB/T 16500—1998，29—15
1238	棥	GE-3D30	GB/T 16500—1998，29—16
1239	棭	GE-3D31	GB/T 16500—1998，29—17
1240	棾	GE-3D32	GB/T 16500—1998，29—18
1241	棿	GE-3D33	GB/T 16500—1998，29—19
1242	椀	GE-3D34	GB/T 16500—1998，29—20
1243	椉	GE-3D35	GB/T 16500—1998，29—21
1244	椖	GE-3D36	GB/T 16500—1998，29—22
1245	椗	GE-3D37	GB/T 16500—1998，29—23
1246	椘	GE-3D38	GB/T 16500—1998，29—24
1247	椙	GE-3D39	GB/T 16500—1998，29—25
1248	椚	GE-3D3A	GB/T 16500—1998，29—26
1249	椛	GE-3D3B	GB/T 16500—1998，29—27
1250	検	GE-3D3C	GB/T 16500—1998，29—28
1251	椞	GE-3D3D	GB/T 16500—1998，29—29
1252	椡	GE-3D3E	GB/T 16500—1998，29—30
1253	椢	GE-3D3F	GB/T 16500—1998，29—31
1254	椣	GE-3D40	GB/T 16500—1998，29—32
1255	椥	GE-3D41	GB/T 16500—1998，29—33
1256	椦	GE-3D42	GB/T 16500—1998，29—34
1257	椨	GE-3D43	GB/T 16500—1998，29—35
1258	椩	GE-3D44	GB/T 16500—1998，29—36
1259	椬	GE-3D45	GB/T 16500—1998，29—37
1260	椮	GE-3D46	GB/T 16500—1998，29—38
1261	椶	GE-3D47	GB/T 16500—1998，29—39
1262	椷	GE-3D48	GB/T 16500—1998，29—40
1263	椾	GE-3D49	GB/T 16500—1998，29—41
1264	楍	GE-3D4A	GB/T 16500—1998，29—42
1265	楜	GE-3D4B	GB/T 16500—1998，29—43
1266	楡	GE-3D4C	GB/T 16500—1998，29—44
1267	楥	GE-3D4D	GB/T 16500—1998，29—45
1268	楳	GE-3D4E	GB/T 16500—1998，29—46
1269	楽	GE-3D4F	GB/T 16500—1998，29—47
1270	楾	GE-3D50	GB/T 16500—1998，29—48
1271	楿	GE-3D51	GB/T 16500—1998，29—49
1272	榁	GE-3D52	GB/T 16500—1998，29—50
1273	榊	GE-3D53	GB/T 16500—1998，29—51
1274	榒	GE-3D54	GB/T 16500—1998，29—52
1275	榟	GE-3D55	GB/T 16500—1998，29—53
1276	榦	GE-3D56	GB/T 16500—1998，29—54
1277	榲	GE-3D57	GB/T 16500—1998，29—55
1278	榺	GE-3D58	GB/T 16500—1998，29—56
1279	槀	GE-3D59	GB/T 16500—1998，29—57
1280	槇	GE-3D5A	GB/T 16500—1998，29—58
1281	槑	GE-3D5B	GB/T 16500—1998，29—59
1282	槒	GE-3D5C	GB/T 16500—1998，29—60
1283	槓	GE-3D5D	GB/T 16500—1998，29—61
1284	槕	GE-3D5E	GB/T 16500—1998，29—62
1285	槗	GE-3D5F	GB/T 16500—1998，29—63
1286	様	GE-3D60	GB/T 16500—1998，29—64
1287	槝	GE-3D61	GB/T 16500—1998，29—65
1288	槞	GE-3D62	GB/T 16500—1998，29—66
1289	槡	GE-3D63	GB/T 16500—1998，29—67
1290	槨	GE-3D64	GB/T 16500—1998，29—68
1291	槩	GE-3D65	GB/T 16500—1998，29—69
1292	槪	GE-3D66	GB/T 16500—1998，29—70
1293	槹	GE-3D67	GB/T 16500—1998，29—71
1294	槼	GE-3D68	GB/T 16500—1998，29—72
1295	樃	GE-3D69	GB/T 16500—1998，29—73
1296	樐	GE-3D6A	GB/T 16500—1998，29—74
1297	樧	GE-3D6B	GB/T 16500—1998，29—75
1298	権	GE-3D6C	GB/T 16500—1998，29—76
1299	樫	GE-3D6D	GB/T 16500—1998，29—77
1300	樭	GE-3D6E	GB/T 16500—1998，29—78
1301	樮	GE-3D6F	GB/T 16500—1998，29—79
1302	樰	GE-3D70	GB/T 16500—1998，29—80
1303	樴	GE-3D71	GB/T 16500—1998，29—81
1304	樷	GE-3D72	GB/T 16500—1998，29—82
1305	橂	GE-3D73	GB/T 16500—1998，29—83
1306	橆	GE-3D74	GB/T 16500—1998，29—84
1307	橊	GE-3D75	GB/T 16500—1998，29—85
1308	橒	GE-3D76	GB/T 16500—1998，29—86
1309	橜	GE-3D77	GB/T 16500—1998，29—87
1310	橤	GE-3D78	GB/T 16500—1998，29—88
1311	橫	GE-3D79	GB/T 16500—1998，29—89
1312	橰	GE-3D7A	GB/T 16500—1998，29—90
1313	橲	GE-3D7B	GB/T 16500—1998，29—91
1314	橳	GE-3D7C	GB/T 16500—1998，29—92
1315	橶	GE-3D7D	GB/T 16500—1998，29—93
1316	橷	GE-3D7E	GB/T 16500—1998，29—94
1317	橸	GE-3E21	GB/T 16500—1998，30—01
1318	橺	GE-3E22	GB/T 16500—1998，30—02
1319	檁	GE-3E23	GB/T 16500—1998，30—03
1320	檃	GE-3E24	GB/T 16500—1998，30—04
1321	檇	GE-3E25	GB/T 16500—1998，30—05
1322	檏	GE-3E26	GB/T 16500—1998，30—06
1323	檕	GE-3E27	GB/T 16500—1998，30—07
1324	檘	GE-3E28	GB/T 16500—1998，30—08
1325	檝	GE-3E29	GB/T 16500—1998，30—09
1326	檪	GE-3E2A	GB/T 16500—1998，30—10
1327	檱	GE-3E2B	GB/T 16500—1998，30—11
1328	檲	GE-3E2C	GB/T 16500—1998，30—12
1329	檺	GE-3E2D	GB/T 16500—1998，30—13
1330	櫂	GE-3E2E	GB/T 16500—1998，30—14
1331	櫈	GE-3E2F	GB/T 16500—1998，30—15
1332	櫉	GE-3E30	GB/T 16500—1998，30—16
1333	櫊	GE-3E31	GB/T 16500—1998，30—17
1334	櫏	GE-3E32	GB/T 16500—1998，30—18
1335	櫐	GE-3E33	GB/T 16500—1998，30—19
1336	櫒	GE-3E34	GB/T 16500—1998，30—20
1337	櫖	GE-3E35	GB/T 16500—1998，30—21
1338	櫤	GE-3E36	GB/T 16500—1998，30—22
1339	櫥	GE-3E37	GB/T 16500—1998，30—23
1340	櫦	GE-3E38	GB/T 16500—1998，30—24
1341	櫫	GE-3E39	GB/T 16500—1998，30—25
1342	櫯	GE-3E3A	GB/T 16500—1998，30—26
1343	櫱	GE-3E3B	GB/T 16500—1998，30—27
1344	櫵	GE-3E3C	GB/T 16500—1998，30—28
1345	櫿	GE-3E3D	GB/T 16500—1998，30—29
1346	欅	GE-3E3E	GB/T 16500—1998，30—30
1347	欉	GE-3E3F	GB/T 16500—1998，30—31
1348	欍	GE-3E40	GB/T 16500—1998，30—32
1349	欎	GE-3E41	GB/T 16500—1998，30—33
1350	欗	GE-3E42	GB/T 16500—1998，30—34
1351	欙	GE-3E43	GB/T 16500—1998，30—35
1352	欝	GE-3E44	GB/T 16500—1998，30—36
1353	欟	GE-3E45	GB/T 16500—1998，30—37
1354	欫	GE-3E46	GB/T 16500—1998，30—38
1355	欬	GE-3E47	GB/T 16500—1998，30—39
1356	欳	GE-3E48	GB/T 16500—1998，30—40
1357	欴	GE-3E49	GB/T 16500—1998，30—41
1358	欵	GE-3E4A	GB/T 16500—1998，30—42
1359	歎	GE-3E4B	GB/T 16500—1998，30—43
1360	歒	GE-3E4C	GB/T 16500—1998，30—44
1361	歓	GE-3E4D	GB/T 16500—1998，30—45
1362	歚	GE-3E4E	GB/T 16500—1998，30—46
1363	歛	GE-3E4F	GB/T 16500—1998，30—47
1364	歩	GE-3E50	GB/T 16500—1998，30—48
1365	歯	GE-3E51	GB/T 16500—1998，30—49
1366	歳	GE-3E52	GB/T 16500—1998，30—50
1367	歴	GE-3E53	GB/T 16500—1998，30—51
1368	歶	GE-3E54	GB/T 16500—1998，30—52
1369	歺	GE-3E55	GB/T 16500—1998，30—53
1370	歽	GE-3E56	GB/T 16500—1998，30—54
1371	歿	GE-3E57	GB/T 16500—1998，30—55
1372	殀	GE-3E58	GB/T 16500—1998，30—56
1373	殌	GE-3E59	GB/T 16500—1998，30—57
1374	殎	GE-3E5A	GB/T 16500—1998，30—58
1375	殏	GE-3E5B	GB/T 16500—1998，30—59
1376	殦	GE-3E5C	GB/T 16500—1998，30—60
1377	殩	GE-3E5D	GB/T 16500—1998，30—61
1378	殬	GE-3E5E	GB/T 16500—1998，30—62
1379	殭	GE-3E5F	GB/T 16500—1998，30—63
1380	殱	GE-3E60	GB/T 16500—1998，30—64
1381	殽	GE-3E61	GB/T 16500—1998，30—65
1382	殾	GE-3E62	GB/T 16500—1998，30—66
1383	毀	GE-3E63	GB/T 16500—1998，30—67
1384	毄	GE-3E64	GB/T 16500—1998，30—68
1385	毎	GE-3E65	GB/T 16500—1998，30—69
1386	毘	GE-3E66	GB/T 16500—1998，30—70
1387	毜	GE-3E67	GB/T 16500—1998，30—71
1388	毝	GE-3E68	GB/T 16500—1998，30—72
1389	毟	GE-3E69	GB/T 16500—1998，30—73
1390	毠	GE-3E6A	GB/T 16500—1998，30—74
1391	毤	GE-3E6B	GB/T 16500—1998，30—75
1392	毧	GE-3E6C	GB/T 16500—1998，30—76
1393	毩	GE-3E6D	GB/T 16500—1998，30—77
1394	毬	GE-3E6E	GB/T 16500—1998，30—78
1395	毮	GE-3E6F	GB/T 16500—1998，30—79
1396	毶	GE-3E70	GB/T 16500—1998，30—80
1397	氁	GE-3E71	GB/T 16500—1998，30—81
1398	氂	GE-3E72	GB/T 16500—1998，30—82
1399	氊	GE-3E73	GB/T 16500—1998，30—83
1400	氎	GE-3E74	GB/T 16500—1998，30—84
1401	気	GE-3E75	GB/T 16500—1998，30—85
1402	氞	GE-3E76	GB/T 16500—1998，30—86
1403	氠	GE-3E77	GB/T 16500—1998，30—87
1404	氳	GE-3E78	GB/T 16500—1998，30—88
1405	氷	GE-3E79	GB/T 16500—1998，30—89
1406	氺	GE-3E7A	GB/T 16500—1998，30—90
1407	汄	GE-3E7B	GB/T 16500—1998，30—91
1408	汅	GE-3E7C	GB/T 16500—1998，30—92
1409	汎	GE-3E7D	GB/T 16500—1998，30—93
1410	汑	GE-3E7E	GB/T 16500—1998，30—94
1411	汖	GE-3F21	GB/T 16500—1998，31—01
1412	汙	GE-3F22	GB/T 16500—1998，31—02
1413	汚	GE-3F23	GB/T 16500—1998，31—03
1414	汢	GE-3F24	GB/T 16500—1998，31—04
1415	汣	GE-3F25	GB/T 16500—1998，31—05
1416	決	GE-3F26	GB/T 16500—1998，31—06
1417	沒	GE-3F27	GB/T 16500—1998，31—07
1418	沗	GE-3F28	GB/T 16500—1998，31—08
1419	沠	GE-3F29	GB/T 16500—1998，31—09
1420	沢	GE-3F2A	GB/T 16500—1998，31—10
1421	況	GE-3F2B	GB/T 16500—1998，31—11
1422	泝	GE-3F2C	GB/T 16500—1998，31—12
1423	泹	GE-3F2D	GB/T 16500—1998，31—13
1424	洆	GE-3F2E	GB/T 16500—1998，31—14
1425	洖	GE-3F2F	GB/T 16500—1998，31—15
1426	洜	GE-3F30	GB/T 16500—1998，31—16
1427	洶	GE-3F31	GB/T 16500—1998，31—17
1428	浗	GE-3F32	GB/T 16500—1998，31—18
1429	浨	GE-3F33	GB/T 16500—1998，31—19
1430	浳	GE-3F34	GB/T 16500—1998，31—20
1431	涋	GE-3F35	GB/T 16500—1998，31—21
1432	涐	GE-3F36	GB/T 16500—1998，31—22
1433	涖	GE-3F37	GB/T 16500—1998，31—23
1434	涗	GE-3F38	GB/T 16500—1998，31—24
1435	涙	GE-3F39	GB/T 16500—1998，31—25
1436	涜	GE-3F3A	GB/T 16500—1998，31—26
1437	涥	GE-3F3B	GB/T 16500—1998，31—27
1438	涰	GE-3F3C	GB/T 16500—1998，31—28
1439	涼	GE-3F3D	GB/T 16500—1998，31—29
1440	淒	GE-3F3E	GB/T 16500—1998，31—30
1441	淚	GE-3F3F	GB/T 16500—1998，31—31
1442	淛	GE-3F40	GB/T 16500—1998，31—32
1443	淥	GE-3F41	GB/T 16500—1998，31—33
1444	淧	GE-3F42	GB/T 16500—1998，31—34
1445	淨	GE-3F43	GB/T 16500—1998，31—35
1446	淭	GE-3F44	GB/T 16500—1998，31—36
1447	淸	GE-3F45	GB/T 16500—1998，31—37
1448	淿	GE-3F46	GB/T 16500—1998，31—38
1449	渁	GE-3F47	GB/T 16500—1998，31—39
1450	渄	GE-3F48	GB/T 16500—1998，31—40
1451	渆	GE-3F49	GB/T 16500—1998，31—41
1452	渇	GE-3F4A	GB/T 16500—1998，31—42
1453	済	GE-3F4B	GB/T 16500—1998，31—43
1454	渉	GE-3F4C	GB/T 16500—1998，31—44
1455	渋	GE-3F4D	GB/T 16500—1998，31—45
1456	渏	GE-3F4E	GB/T 16500—1998，31—46
1457	渓	GE-3F4F	GB/T 16500—1998，31—47
1458	渕	GE-3F50	GB/T 16500—1998，31—48
1459	渞	GE-3F51	GB/T 16500—1998，31—49
1460	渵	GE-3F52	GB/T 16500—1998，31—50
1461	渷	GE-3F53	GB/T 16500—1998，31—51
1462	湂	GE-3F54	GB/T 16500—1998，31—52
1463	湈	GE-3F55	GB/T 16500—1998，31—53
1464	湊	GE-3F56	GB/T 16500—1998，31—54
1465	湏	GE-3F57	GB/T 16500—1998，31—55
1466	湚	GE-3F58	GB/T 16500—1998，31—56
1467	湵	GE-3F59	GB/T 16500—1998，31—57
1468	湷	GE-3F5A	GB/T 16500—1998，31—58
1469	湺	GE-3F5B	GB/T 16500—1998，31—59
1470	湻	GE-3F5C	GB/T 16500—1998，31—60
1471	湼	GE-3F5D	GB/T 16500—1998，31—61
1472	湽	GE-3F5E	GB/T 16500—1998，31—62
1473	満	GE-3F5F	GB/T 16500—1998，31—63
1474	溂	GE-3F60	GB/T 16500—1998，31—64
1475	溄	GE-3F61	GB/T 16500—1998，31—65
1476	溈	GE-3F62	GB/T 16500—1998，31—66
1477	溊	GE-3F63	GB/T 16500—1998，31—67
1478	溋	GE-3F64	GB/T 16500—1998，31—68
1479	溌	GE-3F65	GB/T 16500—1998，31—69
1480	溕	GE-3F66	GB/T 16500—1998，31—70
1481	溫	GE-3F67	GB/T 16500—1998，31—71
1482	溬	GE-3F68	GB/T 16500—1998，31—72
1483	溼	GE-3F69	GB/T 16500—1998，31—73
1484	滊	GE-3F6A	GB/T 16500—1998，31—74
1485	滖	GE-3F6B	GB/T 16500—1998，31—75
1486	滙	GE-3F6C	GB/T 16500—1998，31—76
1487	滛	GE-3F6D	GB/T 16500—1998，31—77
1488	滝	GE-3F6E	GB/T 16500—1998，31—78
1489	滾	GE-3F6F	GB/T 16500—1998，31—79
1490	漄	GE-3F70	GB/T 16500—1998，31—80
1491	漑	GE-3F71	GB/T 16500—1998，31—81
1492	漗	GE-3F72	GB/T 16500—1998，31—82
1493	漛	GE-3F73	GB/T 16500—1998，31—83
1494	漧	GE-3F74	GB/T 16500—1998，31—84
1495	漵	GE-3F75	GB/T 16500—1998，31—85
1496	潀	GE-3F76	GB/T 16500—1998，31—86
1497	潂	GE-3F77	GB/T 16500—1998，31—87
1498	潃	GE-3F78	GB/T 16500—1998，31—88
1499	潄	GE-3F79	GB/T 16500—1998，31—89
1500	潅	GE-3F7A	GB/T 16500—1998，31—90
1501	潈	GE-3F7B	GB/T 16500—1998，31—91
1502	潉	GE-3F7C	GB/T 16500—1998，31—92
1503	潊	GE-3F7D	GB/T 16500—1998，31—93
1504	潌	GE-3F7E	GB/T 16500—1998，31—94
1505	潱	GE-4021	GB/T 16500—1998，32—01
1506	潶	GE-4022	GB/T 16500—1998，32—02
1507	潻	GE-4023	GB/T 16500—1998，32—03
1508	澁	GE-4024	GB/T 16500—1998，32—04
1509	澃	GE-4025	GB/T 16500—1998，32—05
1510	澐	GE-4026	GB/T 16500—1998，32—06
1511	澑	GE-4027	GB/T 16500—1998，32—07
1512	澖	GE-4028	GB/T 16500—1998，32—08
1513	澙	GE-4029	GB/T 16500—1998，32—09
1514	澚	GE-402A	GB/T 16500—1998，32—10
1515	澝	GE-402B	GB/T 16500—1998，32—11
1516	澟	GE-402C	GB/T 16500—1998，32—12
1517	澣	GE-402D	GB/T 16500—1998，32—13
1518	澵	GE-402E	GB/T 16500—1998，32—14
1519	澷	GE-402F	GB/T 16500—1998，32—15
1520	澸	GE-4030	GB/T 16500—1998，32—16
1521	濇	GE-4031	GB/T 16500—1998，32—17
1522	濐	GE-4032	GB/T 16500—1998，32—18
1523	濓	GE-4033	GB/T 16500—1998，32—19
1524	濗	GE-4034	GB/T 16500—1998，32—20
1525	濝	GE-4035	GB/T 16500—1998，32—21
1526	濪	GE-4036	GB/T 16500—1998，32—22
1527	濲	GE-4037	GB/T 16500—1998，32—23
1528	濴	GE-4038	GB/T 16500—1998，32—24
1529	濵	GE-4039	GB/T 16500—1998，32—25
1530	濶	GE-403A	GB/T 16500—1998，32—26
1531	濷	GE-403B	GB/T 16500—1998，32—27
1532	濸	GE-403C	GB/T 16500—1998，32—28
1533	⿰氵⿱里灬土	GE-403D	GB/T 16500—1998，32—29
1534	濻	GE-403E	GB/T 16500—1998，32—30
1535	濽	GE-403F	GB/T 16500—1998，32—31
1536	瀊	GE-4040	GB/T 16500—1998，32—32
1537	瀒	GE-4041	GB/T 16500—1998，32—33
1538	瀓	GE-4042	GB/T 16500—1998，32—34
1539	瀦	GE-4043	GB/T 16500—1998，32—35
1540	瀩	GE-4044	GB/T 16500—1998，32—36
1541	瀪	GE-4045	GB/T 16500—1998，32—37
1542	瀬	GE-4046	GB/T 16500—1998，32—38
1543	瀭	GE-4047	GB/T 16500—1998，32—39
1544	瀮	GE-4048	GB/T 16500—1998，32—40
1545	瀶	GE-4049	GB/T 16500—1998，32—41
1546	灁	GE-404A	GB/T 16500—1998，32—42
1547	灇	GE-404B	GB/T 16500—1998，32—43
1548	灋	GE-404C	GB/T 16500—1998，32—44
1549	灎	GE-404D	GB/T 16500—1998，32—45
1550	灐	GE-404E	GB/T 16500—1998，32—46
1551	灔	GE-404F	GB/T 16500—1998，32—47
1552	灗	GE-4050	GB/T 16500—1998，32—48
1553	灜	GE-4051	GB/T 16500—1998，32—49
