num	glyph	GE-source	description
3070	鉝	GE-505E	GB/T 16500—1998，48—62
3071	鉟	GE-505F	GB/T 16500—1998，48—63
3072	鉣	GE-5060	GB/T 16500—1998，48—64
3073	鉤	GE-5061	GB/T 16500—1998，48—65
3074	鉨	GE-5062	GB/T 16500—1998，48—66
3075	鉪	GE-5063	GB/T 16500—1998，48—67
3076	鉫	GE-5064	GB/T 16500—1998，48—68
3077	鉯	GE-5065	GB/T 16500—1998，48—69
3078	鉰	GE-5066	GB/T 16500—1998，48—70
3079	鉱	GE-5067	GB/T 16500—1998，48—71
3080	鉲	GE-5068	GB/T 16500—1998，48—72
3081	鉳	GE-5069	GB/T 16500—1998，48—73
3082	鉽	GE-506A	GB/T 16500—1998，48—74
3083	銁	GE-506B	GB/T 16500—1998，48—75
3084	銂	GE-506C	GB/T 16500—1998，48—76
3085	銄	GE-506D	GB/T 16500—1998，48—77
3086	銆	GE-506E	GB/T 16500—1998，48—78
3087	銉	GE-506F	GB/T 16500—1998，48—79
3088	銌	GE-5070	GB/T 16500—1998，48—80
3089	銏	GE-5071	GB/T 16500—1998，48—81
3090	銒	GE-5072	GB/T 16500—1998，48—82
3091	銝	GE-5073	GB/T 16500—1998，48—83
3092	銞	GE-5074	GB/T 16500—1998，48—84
3093	銟	GE-5075	GB/T 16500—1998，48—85
3094	銢	GE-5076	GB/T 16500—1998，48—86
3095	銧	GE-5077	GB/T 16500—1998，48—87
3096	銭	GE-5078	GB/T 16500—1998，48—88
3097	銯	GE-5079	GB/T 16500—1998，48—89
3098	銰	GE-507A	GB/T 16500—1998，48—90
3099	銲	GE-507B	GB/T 16500—1998，48—91
3100	銳	GE-507C	GB/T 16500—1998，48—92
3101	銺	GE-507D	GB/T 16500—1998，48—93
3102	銽	GE-507E	GB/T 16500—1998，48—94
3103	銿	GE-5121	GB/T 16500—1998，49—01
3104	鋄	GE-5122	GB/T 16500—1998，49—02
3105	鋉	GE-5123	GB/T 16500—1998，49—03
3106	鋎	GE-5124	GB/T 16500—1998，49—04
3107	鋑	GE-5125	GB/T 16500—1998，49—05
3108	鋓	GE-5126	GB/T 16500—1998，49—06
3109	鋔	GE-5127	GB/T 16500—1998，49—07
3110	鋛	GE-5128	GB/T 16500—1998，49—08
3111	鋢	GE-5129	GB/T 16500—1998，49—09
3112	鋫	GE-512A	GB/T 16500—1998，49—10
3113	鋲	GE-512B	GB/T 16500—1998，49—11
3114	鋳	GE-512C	GB/T 16500—1998，49—12
3115	鋴	GE-512D	GB/T 16500—1998，49—13
3116	鋵	GE-512E	GB/T 16500—1998，49—14
3117	鋷	GE-512F	GB/T 16500—1998，49—15
3118	錃	GE-5130	GB/T 16500—1998，49—16
3119	錄	GE-5131	GB/T 16500—1998，49—17
3120	錅	GE-5132	GB/T 16500—1998，49—18
3121	錋	GE-5133	GB/T 16500—1998，49—19
3122	錌	GE-5134	GB/T 16500—1998，49—20
3123	錓	GE-5135	GB/T 16500—1998，49—21
3124	錝	GE-5136	GB/T 16500—1998，49—22
3125	錬	GE-5137	GB/T 16500—1998，49—23
3126	錰	GE-5138	GB/T 16500—1998，49—24
3127	錱	GE-5139	GB/T 16500—1998，49—25
3128	錴	GE-513A	GB/T 16500—1998，49—26
3129	錵	GE-513B	GB/T 16500—1998，49—27
3130	錷	GE-513C	GB/T 16500—1998，49—28
3131	錹	GE-513D	GB/T 16500—1998，49—29
3132	錺	GE-513E	GB/T 16500—1998，49—30
3133	錻	GE-513F	GB/T 16500—1998，49—31
3134	錼	GE-5140	GB/T 16500—1998，49—32
3135	錿	GE-5141	GB/T 16500—1998，49—33
3136	鍂	GE-5142	GB/T 16500—1998，49—34
3137	鍄	GE-5143	GB/T 16500—1998，49—35
3138	鍅	GE-5144	GB/T 16500—1998，49—36
3139	鍊	GE-5145	GB/T 16500—1998，49—37
3140	鍎	GE-5146	GB/T 16500—1998，49—38
3141	鍐	GE-5147	GB/T 16500—1998，49—39
3142	鍒	GE-5148	GB/T 16500—1998，49—40
3143	鍓	GE-5149	GB/T 16500—1998，49—41
3144	鍕	GE-514A	GB/T 16500—1998，49—42
3145	鍙	GE-514B	GB/T 16500—1998，49—43
3146	鍜	GE-514C	GB/T 16500—1998，49—44
3147	鍞	GE-514D	GB/T 16500—1998，49—45
3148	鍟	GE-514E	GB/T 16500—1998，49—46
3149	鍡	GE-514F	GB/T 16500—1998，49—47
3150	鍢	GE-5150	GB/T 16500—1998，49—48
3151	鍣	GE-5151	GB/T 16500—1998，49—49
3152	鍨	GE-5152	GB/T 16500—1998，49—50
3153	鍫	GE-5153	GB/T 16500—1998，49—51
3154	鍯	GE-5154	GB/T 16500—1998，49—52
3155	鍳	GE-5155	GB/T 16500—1998，49—53
3156	鍷	GE-5156	GB/T 16500—1998，49—54
3157	鍸	GE-5157	GB/T 16500—1998，49—55
3158	鍻	GE-5158	GB/T 16500—1998，49—56
3159	鍼	GE-5159	GB/T 16500—1998，49—57
3160	鍽	GE-515A	GB/T 16500—1998，49—58
3161	鍿	GE-515B	GB/T 16500—1998，49—59
3162	鎀	GE-515C	GB/T 16500—1998，49—60
3163	鎃	GE-515D	GB/T 16500—1998，49—61
3164	鎆	GE-515E	GB/T 16500—1998，49—62
3165	鎌	GE-515F	GB/T 16500—1998，49—63
3166	鎎	GE-5160	GB/T 16500—1998，49—64
3167	鎔	GE-5161	GB/T 16500—1998，49—65
3168	鎗	GE-5162	GB/T 16500—1998，49—66
3169	鎙	GE-5163	GB/T 16500—1998，49—67
3170	鎚	GE-5164	GB/T 16500—1998，49—68
3171	鎜	GE-5165	GB/T 16500—1998，49—69
3172	鎟	GE-5166	GB/T 16500—1998，49—70
3173	鎠	GE-5167	GB/T 16500—1998，49—71
3174	鎥	GE-5168	GB/T 16500—1998，49—72
3175	鎫	GE-5169	GB/T 16500—1998，49—73
3176	鎭	GE-516A	GB/T 16500—1998，49—74
3177	鎱	GE-516B	GB/T 16500—1998，49—75
3178	鎲	GE-516C	GB/T 16500—1998，49—76
3179	鎴	GE-516D	GB/T 16500—1998，49—77
3180	鎶	GE-516E	GB/T 16500—1998，49—78
3181	鎷	GE-516F	GB/T 16500—1998，49—79
3182	鎹	GE-5170	GB/T 16500—1998，49—80
3183	鎺	GE-5171	GB/T 16500—1998，49—81
3184	鎻	GE-5172	GB/T 16500—1998，49—82
3185	鎼	GE-5173	GB/T 16500—1998，49—83
3186	鎽	GE-5174	GB/T 16500—1998，49—84
3187	鎾	GE-5175	GB/T 16500—1998，49—85
3188	鏋	GE-5176	GB/T 16500—1998，49—86
3189	鏎	GE-5177	GB/T 16500—1998，49—87
3190	鏔	GE-5178	GB/T 16500—1998，49—88
3191	鏣	GE-5179	GB/T 16500—1998，49—89
3192	鏥	GE-517A	GB/T 16500—1998，49—90
3193	鏧	GE-517B	GB/T 16500—1998，49—91
3194	鏪	GE-517C	GB/T 16500—1998，49—92
3195	鏫	GE-517D	GB/T 16500—1998，49—93
3196	鏬	GE-517E	GB/T 16500—1998，49—94
3197	鏭	GE-5221	GB/T 16500—1998，50—01
3198	鏮	GE-5222	GB/T 16500—1998，50—02
3199	鏯	GE-5223	GB/T 16500—1998，50—03
3200	鏱	GE-5224	GB/T 16500—1998，50—04
3201	鏲	GE-5225	GB/T 16500—1998，50—05
3202	鏳	GE-5226	GB/T 16500—1998，50—06
3203	鏴	GE-5227	GB/T 16500—1998，50—07
3204	鏶	GE-5228	GB/T 16500—1998，50—08
3205	鏼	GE-5229	GB/T 16500—1998，50—09
3206	鏽	GE-522A	GB/T 16500—1998，50—10
3207	鏿	GE-522B	GB/T 16500—1998，50—11
3208	鐁	GE-522C	GB/T 16500—1998，50—12
3209	鐂	GE-522D	GB/T 16500—1998，50—13
3210	鐉	GE-522E	GB/T 16500—1998，50—14
3211	鐊	GE-522F	GB/T 16500—1998，50—15
3212	鐑	GE-5230	GB/T 16500—1998，50—16
3213	鐗	GE-5231	GB/T 16500—1998，50—17
3214	鐚	GE-5232	GB/T 16500—1998，50—18
3215	鐛	GE-5233	GB/T 16500—1998，50—19
3216	鐞	GE-5234	GB/T 16500—1998，50—20
3217	鐟	GE-5235	GB/T 16500—1998，50—21
3218	鐡	GE-5236	GB/T 16500—1998，50—22
3219	鐢	GE-5237	GB/T 16500—1998，50—23
3220	鐣	GE-5238	GB/T 16500—1998，50—24
3221	鐤	GE-5239	GB/T 16500—1998，50—25
3222	鐫	GE-523A	GB/T 16500—1998，50—26
3223	鐷	GE-523B	GB/T 16500—1998，50—27
3224	鐽	GE-523C	GB/T 16500—1998，50—28
3225	鑀	GE-523D	GB/T 16500—1998，50—29
3226	鑁	GE-523E	GB/T 16500—1998，50—30
3227	鑂	GE-523F	GB/T 16500—1998，50—31
3228	鑃	GE-5240	GB/T 16500—1998，50—32
3229	鑆	GE-5241	GB/T 16500—1998，50—33
3230	鑉	GE-5242	GB/T 16500—1998，50—34
3231	鑍	GE-5243	GB/T 16500—1998，50—35
3232	鑎	GE-5244	GB/T 16500—1998，50—36
3233	鑑	GE-5245	GB/T 16500—1998，50—37
3234	鑓	GE-5246	GB/T 16500—1998，50—38
3235	鑗	GE-5247	GB/T 16500—1998，50—39
3236	鑙	GE-5248	GB/T 16500—1998，50—40
3237	鑚	GE-5249	GB/T 16500—1998，50—41
3238	鑛	GE-524A	GB/T 16500—1998，50—42
3239	鑜	GE-524B	GB/T 16500—1998，50—43
3240	鑟	GE-524C	GB/T 16500—1998，50—44
3241	鑤	GE-524D	GB/T 16500—1998，50—45
3242	鑦	GE-524E	GB/T 16500—1998，50—46
3243	鑧	GE-524F	GB/T 16500—1998，50—47
3244	鑩	GE-5250	GB/T 16500—1998，50—48
3245	鑪	GE-5251	GB/T 16500—1998，50—49
3246	鑬	GE-5252	GB/T 16500—1998，50—50
3247	鑳	GE-5253	GB/T 16500—1998，50—51
3248	鑵	GE-5254	GB/T 16500—1998，50—52
3249	鑶	GE-5255	GB/T 16500—1998，50—53
3250	鑸	GE-5256	GB/T 16500—1998，50—54
3251	鑻	GE-5257	GB/T 16500—1998，50—55
3252	钄	GE-5258	GB/T 16500—1998，50—56
3253	镹	GE-5259	GB/T 16500—1998，50—57
3254	镻	GE-525A	GB/T 16500—1998，50—58
3255	閁	GE-525B	GB/T 16500—1998，50—59
3256	閄	GE-525C	GB/T 16500—1998，50—60
3257	閅	GE-525D	GB/T 16500—1998，50—61
3258	閇	GE-525E	GB/T 16500—1998，50—62
3259	閊	GE-525F	GB/T 16500—1998，50—63
3260	閐	GE-5260	GB/T 16500—1998，50—64
3261	閒	GE-5261	GB/T 16500—1998，50—65
3262	閖	GE-5262	GB/T 16500—1998，50—66
3263	閗	GE-5263	GB/T 16500—1998，50—67
3264	閙	GE-5264	GB/T 16500—1998，50—68
3265	閚	GE-5265	GB/T 16500—1998，50—69
3266	閝	GE-5266	GB/T 16500—1998，50—70
3267	閞	GE-5267	GB/T 16500—1998，50—71
3268	閠	GE-5268	GB/T 16500—1998，50—72
3269	関	GE-5269	GB/T 16500—1998，50—73
3270	閧	GE-526A	GB/T 16500—1998，50—74
3271	閯	GE-526B	GB/T 16500—1998，50—75
3272	閰	GE-526C	GB/T 16500—1998，50—76
3273	閱	GE-526D	GB/T 16500—1998，50—77
3274	閳	GE-526E	GB/T 16500—1998，50—78
3275	閴	GE-526F	GB/T 16500—1998，50—79
3276	閸	GE-5270	GB/T 16500—1998，50—80
3277	闁	GE-5271	GB/T 16500—1998，50—81
3278	闂	GE-5272	GB/T 16500—1998，50—82
3279	闅	GE-5273	GB/T 16500—1998，50—83
3280	闇	GE-5274	GB/T 16500—1998，50—84
3281	闎	GE-5275	GB/T 16500—1998，50—85
3282	闗	GE-5276	GB/T 16500—1998，50—86
3283	闘	GE-5277	GB/T 16500—1998，50—87
3284	闙	GE-5278	GB/T 16500—1998，50—88
3285	闚	GE-5279	GB/T 16500—1998，50—89
3286	闦	GE-527A	GB/T 16500—1998，50—90
3287	闧	GE-527B	GB/T 16500—1998，50—91
3288	阠	GE-527C	GB/T 16500—1998，50—92
3289	阥	GE-527D	GB/T 16500—1998，50—93
3290	阦	GE-527E	GB/T 16500—1998，50—94
3291	阨	GE-5321	GB/T 16500—1998，51—01
3292	阩	GE-5322	GB/T 16500—1998，51—02
3293	阬	GE-5323	GB/T 16500—1998，51—03
3294	阯	GE-5324	GB/T 16500—1998，51—04
3295	陃	GE-5325	GB/T 16500—1998，51—05
3296	陎	GE-5326	GB/T 16500—1998，51—06
3297	陗	GE-5327	GB/T 16500—1998，51—07
3298	陜	GE-5328	GB/T 16500—1998，51—08
3299	陥	GE-5329	GB/T 16500—1998，51—09
3300	陦	GE-532A	GB/T 16500—1998，51—10
3301	陯	GE-532B	GB/T 16500—1998，51—11
3302	陹	GE-532C	GB/T 16500—1998，51—12
3303	険	GE-532D	GB/T 16500—1998，51—13
3304	陻	GE-532E	GB/T 16500—1998，51—14
3305	陿	GE-532F	GB/T 16500—1998，51—15
3306	隀	GE-5330	GB/T 16500—1998，51—16
3307	隂	GE-5331	GB/T 16500—1998，51—17
3308	隄	GE-5332	GB/T 16500—1998，51—18
3309	隖	GE-5333	GB/T 16500—1998，51—19
3310	隚	GE-5334	GB/T 16500—1998，51—20
3311	隠	GE-5335	GB/T 16500—1998，51—21
3312	隡	GE-5336	GB/T 16500—1998，51—22
3313	隢	GE-5337	GB/T 16500—1998，51—23
3314	隣	GE-5338	GB/T 16500—1998，51—24
3315	隦	GE-5339	GB/T 16500—1998，51—25
3316	隬	GE-533A	GB/T 16500—1998，51—26
3317	隭	GE-533B	GB/T 16500—1998，51—27
3318	隯	GE-533C	GB/T 16500—1998，51—28
3319	隲	GE-533D	GB/T 16500—1998，51—29
3320	隵	GE-533E	GB/T 16500—1998，51—30
3321	隷	GE-533F	GB/T 16500—1998，51—31
3322	隿	GE-5340	GB/T 16500—1998，51—32
3323	雈	GE-5341	GB/T 16500—1998，51—33
3324	雋	GE-5342	GB/T 16500—1998，51—34
3325	雑	GE-5343	GB/T 16500—1998，51—35
3326	雓	GE-5344	GB/T 16500—1998，51—36
3327	雝	GE-5345	GB/T 16500—1998，51—37
3328	雞	GE-5346	GB/T 16500—1998，51—38
3329	雤	GE-5347	GB/T 16500—1998，51—39
3330	雦	GE-5348	GB/T 16500—1998，51—40
3331	雫	GE-5349	GB/T 16500—1998，51—41
3332	雬	GE-534A	GB/T 16500—1998，51—42
3333	雮	GE-534B	GB/T 16500—1998，51—43
3334	雰	GE-534C	GB/T 16500—1998，51—44
3335	雴	GE-534D	GB/T 16500—1998，51—45
3336	雵	GE-534E	GB/T 16500—1998，51—46
3337	雸	GE-534F	GB/T 16500—1998，51—47
3338	雼	GE-5350	GB/T 16500—1998，51—48
3339	雽	GE-5351	GB/T 16500—1998，51—49
3340	霊	GE-5352	GB/T 16500—1998，51—50
3341	霌	GE-5353	GB/T 16500—1998，51—51
3342	霑	GE-5354	GB/T 16500—1998，51—52
3343	霕	GE-5355	GB/T 16500—1998，51—53
3344	霗	GE-5356	GB/T 16500—1998，51—54
3345	霘	GE-5357	GB/T 16500—1998，51—55
3346	霚	GE-5358	GB/T 16500—1998，51—56
3347	霟	GE-5359	GB/T 16500—1998，51—57
3348	霥	GE-535A	GB/T 16500—1998，51—58
3349	霬	GE-535B	GB/T 16500—1998，51—59
3350	霯	GE-535C	GB/T 16500—1998，51—60
3351	霴	GE-535D	GB/T 16500—1998，51—61
3352	霷	GE-535E	GB/T 16500—1998，51—62
3353	霺	GE-535F	GB/T 16500—1998，51—63
3354	霻	GE-5360	GB/T 16500—1998，51—64
3355	靊	GE-5361	GB/T 16500—1998，51—65
3356	靋	GE-5362	GB/T 16500—1998，51—66
3357	靌	GE-5363	GB/T 16500—1998，51—67
3358	靍	GE-5364	GB/T 16500—1998，51—68
3359	靎	GE-5365	GB/T 16500—1998，51—69
3360	靏	GE-5366	GB/T 16500—1998，51—70
3361	靐	GE-5367	GB/T 16500—1998，51—71
3362	靑	GE-5368	GB/T 16500—1998，51—72
3363	靕	GE-5369	GB/T 16500—1998，51—73
3364	靣	GE-536A	GB/T 16500—1998，51—74
3365	靭	GE-536B	GB/T 16500—1998，51—75
3366	靱	GE-536C	GB/T 16500—1998，51—76
3367	靵	GE-536D	GB/T 16500—1998，51—77
3368	靹	GE-536E	GB/T 16500—1998，51—78
3369	鞂	GE-536F	GB/T 16500—1998，51—79
3370	鞆	GE-5370	GB/T 16500—1998，51—80
3371	鞌	GE-5371	GB/T 16500—1998，51—81
3372	鞎	GE-5372	GB/T 16500—1998，51—82
3373	鞐	GE-5373	GB/T 16500—1998，51—83
3374	鞖	GE-5374	GB/T 16500—1998，51—84
3375	鞤	GE-5375	GB/T 16500—1998，51—85
3376	鞩	GE-5376	GB/T 16500—1998，51—86
3377	鞵	GE-5377	GB/T 16500—1998，51—87
3378	鞷	GE-5378	GB/T 16500—1998，51—88
3379	鞺	GE-5379	GB/T 16500—1998，51—89
3380	鞾	GE-537A	GB/T 16500—1998，51—90
3381	韁	GE-537B	GB/T 16500—1998，51—91
3382	韈	GE-537C	GB/T 16500—1998，51—92
3383	韊	GE-537D	GB/T 16500—1998，51—93
3384	韑	GE-537E	GB/T 16500—1998，51—94
3385	韕	GE-5421	GB/T 16500—1998，52—01
3386	韚	GE-5422	GB/T 16500—1998，52—02
3387	韤	GE-5423	GB/T 16500—1998，52—03
3388	韥	GE-5424	GB/T 16500—1998，52—04
3389	韮	GE-5425	GB/T 16500—1998，52—05
3390	韲	GE-5426	GB/T 16500—1998，52—06
3391	韴	GE-5427	GB/T 16500—1998，52—07
3392	韷	GE-5428	GB/T 16500—1998，52—08
3393	韻	GE-5429	GB/T 16500—1998，52—09
3394	韼	GE-542A	GB/T 16500—1998，52—10
3395	韾	GE-542B	GB/T 16500—1998，52—11
3396	頋	GE-542C	GB/T 16500—1998，52—12
3397	頚	GE-542D	GB/T 16500—1998，52—13
3398	頟	GE-542E	GB/T 16500—1998，52—14
3399	頣	GE-542F	GB/T 16500—1998，52—15
3400	頥	GE-5430	GB/T 16500—1998，52—16
3401	頫	GE-5431	GB/T 16500—1998，52—17
3402	頬	GE-5432	GB/T 16500—1998，52—18
3403	頱	GE-5433	GB/T 16500—1998，52—19
3404	頴	GE-5434	GB/T 16500—1998，52—20
3405	頶	GE-5435	GB/T 16500—1998，52—21
3406	頹	GE-5436	GB/T 16500—1998，52—22
3407	頺	GE-5437	GB/T 16500—1998，52—23
3408	頼	GE-5438	GB/T 16500—1998，52—24
3409	頾	GE-5439	GB/T 16500—1998，52—25
3410	顃	GE-543A	GB/T 16500—1998，52—26
3411	顇	GE-543B	GB/T 16500—1998，52—27
3412	顋	GE-543C	GB/T 16500—1998，52—28
3413	顏	GE-543D	GB/T 16500—1998，52—29
3414	顕	GE-543E	GB/T 16500—1998，52—30
3415	顚	GE-543F	GB/T 16500—1998，52—31
3416	顦	GE-5440	GB/T 16500—1998，52—32
3417	顭	GE-5441	GB/T 16500—1998，52—33
3418	颪	GE-5442	GB/T 16500—1998，52—34
3419	颫	GE-5443	GB/T 16500—1998，52—35
3420	颴	GE-5444	GB/T 16500—1998，52—36
3421	颿	GE-5445	GB/T 16500—1998，52—37
3422	飃	GE-5446	GB/T 16500—1998，52—38
3423	飅	GE-5447	GB/T 16500—1998，52—39
3424	飇	GE-5448	GB/T 16500—1998，52—40
3425	飊	GE-5449	GB/T 16500—1998，52—41
3426	飜	GE-544A	GB/T 16500—1998，52—42
3427	飝	GE-544B	GB/T 16500—1998，52—43
3428	飤	GE-544C	GB/T 16500—1998，52—44
3429	飬	GE-544D	GB/T 16500—1998，52—45
3430	飮	GE-544E	GB/T 16500—1998，52—46
3431	飰	GE-544F	GB/T 16500—1998，52—47
3432	飱	GE-5450	GB/T 16500—1998，52—48
3433	飸	GE-5451	GB/T 16500—1998，52—49
3434	飹	GE-5452	GB/T 16500—1998，52—50
3435	餁	GE-5453	GB/T 16500—1998，52—51
3436	餆	GE-5454	GB/T 16500—1998，52—52
3437	餇	GE-5455	GB/T 16500—1998，52—53
3438	餈	GE-5456	GB/T 16500—1998，52—54
3439	餙	GE-5457	GB/T 16500—1998，52—55
3440	餚	GE-5458	GB/T 16500—1998，52—56
3441	餠	GE-5459	GB/T 16500—1998，52—57
3442	餢	GE-545A	GB/T 16500—1998，52—58
3443	餧	GE-545B	GB/T 16500—1998，52—59
3444	餬	GE-545C	GB/T 16500—1998，52—60
3445	餱	GE-545D	GB/T 16500—1998，52—61
3446	餵	GE-545E	GB/T 16500—1998，52—62
3447	餸	GE-545F	GB/T 16500—1998，52—63
3448	餹	GE-5460	GB/T 16500—1998，52—64
3449	餻	GE-5461	GB/T 16500—1998，52—65
3450	餽	GE-5462	GB/T 16500—1998，52—66
3451	饂	GE-5463	GB/T 16500—1998，52—67
3452	饄	GE-5464	GB/T 16500—1998，52—68
3453	饍	GE-5465	GB/T 16500—1998，52—69
3454	饏	GE-5466	GB/T 16500—1998，52—70
3455	饓	GE-5467	GB/T 16500—1998，52—71
3456	饚	GE-5468	GB/T 16500—1998，52—72
3457	饝	GE-5469	GB/T 16500—1998，52—73
3458	饟	GE-546A	GB/T 16500—1998，52—74
3459	馟	GE-546B	GB/T 16500—1998，52—75
3460	馢	GE-546C	GB/T 16500—1998，52—76
3461	馫	GE-546D	GB/T 16500—1998，52—77
3462	馷	GE-546E	GB/T 16500—1998，52—78
3463	馻	GE-546F	GB/T 16500—1998，52—79
3464	馼	GE-5470	GB/T 16500—1998，52—80
3465	馿	GE-5471	GB/T 16500—1998，52—81
3466	駀	GE-5472	GB/T 16500—1998，52—82
3467	駄	GE-5473	GB/T 16500—1998，52—83
3468	駅	GE-5474	GB/T 16500—1998，52—84
3469	駆	GE-5475	GB/T 16500—1998，52—85
3470	駇	GE-5476	GB/T 16500—1998，52—86
3471	駈	GE-5477	GB/T 16500—1998，52—87
3472	駋	GE-5478	GB/T 16500—1998，52—88
3473	駌	GE-5479	GB/T 16500—1998，52—89
3474	駎	GE-547A	GB/T 16500—1998，52—90
3475	駞	GE-547B	GB/T 16500—1998，52—91
3476	駠	GE-547C	GB/T 16500—1998，52—92
3477	駦	GE-547D	GB/T 16500—1998，52—93
3478	駩	GE-547E	GB/T 16500—1998，52—94
3479	駫	GE-5521	GB/T 16500—1998，53—01
3480	駮	GE-5522	GB/T 16500—1998，53—02
3481	駯	GE-5523	GB/T 16500—1998，53—03
3482	駲	GE-5524	GB/T 16500—1998，53—04
3483	駳	GE-5525	GB/T 16500—1998，53—05
3484	駶	GE-5526	GB/T 16500—1998，53—06
3485	騃	GE-5527	GB/T 16500—1998，53—07
3486	騆	GE-5528	GB/T 16500—1998，53—08
3487	騈	GE-5529	GB/T 16500—1998，53—09
3488	騌	GE-552A	GB/T 16500—1998，53—10
3489	騐	GE-552B	GB/T 16500—1998，53—11
3490	騒	GE-552C	GB/T 16500—1998，53—12
3491	験	GE-552D	GB/T 16500—1998，53—13
3492	騔	GE-552E	GB/T 16500—1998，53—14
3493	騘	GE-552F	GB/T 16500—1998，53—15
3494	騚	GE-5530	GB/T 16500—1998，53—16
3495	騛	GE-5531	GB/T 16500—1998，53—17
3496	騡	GE-5532	GB/T 16500—1998，53—18
3497	騣	GE-5533	GB/T 16500—1998，53—19
3498	騥	GE-5534	GB/T 16500—1998，53—20
3499	騨	GE-5535	GB/T 16500—1998，53—21
3500	騴	GE-5536	GB/T 16500—1998，53—22
3501	騼	GE-5537	GB/T 16500—1998，53—23
3502	騿	GE-5538	GB/T 16500—1998，53—24
3503	驆	GE-5539	GB/T 16500—1998，53—25
3504	驇	GE-553A	GB/T 16500—1998，53—26
3505	驑	GE-553B	GB/T 16500—1998，53—27
3506	驓	GE-553C	GB/T 16500—1998，53—28
3507	驘	GE-553D	GB/T 16500—1998，53—29
3508	驞	GE-553E	GB/T 16500—1998，53—30
3509	驠	GE-553F	GB/T 16500—1998，53—31
3510	驣	GE-5540	GB/T 16500—1998，53—32
3511	驩	GE-5541	GB/T 16500—1998，53—33
3512	骩	GE-5542	GB/T 16500—1998，53—34
3513	骪	GE-5543	GB/T 16500—1998，53—35
3514	骵	GE-5544	GB/T 16500—1998，53—36
3515	骽	GE-5545	GB/T 16500—1998，53—37
3516	骾	GE-5546	GB/T 16500—1998，53—38
3517	髄	GE-5547	GB/T 16500—1998，53—39
3518	髇	GE-5548	GB/T 16500—1998，53—40
3519	髈	GE-5549	GB/T 16500—1998，53—41
3520	髍	GE-554A	GB/T 16500—1998，53—42
3521	髗	GE-554B	GB/T 16500—1998，53—43
3522	髙	GE-554C	GB/T 16500—1998，53—44
3523	髚	GE-554D	GB/T 16500—1998，53—45
3524	髛	GE-554E	GB/T 16500—1998，53—46
3525	髜	GE-554F	GB/T 16500—1998，53—47
3526	髣	GE-5550	GB/T 16500—1998，53—48
3527	髥	GE-5551	GB/T 16500—1998，53—49
3528	髨	GE-5552	GB/T 16500—1998，53—50
3529	髪	GE-5553	GB/T 16500—1998，53—51
3530	髰	GE-5554	GB/T 16500—1998，53—52
3531	髱	GE-5555	GB/T 16500—1998，53—53
3532	髴	GE-5556	GB/T 16500—1998，53—54
3533	髷	GE-5557	GB/T 16500—1998，53—55
3534	髸	GE-5558	GB/T 16500—1998，53—56
3535	鬀	GE-5559	GB/T 16500—1998，53—57
3536	鬂	GE-555A	GB/T 16500—1998，53—58
3537	鬉	GE-555B	GB/T 16500—1998，53—59
3538	鬔	GE-555C	GB/T 16500—1998，53—60
3539	鬛	GE-555D	GB/T 16500—1998，53—61
3540	鬝	GE-555E	GB/T 16500—1998，53—62
3541	鬦	GE-555F	GB/T 16500—1998，53—63
3542	鬨	GE-5560	GB/T 16500—1998，53—64
3543	鬪	GE-5561	GB/T 16500—1998，53—65
3544	鬫	GE-5562	GB/T 16500—1998，53—66
3545	鬬	GE-5563	GB/T 16500—1998，53—67
3546	鬭	GE-5564	GB/T 16500—1998，53—68
3547	鬰	GE-5565	GB/T 16500—1998，53—69
3548	鬸	GE-5566	GB/T 16500—1998，53—70
3549	魒	GE-5567	GB/T 16500—1998，53—71
3550	魓	GE-5568	GB/T 16500—1998，53—72
3551	魞	GE-5569	GB/T 16500—1998，53—73
3552	魩	GE-556A	GB/T 16500—1998，53—74
3553	魰	GE-556B	GB/T 16500—1998，53—75
3554	魲	GE-556C	GB/T 16500—1998，53—76
3555	魸	GE-556D	GB/T 16500—1998，53—77
3556	魹	GE-556E	GB/T 16500—1998，53—78
3557	鮉	GE-556F	GB/T 16500—1998，53—79
3558	鮔	GE-5570	GB/T 16500—1998，53—80
3559	鮕	GE-5571	GB/T 16500—1998，53—81
3560	鮖	GE-5572	GB/T 16500—1998，53—82
3561	鮗	GE-5573	GB/T 16500—1998，53—83
3562	鮘	GE-5574	GB/T 16500—1998，53—84
3563	鮙	GE-5575	GB/T 16500—1998，53—85
3564	鮢	GE-5576	GB/T 16500—1998，53—86
3565	鮯	GE-5577	GB/T 16500—1998，53—87
3566	鮱	GE-5578	GB/T 16500—1998，53—88
3567	鮲	GE-5579	GB/T 16500—1998，53—89
3568	鮴	GE-557A	GB/T 16500—1998，53—90
3569	鮵	GE-557B	GB/T 16500—1998，53—91
3570	鮻	GE-557C	GB/T 16500—1998，53—92
3571	鮼	GE-557D	GB/T 16500—1998，53—93
3572	鮽	GE-557E	GB/T 16500—1998，53—94
3573	鮾	GE-5621	GB/T 16500—1998，54—01
3574	鯂	GE-5622	GB/T 16500—1998，54—02
3575	鯃	GE-5623	GB/T 16500—1998，54—03
3576	鯋	GE-5624	GB/T 16500—1998，54—04
3577	鯌	GE-5625	GB/T 16500—1998，54—05
3578	鯍	GE-5626	GB/T 16500—1998，54—06
3579	鯎	GE-5627	GB/T 16500—1998，54—07
3580	鯏	GE-5628	GB/T 16500—1998，54—08
