num	glyph	pseudo G7-source	description
3647	谆	G7-31316.1	简化字总表，第3表第1316个字头第1个字样
3648	諄	G7-31316.2	简化字总表，第3表第1316个字头第2个字样
3649	谉	G7-31317.1	简化字总表，第3表第1317个字头第1个字样
3650	讅	G7-31317.2	简化字总表，第3表第1317个字头第2个字样
3651	谇	G7-31318.1	简化字总表，第3表第1318个字头第1个字样
3652	誶	G7-31318.2	简化字总表，第3表第1318个字头第2个字样
3653	请	G7-31319.1	简化字总表，第3表第1319个字头第1个字样
3654	請	G7-31319.2	简化字总表，第3表第1319个字头第2个字样
3655	诺	G7-31320.1	简化字总表，第3表第1320个字头第1个字样
3656	諾	G7-31320.2	简化字总表，第3表第1320个字头第2个字样
3657	诸	G7-31321.1	简化字总表，第3表第1321个字头第1个字样
3658	諸	G7-31321.2	简化字总表，第3表第1321个字头第2个字样
3659	读	G7-31322.1	简化字总表，第3表第1322个字头第1个字样
3660	讀	G7-31322.2	简化字总表，第3表第1322个字头第2个字样
3661	诼	G7-31323.1	简化字总表，第3表第1323个字头第1个字样
3662	諑	G7-31323.2	简化字总表，第3表第1323个字头第2个字样
3663	诹	G7-31324.1	简化字总表，第3表第1324个字头第1个字样
3664	諏	G7-31324.2	简化字总表，第3表第1324个字头第2个字样
3665	课	G7-31325.1	简化字总表，第3表第1325个字头第1个字样
3666	課	G7-31325.2	简化字总表，第3表第1325个字头第2个字样
3667	诽	G7-31326.1	简化字总表，第3表第1326个字头第1个字样
3668	誹	G7-31326.2	简化字总表，第3表第1326个字头第2个字样
3669	诿	G7-31327.1	简化字总表，第3表第1327个字头第1个字样
3670	諉	G7-31327.2	简化字总表，第3表第1327个字头第2个字样
3671	谁	G7-31328.1	简化字总表，第3表第1328个字头第1个字样
3672	誰	G7-31328.2	简化字总表，第3表第1328个字头第2个字样
3673	谀	G7-31329.1	简化字总表，第3表第1329个字头第1个字样
3674	諛	G7-31329.2	简化字总表，第3表第1329个字头第2个字样
3675	调	G7-31330.1	简化字总表，第3表第1330个字头第1个字样
3676	調	G7-31330.2	简化字总表，第3表第1330个字头第2个字样
3677	谄	G7-31331.1	简化字总表，第3表第1331个字头第1个字样
3678	諂	G7-31331.2	简化字总表，第3表第1331个字头第2个字样
3679	谂	G7-31332.1	简化字总表，第3表第1332个字头第1个字样
3680	諗	G7-31332.2	简化字总表，第3表第1332个字头第2个字样
3681	谛	G7-31333.1	简化字总表，第3表第1333个字头第1个字样
3682	諦	G7-31333.2	简化字总表，第3表第1333个字头第2个字样
3683	谙	G7-31334.1	简化字总表，第3表第1334个字头第1个字样
3684	諳	G7-31334.2	简化字总表，第3表第1334个字头第2个字样
3685	谜	G7-31335.1	简化字总表，第3表第1335个字头第1个字样
3686	謎	G7-31335.2	简化字总表，第3表第1335个字头第2个字样
3687	谚	G7-31336.1	简化字总表，第3表第1336个字头第1个字样
3688	諺	G7-31336.2	简化字总表，第3表第1336个字头第2个字样
3689	谝	G7-31337.1	简化字总表，第3表第1337个字头第1个字样
3690	諞	G7-31337.2	简化字总表，第3表第1337个字头第2个字样
3691	谘	G7-31338.1	简化字总表，第3表第1338个字头第1个字样
3692	諮	G7-31338.2	简化字总表，第3表第1338个字头第2个字样
3693	谌	G7-31339.1	简化字总表，第3表第1339个字头第1个字样
3694	諶	G7-31339.2	简化字总表，第3表第1339个字头第2个字样
3695	谎	G7-31340.1	简化字总表，第3表第1340个字头第1个字样
3696	謊	G7-31340.2	简化字总表，第3表第1340个字头第2个字样
3697	谋	G7-31341.1	简化字总表，第3表第1341个字头第1个字样
3698	謀	G7-31341.2	简化字总表，第3表第1341个字头第2个字样
3699	谍	G7-31342.1	简化字总表，第3表第1342个字头第1个字样
3700	諜	G7-31342.2	简化字总表，第3表第1342个字头第2个字样
3701	谐	G7-31343.1	简化字总表，第3表第1343个字头第1个字样
3702	諧	G7-31343.2	简化字总表，第3表第1343个字头第2个字样
3703	谏	G7-31344.1	简化字总表，第3表第1344个字头第1个字样
3704	諫	G7-31344.2	简化字总表，第3表第1344个字头第2个字样
3705	谞	G7-31345.1	简化字总表，第3表第1345个字头第1个字样
3706	諝	G7-31345.2	简化字总表，第3表第1345个字头第2个字样
3707	谑	G7-31346.1	简化字总表，第3表第1346个字头第1个字样
3708	謔	G7-31346.2	简化字总表，第3表第1346个字头第2个字样
3709	谒	G7-31347.1	简化字总表，第3表第1347个字头第1个字样
3710	謁	G7-31347.2	简化字总表，第3表第1347个字头第2个字样
3711	谔	G7-31348.1	简化字总表，第3表第1348个字头第1个字样
3712	諤	G7-31348.2	简化字总表，第3表第1348个字头第2个字样
3713	谓	G7-31349.1	简化字总表，第3表第1349个字头第1个字样
3714	謂	G7-31349.2	简化字总表，第3表第1349个字头第2个字样
3715	谖	G7-31350.1	简化字总表，第3表第1350个字头第1个字样
3716	諼	G7-31350.2	简化字总表，第3表第1350个字头第2个字样
3717	谕	G7-31351.1	简化字总表，第3表第1351个字头第1个字样
3718	諭	G7-31351.2	简化字总表，第3表第1351个字头第2个字样
3719	谥	G7-31352.1	简化字总表，第3表第1352个字头第1个字样
3720	謚	G7-31352.2	简化字总表，第3表第1352个字头第2个字样
3721	谤	G7-31353.1	简化字总表，第3表第1353个字头第1个字样
3722	謗	G7-31353.2	简化字总表，第3表第1353个字头第2个字样
3723	谦	G7-31354.1	简化字总表，第3表第1354个字头第1个字样
3724	謙	G7-31354.2	简化字总表，第3表第1354个字头第2个字样
3725	谧	G7-31355.1	简化字总表，第3表第1355个字头第1个字样
3726	謐	G7-31355.2	简化字总表，第3表第1355个字头第2个字样
3727	谟	G7-31356.1	简化字总表，第3表第1356个字头第1个字样
3728	謨	G7-31356.2	简化字总表，第3表第1356个字头第2个字样
3729	谠	G7-31357.1	简化字总表，第3表第1357个字头第1个字样
3730	讜	G7-31357.2	简化字总表，第3表第1357个字头第2个字样
3731	谡	G7-31358.1	简化字总表，第3表第1358个字头第1个字样
3732	謖	G7-31358.2	简化字总表，第3表第1358个字头第2个字样
3733	谢	G7-31359.1	简化字总表，第3表第1359个字头第1个字样
3734	謝	G7-31359.2	简化字总表，第3表第1359个字头第2个字样
3735	谣	G7-31360.1	简化字总表，第3表第1360个字头第1个字样
3736	謠	G7-31360.2	简化字总表，第3表第1360个字头第2个字样
3737	储	G7-31361.1	简化字总表，第3表第1361个字头第1个字样
3738	儲	G7-31361.2	简化字总表，第3表第1361个字头第2个字样
3739	谪	G7-31362.1	简化字总表，第3表第1362个字头第1个字样
3740	謫	G7-31362.2	简化字总表，第3表第1362个字头第2个字样
3741	谫	G7-31363.1	简化字总表，第3表第1363个字头第1个字样
3742	謭	G7-31363.2	简化字总表，第3表第1363个字头第2个字样
3743	谨	G7-31364.1	简化字总表，第3表第1364个字头第1个字样
3744	謹	G7-31364.2	简化字总表，第3表第1364个字头第2个字样
3745	谬	G7-31365.1	简化字总表，第3表第1365个字头第1个字样
3746	謬	G7-31365.2	简化字总表，第3表第1365个字头第2个字样
3747	谩	G7-31366.1	简化字总表，第3表第1366个字头第1个字样
3748	謾	G7-31366.2	简化字总表，第3表第1366个字头第2个字样
3749	谱	G7-31367.1	简化字总表，第3表第1367个字头第1个字样
3750	譜	G7-31367.2	简化字总表，第3表第1367个字头第2个字样
3751	谮	G7-31368.1	简化字总表，第3表第1368个字头第1个字样
3752	譖	G7-31368.2	简化字总表，第3表第1368个字头第2个字样
3753	谭	G7-31369.1	简化字总表，第3表第1369个字头第1个字样
3754	譚	G7-31369.2	简化字总表，第3表第1369个字头第2个字样
3755	谰	G7-31370.1	简化字总表，第3表第1370个字头第1个字样
3756	讕	G7-31370.2	简化字总表，第3表第1370个字头第2个字样
3757	谲	G7-31371.1	简化字总表，第3表第1371个字头第1个字样
3758	譎	G7-31371.2	简化字总表，第3表第1371个字头第2个字样
3759	谯	G7-31372.1	简化字总表，第3表第1372个字头第1个字样
3760	譙	G7-31372.2	简化字总表，第3表第1372个字头第2个字样
3761	蔼	G7-31373.1	简化字总表，第3表第1373个字头第1个字样
3762	藹	G7-31373.2	简化字总表，第3表第1373个字头第2个字样
3763	槠	G7-31374.1	简化字总表，第3表第1374个字头第1个字样
3764	櫧	G7-31374.2	简化字总表，第3表第1374个字头第2个字样
3765	谴	G7-31375.1	简化字总表，第3表第1375个字头第1个字样
3766	譴	G7-31375.2	简化字总表，第3表第1375个字头第2个字样
3767	谵	G7-31376.1	简化字总表，第3表第1376个字头第1个字样
3768	譫	G7-31376.2	简化字总表，第3表第1376个字头第2个字样
3769	谳	G7-31377.1	简化字总表，第3表第1377个字头第1个字样
3770	讞	G7-31377.2	简化字总表，第3表第1377个字头第2个字样
3771	辩	G7-31378.1	简化字总表，第3表第1378个字头第1个字样
3772	辯	G7-31378.2	简化字总表，第3表第1378个字头第2个字样
3773	䜩	G7-31379.1	简化字总表，第3表第1379个字头第1个字样
3774	讌	G7-31379.2	简化字总表，第3表第1379个字头第2个字样
3775	雠	G7-31380.1	简化字总表，第3表第1380个字头第1个字样
3776	讎	G7-31380.2	简化字总表，第3表第1380个字头第2个字样
3777	谶	G7-31381.1	简化字总表，第3表第1381个字头第1个字样
3778	讖	G7-31381.2	简化字总表，第3表第1381个字头第2个字样
3779	霭	G7-31382.1	简化字总表，第3表第1382个字头第1个字样
3780	靄	G7-31382.2	简化字总表，第3表第1382个字头第2个字样
3781	饥	G7-31383.1	简化字总表，第3表第1383个字头第1个字样
3782	饑	G7-31383.2	简化字总表，第3表第1383个字头第2个字样
3783	饦	G7-31384.1	简化字总表，第3表第1384个字头第1个字样
3784	飥	G7-31384.2	简化字总表，第3表第1384个字头第2个字样
3785	饧	G7-31385.1	简化字总表，第3表第1385个字头第1个字样
3786	餳	G7-31385.2	简化字总表，第3表第1385个字头第2个字样
3787	饨	G7-31386.1	简化字总表，第3表第1386个字头第1个字样
3788	飩	G7-31386.2	简化字总表，第3表第1386个字头第2个字样
3789	饭	G7-31387.1	简化字总表，第3表第1387个字头第1个字样
3790	飯	G7-31387.2	简化字总表，第3表第1387个字头第2个字样
3791	饮	G7-31388.1	简化字总表，第3表第1388个字头第1个字样
3792	飲	G7-31388.2	简化字总表，第3表第1388个字头第2个字样
3793	饫	G7-31389.1	简化字总表，第3表第1389个字头第1个字样
3794	飫	G7-31389.2	简化字总表，第3表第1389个字头第2个字样
3795	饩	G7-31390.1	简化字总表，第3表第1390个字头第1个字样
3796	餼	G7-31390.2	简化字总表，第3表第1390个字头第2个字样
3797	饪	G7-31391.1	简化字总表，第3表第1391个字头第1个字样
3798	飪	G7-31391.2	简化字总表，第3表第1391个字头第2个字样
3799	饬	G7-31392.1	简化字总表，第3表第1392个字头第1个字样
3800	飭	G7-31392.2	简化字总表，第3表第1392个字头第2个字样
3801	饲	G7-31393.1	简化字总表，第3表第1393个字头第1个字样
3802	飼	G7-31393.2	简化字总表，第3表第1393个字头第2个字样
3803	饯	G7-31394.1	简化字总表，第3表第1394个字头第1个字样
3804	餞	G7-31394.2	简化字总表，第3表第1394个字头第2个字样
3805	饰	G7-31395.1	简化字总表，第3表第1395个字头第1个字样
3806	飾	G7-31395.2	简化字总表，第3表第1395个字头第2个字样
3807	饱	G7-31396.1	简化字总表，第3表第1396个字头第1个字样
3808	飽	G7-31396.2	简化字总表，第3表第1396个字头第2个字样
3809	饴	G7-31397.1	简化字总表，第3表第1397个字头第1个字样
3810	飴	G7-31397.2	简化字总表，第3表第1397个字头第2个字样
3811	饳	G7-31398.1	简化字总表，第3表第1398个字头第1个字样
3812	飿	G7-31398.2	简化字总表，第3表第1398个字头第2个字样
3813	饸	G7-31399.1	简化字总表，第3表第1399个字头第1个字样
3814	餄	G7-31399.2	简化字总表，第3表第1399个字头第2个字样
3815	饷	G7-31400.1	简化字总表，第3表第1400个字头第1个字样
3816	餉	G7-31400.2	简化字总表，第3表第1400个字头第2个字样
3817	饺	G7-31401.1	简化字总表，第3表第1401个字头第1个字样
3818	餃	G7-31401.2	简化字总表，第3表第1401个字头第2个字样
3819	饻	G7-31402.1	简化字总表，第3表第1402个字头第1个字样
3820	餏	G7-31402.2	简化字总表，第3表第1402个字头第2个字样
3821	饼	G7-31403.1	简化字总表，第3表第1403个字头第1个字样
3822	餅	G7-31403.2	简化字总表，第3表第1403个字头第2个字样
3823	饵	G7-31404.1	简化字总表，第3表第1404个字头第1个字样
3824	餌	G7-31404.2	简化字总表，第3表第1404个字头第2个字样
3825	饶	G7-31405.1	简化字总表，第3表第1405个字头第1个字样
3826	饒	G7-31405.2	简化字总表，第3表第1405个字头第2个字样
3827	蚀	G7-31406.1	简化字总表，第3表第1406个字头第1个字样
3828	蝕	G7-31406.2	简化字总表，第3表第1406个字头第2个字样
3829	饹	G7-31407.1	简化字总表，第3表第1407个字头第1个字样
3830	餎	G7-31407.2	简化字总表，第3表第1407个字头第2个字样
3831	饽	G7-31408.1	简化字总表，第3表第1408个字头第1个字样
3832	餑	G7-31408.2	简化字总表，第3表第1408个字头第2个字样
3833	馁	G7-31409.1	简化字总表，第3表第1409个字头第1个字样
3834	餒	G7-31409.2	简化字总表，第3表第1409个字头第2个字样
3835	饿	G7-31410.1	简化字总表，第3表第1410个字头第1个字样
3836	餓	G7-31410.2	简化字总表，第3表第1410个字头第2个字样
3837	馆	G7-31411.1	简化字总表，第3表第1411个字头第1个字样
3838	館	G7-31411.2	简化字总表，第3表第1411个字头第2个字样
3839	馄	G7-31412.1	简化字总表，第3表第1412个字头第1个字样
3840	餛	G7-31412.2	简化字总表，第3表第1412个字头第2个字样
3841	馃	G7-31413.1	简化字总表，第3表第1413个字头第1个字样
3842	餜	G7-31413.2	简化字总表，第3表第1413个字头第2个字样
3843	馅	G7-31414.1	简化字总表，第3表第1414个字头第1个字样
3844	餡	G7-31414.2	简化字总表，第3表第1414个字头第2个字样
3845	馉	G7-31415.1	简化字总表，第3表第1415个字头第1个字样
3846	餶	G7-31415.2	简化字总表，第3表第1415个字头第2个字样
3847	馇	G7-31416.1	简化字总表，第3表第1416个字头第1个字样
3848	餷	G7-31416.2	简化字总表，第3表第1416个字头第2个字样
3849	馈	G7-31417.1	简化字总表，第3表第1417个字头第1个字样
3850	饋	G7-31417.2	简化字总表，第3表第1417个字头第2个字样
3851	馊	G7-31418.1	简化字总表，第3表第1418个字头第1个字样
3852	餿	G7-31418.2	简化字总表，第3表第1418个字头第2个字样
3853	馐	G7-31419.1	简化字总表，第3表第1419个字头第1个字样
3854	饈	G7-31419.2	简化字总表，第3表第1419个字头第2个字样
3855	馍	G7-31420.1	简化字总表，第3表第1420个字头第1个字样
3856	饃	G7-31420.2	简化字总表，第3表第1420个字头第2个字样
3857	馎	G7-31421.1	简化字总表，第3表第1421个字头第1个字样
3858	餺	G7-31421.2	简化字总表，第3表第1421个字头第2个字样
3859	馏	G7-31422.1	简化字总表，第3表第1422个字头第1个字样
3860	餾	G7-31422.2	简化字总表，第3表第1422个字头第2个字样
3861	馑	G7-31423.1	简化字总表，第3表第1423个字头第1个字样
3862	饉	G7-31423.2	简化字总表，第3表第1423个字头第2个字样
3863	馒	G7-31424.1	简化字总表，第3表第1424个字头第1个字样
3864	饅	G7-31424.2	简化字总表，第3表第1424个字头第2个字样
3865	馓	G7-31425.1	简化字总表，第3表第1425个字头第1个字样
3866	饊	G7-31425.2	简化字总表，第3表第1425个字头第2个字样
3867	馔	G7-31426.1	简化字总表，第3表第1426个字头第1个字样
3868	饌	G7-31426.2	简化字总表，第3表第1426个字头第2个字样
3869	馕	G7-31427.1	简化字总表，第3表第1427个字头第1个字样
3870	饢	G7-31427.2	简化字总表，第3表第1427个字头第2个字样
3871	汤	G7-31428.1	简化字总表，第3表第1428个字头第1个字样
3872	湯	G7-31428.2	简化字总表，第3表第1428个字头第2个字样
3873	扬	G7-31429.1	简化字总表，第3表第1429个字头第1个字样
3874	揚	G7-31429.2	简化字总表，第3表第1429个字头第2个字样
3875	场	G7-31430.1	简化字总表，第3表第1430个字头第1个字样
3876	場	G7-31430.2	简化字总表，第3表第1430个字头第2个字样
3877	旸	G7-31431.1	简化字总表，第3表第1431个字头第1个字样
3878	暘	G7-31431.2	简化字总表，第3表第1431个字头第2个字样
3879	饧	G7-31432.1	简化字总表，第3表第1432个字头第1个字样
3880	餳	G7-31432.2	简化字总表，第3表第1432个字头第2个字样
3881	炀	G7-31433.1	简化字总表，第3表第1433个字头第1个字样
3882	煬	G7-31433.2	简化字总表，第3表第1433个字头第2个字样
3883	杨	G7-31434.1	简化字总表，第3表第1434个字头第1个字样
3884	楊	G7-31434.2	简化字总表，第3表第1434个字头第2个字样
3885	肠	G7-31435.1	简化字总表，第3表第1435个字头第1个字样
3886	腸	G7-31435.2	简化字总表，第3表第1435个字头第2个字样
3887	疡	G7-31436.1	简化字总表，第3表第1436个字头第1个字样
3888	瘍	G7-31436.2	简化字总表，第3表第1436个字头第2个字样
3889	砀	G7-31437.1	简化字总表，第3表第1437个字头第1个字样
3890	碭	G7-31437.2	简化字总表，第3表第1437个字头第2个字样
3891	畅	G7-31438.1	简化字总表，第3表第1438个字头第1个字样
3892	暢	G7-31438.2	简化字总表，第3表第1438个字头第2个字样
3893	钖	G7-31439.1	简化字总表，第3表第1439个字头第1个字样
3894	鍚	G7-31439.2	简化字总表，第3表第1439个字头第2个字样
3895	殇	G7-31440.1	简化字总表，第3表第1440个字头第1个字样
3896	殤	G7-31440.2	简化字总表，第3表第1440个字头第2个字样
3897	荡	G7-31441.1	简化字总表，第3表第1441个字头第1个字样
3898	蕩	G7-31441.2	简化字总表，第3表第1441个字头第2个字样
3899	烫	G7-31442.1	简化字总表，第3表第1442个字头第1个字样
3900	燙	G7-31442.2	简化字总表，第3表第1442个字头第2个字样
3901	觞	G7-31443.1	简化字总表，第3表第1443个字头第1个字样
3902	觴	G7-31443.2	简化字总表，第3表第1443个字头第2个字样
3903	丝	G7-31444.1	简化字总表，第3表第1444个字头第1个字样
3904	絲	G7-31444.2	简化字总表，第3表第1444个字头第2个字样
3905	纠	G7-31445.1	简化字总表，第3表第1445个字头第1个字样
3906	糾	G7-31445.2	简化字总表，第3表第1445个字头第2个字样
3907	纩	G7-31446.1	简化字总表，第3表第1446个字头第1个字样
3908	纊	G7-31446.2	简化字总表，第3表第1446个字头第2个字样
3909	纡	G7-31447.1	简化字总表，第3表第1447个字头第1个字样
3910	紆	G7-31447.2	简化字总表，第3表第1447个字头第2个字样
3911	纣	G7-31448.1	简化字总表，第3表第1448个字头第1个字样
3912	紂	G7-31448.2	简化字总表，第3表第1448个字头第2个字样
3913	红	G7-31449.1	简化字总表，第3表第1449个字头第1个字样
3914	紅	G7-31449.2	简化字总表，第3表第1449个字头第2个字样
3915	纪	G7-31450.1	简化字总表，第3表第1450个字头第1个字样
3916	紀	G7-31450.2	简化字总表，第3表第1450个字头第2个字样
3917	纫	G7-31451.1	简化字总表，第3表第1451个字头第1个字样
3918	紉	G7-31451.2	简化字总表，第3表第1451个字头第2个字样
3919	纥	G7-31452.1	简化字总表，第3表第1452个字头第1个字样
3920	紇	G7-31452.2	简化字总表，第3表第1452个字头第2个字样
3921	约	G7-31453.1	简化字总表，第3表第1453个字头第1个字样
3922	約	G7-31453.2	简化字总表，第3表第1453个字头第2个字样
3923	纨	G7-31454.1	简化字总表，第3表第1454个字头第1个字样
3924	紈	G7-31454.2	简化字总表，第3表第1454个字头第2个字样
3925	级	G7-31455.1	简化字总表，第3表第1455个字头第1个字样
3926	級	G7-31455.2	简化字总表，第3表第1455个字头第2个字样
3927	纺	G7-31456.1	简化字总表，第3表第1456个字头第1个字样
3928	紡	G7-31456.2	简化字总表，第3表第1456个字头第2个字样
3929	纹	G7-31457.1	简化字总表，第3表第1457个字头第1个字样
3930	紋	G7-31457.2	简化字总表，第3表第1457个字头第2个字样
3931	纬	G7-31458.1	简化字总表，第3表第1458个字头第1个字样
3932	緯	G7-31458.2	简化字总表，第3表第1458个字头第2个字样
3933	纭	G7-31459.1	简化字总表，第3表第1459个字头第1个字样
3934	紜	G7-31459.2	简化字总表，第3表第1459个字头第2个字样
3935	纯	G7-31460.1	简化字总表，第3表第1460个字头第1个字样
3936	純	G7-31460.2	简化字总表，第3表第1460个字头第2个字样
3937	纰	G7-31461.1	简化字总表，第3表第1461个字头第1个字样
3938	紕	G7-31461.2	简化字总表，第3表第1461个字头第2个字样
3939	纽	G7-31462.1	简化字总表，第3表第1462个字头第1个字样
3940	紐	G7-31462.2	简化字总表，第3表第1462个字头第2个字样
3941	纳	G7-31463.1	简化字总表，第3表第1463个字头第1个字样
3942	納	G7-31463.2	简化字总表，第3表第1463个字头第2个字样
3943	纲	G7-31464.1	简化字总表，第3表第1464个字头第1个字样
3944	綱	G7-31464.2	简化字总表，第3表第1464个字头第2个字样
3945	纱	G7-31465.1	简化字总表，第3表第1465个字头第1个字样
3946	紗	G7-31465.2	简化字总表，第3表第1465个字头第2个字样
3947	纴	G7-31466.1	简化字总表，第3表第1466个字头第1个字样
3948	紝	G7-31466.2	简化字总表，第3表第1466个字头第2个字样
3949	纷	G7-31467.1	简化字总表，第3表第1467个字头第1个字样
3950	紛	G7-31467.2	简化字总表，第3表第1467个字头第2个字样
3951	纶	G7-31468.1	简化字总表，第3表第1468个字头第1个字样
3952	綸	G7-31468.2	简化字总表，第3表第1468个字头第2个字样
3953	纸	G7-31469.1	简化字总表，第3表第1469个字头第1个字样
3954	紙	G7-31469.2	简化字总表，第3表第1469个字头第2个字样
3955	纵	G7-31470.1	简化字总表，第3表第1470个字头第1个字样
3956	縱	G7-31470.2	简化字总表，第3表第1470个字头第2个字样
3957	纾	G7-31471.1	简化字总表，第3表第1471个字头第1个字样
3958	紓	G7-31471.2	简化字总表，第3表第1471个字头第2个字样
3959	纼	G7-31472.1	简化字总表，第3表第1472个字头第1个字样
3960	紖	G7-31472.2	简化字总表，第3表第1472个字头第2个字样
3961	咝	G7-31473.1	简化字总表，第3表第1473个字头第1个字样
3962	噝	G7-31473.2	简化字总表，第3表第1473个字头第2个字样
3963	绊	G7-31474.1	简化字总表，第3表第1474个字头第1个字样
3964	絆	G7-31474.2	简化字总表，第3表第1474个字头第2个字样
3965	线	G7-31475.1	简化字总表，第3表第1475个字头第1个字样
3966	綫	G7-31475.2	简化字总表，第3表第1475个字头第2个字样
3967	绀	G7-31476.1	简化字总表，第3表第1476个字头第1个字样
3968	紺	G7-31476.2	简化字总表，第3表第1476个字头第2个字样
3969	绁	G7-31477.1	简化字总表，第3表第1477个字头第1个字样
3970	紲	G7-31477.2	简化字总表，第3表第1477个字头第2个字样
3971	绂	G7-31478.1	简化字总表，第3表第1478个字头第1个字样
3972	紱	G7-31478.2	简化字总表，第3表第1478个字头第2个字样
3973	绋	G7-31479.1	简化字总表，第3表第1479个字头第1个字样
3974	紼	G7-31479.2	简化字总表，第3表第1479个字头第2个字样
3975	绎	G7-31480.1	简化字总表，第3表第1480个字头第1个字样
3976	繹	G7-31480.2	简化字总表，第3表第1480个字头第2个字样
3977	经	G7-31481.1	简化字总表，第3表第1481个字头第1个字样
3978	經	G7-31481.2	简化字总表，第3表第1481个字头第2个字样
3979	绍	G7-31482.1	简化字总表，第3表第1482个字头第1个字样
3980	紹	G7-31482.2	简化字总表，第3表第1482个字头第2个字样
3981	组	G7-31483.1	简化字总表，第3表第1483个字头第1个字样
3982	組	G7-31483.2	简化字总表，第3表第1483个字头第2个字样
3983	细	G7-31484.1	简化字总表，第3表第1484个字头第1个字样
3984	細	G7-31484.2	简化字总表，第3表第1484个字头第2个字样
3985	䌷	G7-31485.1	简化字总表，第3表第1485个字头第1个字样
3986	紬	G7-31485.2	简化字总表，第3表第1485个字头第2个字样
3987	绅	G7-31486.1	简化字总表，第3表第1486个字头第1个字样
3988	紳	G7-31486.2	简化字总表，第3表第1486个字头第2个字样
3989	织	G7-31487.1	简化字总表，第3表第1487个字头第1个字样
3990	織	G7-31487.2	简化字总表，第3表第1487个字头第2个字样
3991	绌	G7-31488.1	简化字总表，第3表第1488个字头第1个字样
3992	絀	G7-31488.2	简化字总表，第3表第1488个字头第2个字样
3993	终	G7-31489.1	简化字总表，第3表第1489个字头第1个字样
3994	終	G7-31489.2	简化字总表，第3表第1489个字头第2个字样
3995	绉	G7-31490.1	简化字总表，第3表第1490个字头第1个字样
3996	縐	G7-31490.2	简化字总表，第3表第1490个字头第2个字样
3997	绐	G7-31491.1	简化字总表，第3表第1491个字头第1个字样
3998	紿	G7-31491.2	简化字总表，第3表第1491个字头第2个字样
3999	哟	G7-31492.1	简化字总表，第3表第1492个字头第1个字样
4000	喲	G7-31492.2	简化字总表，第3表第1492个字头第2个字样
4001	绖	G7-31493.1	简化字总表，第3表第1493个字头第1个字样
4002	絰	G7-31493.2	简化字总表，第3表第1493个字头第2个字样
4003	荮	G7-31494.1	简化字总表，第3表第1494个字头第1个字样
4004	葤	G7-31494.2	简化字总表，第3表第1494个字头第2个字样
4005	荭	G7-31495.1	简化字总表，第3表第1495个字头第1个字样
4006	葒	G7-31495.2	简化字总表，第3表第1495个字头第2个字样
4007	绞	G7-31496.1	简化字总表，第3表第1496个字头第1个字样
4008	絞	G7-31496.2	简化字总表，第3表第1496个字头第2个字样
4009	统	G7-31497.1	简化字总表，第3表第1497个字头第1个字样
4010	統	G7-31497.2	简化字总表，第3表第1497个字头第2个字样
4011	绒	G7-31498.1	简化字总表，第3表第1498个字头第1个字样
4012	絨	G7-31498.2	简化字总表，第3表第1498个字头第2个字样
4013	绕	G7-31499.1	简化字总表，第3表第1499个字头第1个字样
4014	繞	G7-31499.2	简化字总表，第3表第1499个字头第2个字样
4015	绔	G7-31500.1	简化字总表，第3表第1500个字头第1个字样
4016	絝	G7-31500.2	简化字总表，第3表第1500个字头第2个字样
4017	结	G7-31501.1	简化字总表，第3表第1501个字头第1个字样
4018	結	G7-31501.2	简化字总表，第3表第1501个字头第2个字样
4019	绗	G7-31502.1	简化字总表，第3表第1502个字头第1个字样
4020	絎	G7-31502.2	简化字总表，第3表第1502个字头第2个字样
4021	给	G7-31503.1	简化字总表，第3表第1503个字头第1个字样
4022	給	G7-31503.2	简化字总表，第3表第1503个字头第2个字样
4023	绘	G7-31504.1	简化字总表，第3表第1504个字头第1个字样
4024	繪	G7-31504.2	简化字总表，第3表第1504个字头第2个字样
4025	绝	G7-31505.1	简化字总表，第3表第1505个字头第1个字样
4026	絶	G7-31505.2	简化字总表，第3表第1505个字头第2个字样
4027	绛	G7-31506.1	简化字总表，第3表第1506个字头第1个字样
4028	絳	G7-31506.2	简化字总表，第3表第1506个字头第2个字样
4029	络	G7-31507.1	简化字总表，第3表第1507个字头第1个字样
4030	絡	G7-31507.2	简化字总表，第3表第1507个字头第2个字样
4031	绚	G7-31508.1	简化字总表，第3表第1508个字头第1个字样
4032	絢	G7-31508.2	简化字总表，第3表第1508个字头第2个字样
4033	绑	G7-31509.1	简化字总表，第3表第1509个字头第1个字样
4034	綁	G7-31509.2	简化字总表，第3表第1509个字头第2个字样
4035	莼	G7-31510.1	简化字总表，第3表第1510个字头第1个字样
4036	蒓	G7-31510.2	简化字总表，第3表第1510个字头第2个字样
4037	绠	G7-31511.1	简化字总表，第3表第1511个字头第1个字样
4038	綆	G7-31511.2	简化字总表，第3表第1511个字头第2个字样
4039	绨	G7-31512.1	简化字总表，第3表第1512个字头第1个字样
4040	綈	G7-31512.2	简化字总表，第3表第1512个字头第2个字样
4041	绡	G7-31513.1	简化字总表，第3表第1513个字头第1个字样
4042	綃	G7-31513.2	简化字总表，第3表第1513个字头第2个字样
4043	绢	G7-31514.1	简化字总表，第3表第1514个字头第1个字样
4044	絹	G7-31514.2	简化字总表，第3表第1514个字头第2个字样
4045	绣	G7-31515.1	简化字总表，第3表第1515个字头第1个字样
4046	綉	G7-31515.2	简化字总表，第3表第1515个字头第2个字样
