num	glyph	pseudo G7-source	description
1013	氚	G7-T1013.1	现代汉语通用字表，1013
1014	牡	G7-T1014.1	现代汉语通用字表，1014
1015	告	G7-T1015.1	现代汉语通用字表，1015
1016	我	G7-T1016.1	现代汉语通用字表，1016
1017	乱	G7-T1017.1	现代汉语通用字表，1017
1018	利	G7-T1018.1	现代汉语通用字表，1018
1019	秃	G7-T1019.1	现代汉语通用字表，1019
1020	秀	G7-T1020.1	现代汉语通用字表，1020
1021	私	G7-T1021.1	现代汉语通用字表，1021
1022	岙	G7-T1022.1	现代汉语通用字表，1022
1023	每	G7-T1023.1	现代汉语通用字表，1023
1024	佞	G7-T1024.1	现代汉语通用字表，1024
1025	兵	G7-T1025.1	现代汉语通用字表，1025
1026	邱	G7-T1026.1	现代汉语通用字表，1026
1027	估	G7-T1027.1	现代汉语通用字表，1027
1028	体	G7-T1028.1	现代汉语通用字表，1028
1029	何	G7-T1029.1	现代汉语通用字表，1029
1030	佐	G7-T1030.1	现代汉语通用字表，1030
1031	伾	G7-T1031.1	现代汉语通用字表，1031
1032	佑	G7-T1032.1	现代汉语通用字表，1032
1033	攸	G7-T1033.1	现代汉语通用字表，1033
1034	但	G7-T1034.1	现代汉语通用字表，1034
1035	伸	G7-T1035.1	现代汉语通用字表，1035
1036	佃	G7-T1036.1	现代汉语通用字表，1036
1037	佚	G7-T1037.1	现代汉语通用字表，1037
1038	作	G7-T1038.1	现代汉语通用字表，1038
1039	伯	G7-T1039.1	现代汉语通用字表，1039
1040	伶	G7-T1040.1	现代汉语通用字表，1040
1041	佣	G7-T1041.1	现代汉语通用字表，1041
1042	低	G7-T1042.1	现代汉语通用字表，1042
1043	你	G7-T1043.1	现代汉语通用字表，1043
1044	佝	G7-T1044.1	现代汉语通用字表，1044
1045	佟	G7-T1045.1	现代汉语通用字表，1045
1046	住	G7-T1046.1	现代汉语通用字表，1046
1047	位	G7-T1047.1	现代汉语通用字表，1047
1048	伴	G7-T1048.1	现代汉语通用字表，1048
1049	佗	G7-T1049.1	现代汉语通用字表，1049
1050	身	G7-T1050.1	现代汉语通用字表，1050
1051	皂	G7-T1051.1	现代汉语通用字表，1051
1052	伺	G7-T1052.1	现代汉语通用字表，1052
1053	佛	G7-T1053.1	现代汉语通用字表，1053
1054	伽	G7-T1054.1	现代汉语通用字表，1054
1055	囱	G7-T1055.1	现代汉语通用字表，1055
1056	近	G7-T1056.1	现代汉语通用字表，1056
1057	彻	G7-T1057.1	现代汉语通用字表，1057
1058	役	G7-T1058.1	现代汉语通用字表，1058
1059	彷	G7-T1059.1	现代汉语通用字表，1059
1060	返	G7-T1060.1	现代汉语通用字表，1060
1061	佘	G7-T1061.1	现代汉语通用字表，1061
1062	余	G7-T1062.1	现代汉语通用字表，1062
1063	希	G7-T1063.1	现代汉语通用字表，1063
1064	佥	G7-T1064.1	现代汉语通用字表，1064
1065	坐	G7-T1065.1	现代汉语通用字表，1065
1066	谷	G7-T1066.1	现代汉语通用字表，1066
1067	孚	G7-T1067.1	现代汉语通用字表，1067
1068	妥	G7-T1068.1	现代汉语通用字表，1068
1069	豸	G7-T1069.1	现代汉语通用字表，1069
1070	含	G7-T1070.1	现代汉语通用字表，1070
1071	邻	G7-T1071.1	现代汉语通用字表，1071
1072	坌	G7-T1072.1	现代汉语通用字表，1072
1073	岔	G7-T1073.1	现代汉语通用字表，1073
1074	肝	G7-T1074.1	现代汉语通用字表，1074
1075	肟	G7-T1075.1	现代汉语通用字表，1075
1076	肛	G7-T1076.1	现代汉语通用字表，1076
1077	肚	G7-T1077.1	现代汉语通用字表，1077
1078	肘	G7-T1078.1	现代汉语通用字表，1078
1079	肠	G7-T1079.1	现代汉语通用字表，1079
1080	邸	G7-T1080.1	现代汉语通用字表，1080
1081	龟	G7-T1081.1	现代汉语通用字表，1081
1082	甸	G7-T1082.1	现代汉语通用字表，1082
1083	奂	G7-T1083.1	现代汉语通用字表，1083
1084	免	G7-T1084.1	现代汉语通用字表，1084
1085	劬	G7-T1085.1	现代汉语通用字表，1085
1086	狂	G7-T1086.1	现代汉语通用字表，1086
1087	犹	G7-T1087.1	现代汉语通用字表，1087
1088	狈	G7-T1088.1	现代汉语通用字表，1088
1089	狄	G7-T1089.1	现代汉语通用字表，1089
1090	角	G7-T1090.1	现代汉语通用字表，1090
1091	删	G7-T1091.1	现代汉语通用字表，1091
1092	狃	G7-T1092.1	现代汉语通用字表，1092
1093	狁	G7-T1093.1	现代汉语通用字表，1093
1094	鸠	G7-T1094.1	现代汉语通用字表，1094
1095	条	G7-T1095.1	现代汉语通用字表，1095
1096	彤	G7-T1096.1	现代汉语通用字表，1096
1097	卵	G7-T1097.1	现代汉语通用字表，1097
1098	灸	G7-T1098.1	现代汉语通用字表，1098
1099	岛	G7-T1099.1	现代汉语通用字表，1099
1100	邹	G7-T1100.1	现代汉语通用字表，1100
1101	刨	G7-T1101.1	现代汉语通用字表，1101
1102	饨	G7-T1102.1	现代汉语通用字表，1102
1103	迎	G7-T1103.1	现代汉语通用字表，1103
1104	饩	G7-T1104.1	现代汉语通用字表，1104
1105	饪	G7-T1105.1	现代汉语通用字表，1105
1106	饫	G7-T1106.1	现代汉语通用字表，1106
1107	饬	G7-T1107.1	现代汉语通用字表，1107
1108	饭	G7-T1108.1	现代汉语通用字表，1108
1109	饮	G7-T1109.1	现代汉语通用字表，1109
1110	系	G7-T1110.1	现代汉语通用字表，1110
1111	言	G7-T1111.1	现代汉语通用字表，1111
1112	冻	G7-T1112.1	现代汉语通用字表，1112
1113	状	G7-T1113.1	现代汉语通用字表，1113
1114	亩	G7-T1114.1	现代汉语通用字表，1114
1115	况	G7-T1115.1	现代汉语通用字表，1115
1116	亨	G7-T1116.1	现代汉语通用字表，1116
1117	庑	G7-T1117.1	现代汉语通用字表，1117
1118	床	G7-T1118.1	现代汉语通用字表，1118
1119	庋	G7-T1119.1	现代汉语通用字表，1119
1120	库	G7-T1120.1	现代汉语通用字表，1120
1121	庇	G7-T1121.1	现代汉语通用字表，1121
1122	疔	G7-T1122.1	现代汉语通用字表，1122
1123	疖	G7-T1123.1	现代汉语通用字表，1123
1124	疗	G7-T1124.1	现代汉语通用字表，1124
1125	吝	G7-T1125.1	现代汉语通用字表，1125
1126	应	G7-T1126.1	现代汉语通用字表，1126
1127	冷	G7-T1127.1	现代汉语通用字表，1127
1128	这	G7-T1128.1	现代汉语通用字表，1128
1129	庐	G7-T1129.1	现代汉语通用字表，1129
1130	序	G7-T1130.1	现代汉语通用字表，1130
1131	辛	G7-T1131.1	现代汉语通用字表，1131
1132	肓	G7-T1132.1	现代汉语通用字表，1132
1133	弃	G7-T1133.1	现代汉语通用字表，1133
1134	冶	G7-T1134.1	现代汉语通用字表，1134
1135	忘	G7-T1135.1	现代汉语通用字表，1135
1136	闰	G7-T1136.1	现代汉语通用字表，1136
1137	闱	G7-T1137.1	现代汉语通用字表，1137
1138	闲	G7-T1138.1	现代汉语通用字表，1138
1139	闳	G7-T1139.1	现代汉语通用字表，1139
1140	间	G7-T1140.1	现代汉语通用字表，1140
1141	闵	G7-T1141.1	现代汉语通用字表，1141
1142	闶	G7-T1142.1	现代汉语通用字表，1142
1143	闷	G7-T1143.1	现代汉语通用字表，1143
1144	羌	G7-T1144.1	现代汉语通用字表，1144
1145	判	G7-T1145.1	现代汉语通用字表，1145
1146	兑	G7-T1146.1	现代汉语通用字表，1146
1147	灶	G7-T1147.1	现代汉语通用字表，1147
1148	灿	G7-T1148.1	现代汉语通用字表，1148
1149	灼	G7-T1149.1	现代汉语通用字表，1149
1150	炀	G7-T1150.1	现代汉语通用字表，1150
1151	弟	G7-T1151.1	现代汉语通用字表，1151
1152	沣	G7-T1152.1	现代汉语通用字表，1152
1153	汪	G7-T1153.1	现代汉语通用字表，1153
1154	沅	G7-T1154.1	现代汉语通用字表，1154
1155	沄	G7-T1155.1	现代汉语通用字表，1155
1156	沐	G7-T1156.1	现代汉语通用字表，1156
1157	沛	G7-T1157.1	现代汉语通用字表，1157
1158	沔	G7-T1158.1	现代汉语通用字表，1158
1159	汰	G7-T1159.1	现代汉语通用字表，1159
1160	沤	G7-T1160.1	现代汉语通用字表，1160
1161	沥	G7-T1161.1	现代汉语通用字表，1161
1162	沌	G7-T1162.1	现代汉语通用字表，1162
1163	沘	G7-T1163.1	现代汉语通用字表，1163
1164	沏	G7-T1164.1	现代汉语通用字表，1164
1165	沚	G7-T1165.1	现代汉语通用字表，1165
1166	沙	G7-T1166.1	现代汉语通用字表，1166
1167	汩	G7-T1167.1	现代汉语通用字表，1167
1168	汨	G7-T1168.1	现代汉语通用字表，1168
1169	汭	G7-T1169.1	现代汉语通用字表，1169
1170	汽	G7-T1170.1	现代汉语通用字表，1170
1171	沃	G7-T1171.1	现代汉语通用字表，1171
1172	沂	G7-T1172.1	现代汉语通用字表，1172
1173	沦	G7-T1173.1	现代汉语通用字表，1173
1174	汹	G7-T1174.1	现代汉语通用字表，1174
1175	汾	G7-T1175.1	现代汉语通用字表，1175
1176	泛	G7-T1176.1	现代汉语通用字表，1176
1177	沧	G7-T1177.1	现代汉语通用字表，1177
1178	沨	G7-T1178.1	现代汉语通用字表，1178
1179	沟	G7-T1179.1	现代汉语通用字表，1179
1180	没	G7-T1180.1	现代汉语通用字表，1180
1181	汴	G7-T1181.1	现代汉语通用字表，1181
1182	汶	G7-T1182.1	现代汉语通用字表，1182
1183	沆	G7-T1183.1	现代汉语通用字表，1183
1184	沩	G7-T1184.1	现代汉语通用字表，1184
1185	沪	G7-T1185.1	现代汉语通用字表，1185
1186	沈	G7-T1186.1	现代汉语通用字表，1186
1187	沉	G7-T1187.1	现代汉语通用字表，1187
1188	沁	G7-T1188.1	现代汉语通用字表，1188
1189	泐	G7-T1189.1	现代汉语通用字表，1189
1190	怃	G7-T1190.1	现代汉语通用字表，1190
1191	忮	G7-T1191.1	现代汉语通用字表，1191
1192	怀	G7-T1192.1	现代汉语通用字表，1192
1193	怄	G7-T1193.1	现代汉语通用字表，1193
1194	忧	G7-T1194.1	现代汉语通用字表，1194
1195	忡	G7-T1195.1	现代汉语通用字表，1195
1196	忤	G7-T1196.1	现代汉语通用字表，1196
1197	忾	G7-T1197.1	现代汉语通用字表，1197
1198	怅	G7-T1198.1	现代汉语通用字表，1198
1199	忻	G7-T1199.1	现代汉语通用字表，1199
1200	忪	G7-T1200.1	现代汉语通用字表，1200
1201	怆	G7-T1201.1	现代汉语通用字表，1201
1202	忭	G7-T1202.1	现代汉语通用字表，1202
1203	忱	G7-T1203.1	现代汉语通用字表，1203
1204	快	G7-T1204.1	现代汉语通用字表，1204
1205	忸	G7-T1205.1	现代汉语通用字表，1205
1206	完	G7-T1206.1	现代汉语通用字表，1206
1207	宋	G7-T1207.1	现代汉语通用字表，1207
1208	宏	G7-T1208.1	现代汉语通用字表，1208
1209	牢	G7-T1209.1	现代汉语通用字表，1209
1210	究	G7-T1210.1	现代汉语通用字表，1210
1211	穷	G7-T1211.1	现代汉语通用字表，1211
1212	灾	G7-T1212.1	现代汉语通用字表，1212
1213	良	G7-T1213.1	现代汉语通用字表，1213
1214	证	G7-T1214.1	现代汉语通用字表，1214
1215	诂	G7-T1215.1	现代汉语通用字表，1215
1216	诃	G7-T1216.1	现代汉语通用字表，1216
1217	启	G7-T1217.1	现代汉语通用字表，1217
1218	评	G7-T1218.1	现代汉语通用字表，1218
1219	补	G7-T1219.1	现代汉语通用字表，1219
1220	初	G7-T1220.1	现代汉语通用字表，1220
1221	社	G7-T1221.1	现代汉语通用字表，1221
1222	祀	G7-T1222.1	现代汉语通用字表，1222
1223	祃	G7-T1223.1	现代汉语通用字表，1223
1224	诅	G7-T1224.1	现代汉语通用字表，1224
1225	识	G7-T1225.1	现代汉语通用字表，1225
1226	诈	G7-T1226.1	现代汉语通用字表，1226
1227	诉	G7-T1227.1	现代汉语通用字表，1227
1228	罕	G7-T1228.1	现代汉语通用字表，1228
1229	诊	G7-T1229.1	现代汉语通用字表，1229
1230	诋	G7-T1230.1	现代汉语通用字表，1230
1231	诌	G7-T1231.1	现代汉语通用字表，1231
1232	词	G7-T1232.1	现代汉语通用字表，1232
1233	诎	G7-T1233.1	现代汉语通用字表，1233
1234	诏	G7-T1234.1	现代汉语通用字表，1234
1235	诐	G7-T1235.1	现代汉语通用字表，1235
1236	译	G7-T1236.1	现代汉语通用字表，1236
1237	诒	G7-T1237.1	现代汉语通用字表，1237
1238	君	G7-T1238.1	现代汉语通用字表，1238
1239	灵	G7-T1239.1	现代汉语通用字表，1239
1240	即	G7-T1240.1	现代汉语通用字表，1240
1241	层	G7-T1241.1	现代汉语通用字表，1241
1242	屁	G7-T1242.1	现代汉语通用字表，1242
1243	屃	G7-T1243.1	现代汉语通用字表，1243
1244	尿	G7-T1244.1	现代汉语通用字表，1244
1245	尾	G7-T1245.1	现代汉语通用字表，1245
1246	迟	G7-T1246.1	现代汉语通用字表，1246
1247	局	G7-T1247.1	现代汉语通用字表，1247
1248	改	G7-T1248.1	现代汉语通用字表，1248
1249	张	G7-T1249.1	现代汉语通用字表，1249
1250	忌	G7-T1250.1	现代汉语通用字表，1250
1251	际	G7-T1251.1	现代汉语通用字表，1251
1252	陆	G7-T1252.1	现代汉语通用字表，1252
1253	阿	G7-T1253.1	现代汉语通用字表，1253
1254	孜	G7-T1254.1	现代汉语通用字表，1254
1255	陇	G7-T1255.1	现代汉语通用字表，1255
1256	陈	G7-T1256.1	现代汉语通用字表，1256
1257	阽	G7-T1257.1	现代汉语通用字表，1257
1258	阻	G7-T1258.1	现代汉语通用字表，1258
1259	阼	G7-T1259.1	现代汉语通用字表，1259
1260	附	G7-T1260.1	现代汉语通用字表，1260
1261	坠	G7-T1261.1	现代汉语通用字表，1261
1262	陀	G7-T1262.1	现代汉语通用字表，1262
1263	陂	G7-T1263.1	现代汉语通用字表，1263
1264	陉	G7-T1264.1	现代汉语通用字表，1264
1265	妍	G7-T1265.1	现代汉语通用字表，1265
1266	妩	G7-T1266.1	现代汉语通用字表，1266
1267	妓	G7-T1267.1	现代汉语通用字表，1267
1268	妪	G7-T1268.1	现代汉语通用字表，1268
1269	妣	G7-T1269.1	现代汉语通用字表，1269
1270	妙	G7-T1270.1	现代汉语通用字表，1270
1271	妊	G7-T1271.1	现代汉语通用字表，1271
1272	妖	G7-T1272.1	现代汉语通用字表，1272
1273	妗	G7-T1273.1	现代汉语通用字表，1273
1274	姊	G7-T1274.1	现代汉语通用字表，1274
1275	妨	G7-T1275.1	现代汉语通用字表，1275
1276	妫	G7-T1276.1	现代汉语通用字表，1276
1277	妒	G7-T1277.1	现代汉语通用字表，1277
1278	妞	G7-T1278.1	现代汉语通用字表，1278
1279	姒	G7-T1279.1	现代汉语通用字表，1279
1280	妤	G7-T1280.1	现代汉语通用字表，1280
1281	努	G7-T1281.1	现代汉语通用字表，1281
1282	邵	G7-T1282.1	现代汉语通用字表，1282
1283	劭	G7-T1283.1	现代汉语通用字表，1283
1284	忍	G7-T1284.1	现代汉语通用字表，1284
1285	刭	G7-T1285.1	现代汉语通用字表，1285
1286	劲	G7-T1286.1	现代汉语通用字表，1286
1287	甬	G7-T1287.1	现代汉语通用字表，1287
1288	邰	G7-T1288.1	现代汉语通用字表，1288
1289	矣	G7-T1289.1	现代汉语通用字表，1289
1290	鸡	G7-T1290.1	现代汉语通用字表，1290
1291	纬	G7-T1291.1	现代汉语通用字表，1291
1292	纭	G7-T1292.1	现代汉语通用字表，1292
1293	驱	G7-T1293.1	现代汉语通用字表，1293
1294	纯	G7-T1294.1	现代汉语通用字表，1294
1295	纰	G7-T1295.1	现代汉语通用字表，1295
1296	纱	G7-T1296.1	现代汉语通用字表，1296
1297	纲	G7-T1297.1	现代汉语通用字表，1297
1298	纳	G7-T1298.1	现代汉语通用字表，1298
1299	纴	G7-T1299.1	现代汉语通用字表，1299
1300	纵	G7-T1300.1	现代汉语通用字表，1300
1301	驳	G7-T1301.1	现代汉语通用字表，1301
1302	纶	G7-T1302.1	现代汉语通用字表，1302
1303	纷	G7-T1303.1	现代汉语通用字表，1303
1304	纸	G7-T1304.1	现代汉语通用字表，1304
1305	纹	G7-T1305.1	现代汉语通用字表，1305
1306	纺	G7-T1306.1	现代汉语通用字表，1306
1307	纻	G7-T1307.1	现代汉语通用字表，1307
1308	驴	G7-T1308.1	现代汉语通用字表，1308
1309	纽	G7-T1309.1	现代汉语通用字表，1309
1310	纾	G7-T1310.1	现代汉语通用字表，1310
1311	奉	G7-T1311.1	现代汉语通用字表，1311
1312	玩	G7-T1312.1	现代汉语通用字表，1312
1313	玮	G7-T1313.1	现代汉语通用字表，1313
1314	环	G7-T1314.1	现代汉语通用字表，1314
1315	玡	G7-T1315.1	现代汉语通用字表，1315
1316	武	G7-T1316.1	现代汉语通用字表，1316
1317	青	G7-T1317.1	现代汉语通用字表，1317
1318	责	G7-T1318.1	现代汉语通用字表，1318
1319	现	G7-T1319.1	现代汉语通用字表，1319
1320	玫	G7-T1320.1	现代汉语通用字表，1320
1321	玠	G7-T1321.1	现代汉语通用字表，1321
1322	玢	G7-T1322.1	现代汉语通用字表，1322
1323	玥	G7-T1323.1	现代汉语通用字表，1323
1324	表	G7-T1324.1	现代汉语通用字表，1324
1325	玦	G7-T1325.1	现代汉语通用字表，1325
1326	甙	G7-T1326.1	现代汉语通用字表，1326
1327	盂	G7-T1327.1	现代汉语通用字表，1327
1328	忝	G7-T1328.1	现代汉语通用字表，1328
1329	规	G7-T1329.1	现代汉语通用字表，1329
1330	匦	G7-T1330.1	现代汉语通用字表，1330
1331	抹	G7-T1331.1	现代汉语通用字表，1331
1332	卦	G7-T1332.1	现代汉语通用字表，1332
1333	邽	G7-T1333.1	现代汉语通用字表，1333
1334	坩	G7-T1334.1	现代汉语通用字表，1334
1335	坷	G7-T1335.1	现代汉语通用字表，1335
1336	坯	G7-T1336.1	现代汉语通用字表，1336
1337	拓	G7-T1337.1	现代汉语通用字表，1337
1338	垅	G7-T1338.1	现代汉语通用字表，1338
1339	拢	G7-T1339.1	现代汉语通用字表，1339
1340	拔	G7-T1340.1	现代汉语通用字表，1340
1341	抨	G7-T1341.1	现代汉语通用字表，1341
1342	坪	G7-T1342.1	现代汉语通用字表，1342
1343	拣	G7-T1343.1	现代汉语通用字表，1343
1344	拤	G7-T1344.1	现代汉语通用字表，1344
1345	拈	G7-T1345.1	现代汉语通用字表，1345
1346	坫	G7-T1346.1	现代汉语通用字表，1346
1347	垆	G7-T1347.1	现代汉语通用字表，1347
1348	坦	G7-T1348.1	现代汉语通用字表，1348
1349	担	G7-T1349.1	现代汉语通用字表，1349
1350	坤	G7-T1350.1	现代汉语通用字表，1350
1351	押	G7-T1351.1	现代汉语通用字表，1351
1352	抻	G7-T1352.1	现代汉语通用字表，1352
1353	抽	G7-T1353.1	现代汉语通用字表，1353
1354	拐	G7-T1354.1	现代汉语通用字表，1354
1355	拃	G7-T1355.1	现代汉语通用字表，1355
1356	拖	G7-T1356.1	现代汉语通用字表，1356
1357	拊	G7-T1357.1	现代汉语通用字表，1357
1358	者	G7-T1358.1	现代汉语通用字表，1358
1359	拍	G7-T1359.1	现代汉语通用字表，1359
1360	顶	G7-T1360.1	现代汉语通用字表，1360
1361	坼	G7-T1361.1	现代汉语通用字表，1361
1362	拆	G7-T1362.1	现代汉语通用字表，1362
1363	拎	G7-T1363.1	现代汉语通用字表，1363
1364	拥	G7-T1364.1	现代汉语通用字表，1364
1365	抵	G7-T1365.1	现代汉语通用字表，1365
1366	坻	G7-T1366.1	现代汉语通用字表，1366
1367	拘	G7-T1367.1	现代汉语通用字表，1367
1368	势	G7-T1368.1	现代汉语通用字表，1368
1369	抱	G7-T1369.1	现代汉语通用字表，1369
1370	拄	G7-T1370.1	现代汉语通用字表，1370
1371	垃	G7-T1371.1	现代汉语通用字表，1371
1372	拉	G7-T1372.1	现代汉语通用字表，1372
1373	拦	G7-T1373.1	现代汉语通用字表，1373
1374	幸	G7-T1374.1	现代汉语通用字表，1374
1375	拌	G7-T1375.1	现代汉语通用字表，1375
1376	拧	G7-T1376.1	现代汉语通用字表，1376
1377	坨	G7-T1377.1	现代汉语通用字表，1377
1378	坭	G7-T1378.1	现代汉语通用字表，1378
1379	抿	G7-T1379.1	现代汉语通用字表，1379
1380	拂	G7-T1380.1	现代汉语通用字表，1380
1381	拙	G7-T1381.1	现代汉语通用字表，1381
1382	招	G7-T1382.1	现代汉语通用字表，1382
1383	坡	G7-T1383.1	现代汉语通用字表，1383
1384	披	G7-T1384.1	现代汉语通用字表，1384
1385	拨	G7-T1385.1	现代汉语通用字表，1385
1386	择	G7-T1386.1	现代汉语通用字表，1386
1387	拚	G7-T1387.1	现代汉语通用字表，1387
1388	抬	G7-T1388.1	现代汉语通用字表，1388
1389	拇	G7-T1389.1	现代汉语通用字表，1389
1390	坳	G7-T1390.1	现代汉语通用字表，1390
1391	拗	G7-T1391.1	现代汉语通用字表，1391
1392	耵	G7-T1392.1	现代汉语通用字表，1392
1393	其	G7-T1393.1	现代汉语通用字表，1393
1394	耶	G7-T1394.1	现代汉语通用字表，1394
1395	取	G7-T1395.1	现代汉语通用字表，1395
1396	茉	G7-T1396.1	现代汉语通用字表，1396
1397	苷	G7-T1397.1	现代汉语通用字表，1397
1398	苦	G7-T1398.1	现代汉语通用字表，1398
1399	苯	G7-T1399.1	现代汉语通用字表，1399
1400	昔	G7-T1400.1	现代汉语通用字表，1400
1401	苛	G7-T1401.1	现代汉语通用字表，1401
1402	苤	G7-T1402.1	现代汉语通用字表，1402
1403	若	G7-T1403.1	现代汉语通用字表，1403
1404	茂	G7-T1404.1	现代汉语通用字表，1404
1405	茏	G7-T1405.1	现代汉语通用字表，1405
1406	苹	G7-T1406.1	现代汉语通用字表，1406
1407	苫	G7-T1407.1	现代汉语通用字表，1407
1408	苴	G7-T1408.1	现代汉语通用字表，1408
1409	苜	G7-T1409.1	现代汉语通用字表，1409
1410	苗	G7-T1410.1	现代汉语通用字表，1410
1411	英	G7-T1411.1	现代汉语通用字表，1411
1412	苒	G7-T1412.1	现代汉语通用字表，1412
1413	苘	G7-T1413.1	现代汉语通用字表，1413
1414	茌	G7-T1414.1	现代汉语通用字表，1414
1415	苻	G7-T1415.1	现代汉语通用字表，1415
1416	苓	G7-T1416.1	现代汉语通用字表，1416
1417	茚	G7-T1417.1	现代汉语通用字表，1417
1418	苟	G7-T1418.1	现代汉语通用字表，1418
1419	茆	G7-T1419.1	现代汉语通用字表，1419
1420	茑	G7-T1420.1	现代汉语通用字表，1420
1421	苑	G7-T1421.1	现代汉语通用字表，1421
1422	苞	G7-T1422.1	现代汉语通用字表，1422
1423	范	G7-T1423.1	现代汉语通用字表，1423
1424	茓	G7-T1424.1	现代汉语通用字表，1424
1425	茔	G7-T1425.1	现代汉语通用字表，1425
1426	茕	G7-T1426.1	现代汉语通用字表，1426
1427	直	G7-T1427.1	现代汉语通用字表，1427
1428	苠	G7-T1428.1	现代汉语通用字表，1428
1429	茀	G7-T1429.1	现代汉语通用字表，1429
1430	茁	G7-T1430.1	现代汉语通用字表，1430
1431	茄	G7-T1431.1	现代汉语通用字表，1431
1432	苕	G7-T1432.1	现代汉语通用字表，1432
1433	茎	G7-T1433.1	现代汉语通用字表，1433
1434	苔	G7-T1434.1	现代汉语通用字表，1434
1435	茅	G7-T1435.1	现代汉语通用字表，1435
1436	枉	G7-T1436.1	现代汉语通用字表，1436
1437	林	G7-T1437.1	现代汉语通用字表，1437
1438	枝	G7-T1438.1	现代汉语通用字表，1438
1439	杯	G7-T1439.1	现代汉语通用字表，1439
1440	枢	G7-T1440.1	现代汉语通用字表，1440
1441	枥	G7-T1441.1	现代汉语通用字表，1441
1442	柜	G7-T1442.1	现代汉语通用字表，1442
1443	枇	G7-T1443.1	现代汉语通用字表，1443
1444	杪	G7-T1444.1	现代汉语通用字表，1444
1445	杳	G7-T1445.1	现代汉语通用字表，1445
1446	枘	G7-T1446.1	现代汉语通用字表，1446
1447	枧	G7-T1447.1	现代汉语通用字表，1447
1448	杵	G7-T1448.1	现代汉语通用字表，1448
1449	枚	G7-T1449.1	现代汉语通用字表，1449
1450	枨	G7-T1450.1	现代汉语通用字表，1450
1451	析	G7-T1451.1	现代汉语通用字表，1451
1452	板	G7-T1452.1	现代汉语通用字表，1452
1453	枞	G7-T1453.1	现代汉语通用字表，1453
1454	松	G7-T1454.1	现代汉语通用字表，1454
1455	枪	G7-T1455.1	现代汉语通用字表，1455
1456	枫	G7-T1456.1	现代汉语通用字表，1456
1457	构	G7-T1457.1	现代汉语通用字表，1457
1458	杭	G7-T1458.1	现代汉语通用字表，1458
1459	枋	G7-T1459.1	现代汉语通用字表，1459
1460	杰	G7-T1460.1	现代汉语通用字表，1460
1461	述	G7-T1461.1	现代汉语通用字表，1461
1462	枕	G7-T1462.1	现代汉语通用字表，1462
1463	杻	G7-T1463.1	现代汉语通用字表，1463
1464	杷	G7-T1464.1	现代汉语通用字表，1464
1465	杼	G7-T1465.1	现代汉语通用字表，1465
1466	丧	G7-T1466.1	现代汉语通用字表，1466
1467	或	G7-T1467.1	现代汉语通用字表，1467
1468	画	G7-T1468.1	现代汉语通用字表，1468
1469	卧	G7-T1469.1	现代汉语通用字表，1469
1470	事	G7-T1470.1	现代汉语通用字表，1470
1471	刺	G7-T1471.1	现代汉语通用字表，1471
1472	枣	G7-T1472.1	现代汉语通用字表，1472
1473	雨	G7-T1473.1	现代汉语通用字表，1473
1474	卖	G7-T1474.1	现代汉语通用字表，1474
1475	矸	G7-T1475.1	现代汉语通用字表，1475
1476	郁	G7-T1476.1	现代汉语通用字表，1476
1477	矻	G7-T1477.1	现代汉语通用字表，1477
1478	矾	G7-T1478.1	现代汉语通用字表，1478
1479	矽	G7-T1479.1	现代汉语通用字表，1479
1480	矿	G7-T1480.1	现代汉语通用字表，1480
1481	砀	G7-T1481.1	现代汉语通用字表，1481
1482	码	G7-T1482.1	现代汉语通用字表，1482
1483	厕	G7-T1483.1	现代汉语通用字表，1483
1484	奈	G7-T1484.1	现代汉语通用字表，1484
1485	刳	G7-T1485.1	现代汉语通用字表，1485
1486	奔	G7-T1486.1	现代汉语通用字表，1486
1487	奇	G7-T1487.1	现代汉语通用字表，1487
1488	奄	G7-T1488.1	现代汉语通用字表，1488
1489	奋	G7-T1489.1	现代汉语通用字表，1489
1490	态	G7-T1490.1	现代汉语通用字表，1490
1491	瓯	G7-T1491.1	现代汉语通用字表，1491
1492	欧	G7-T1492.1	现代汉语通用字表，1492
1493	殴	G7-T1493.1	现代汉语通用字表，1493
1494	垄	G7-T1494.1	现代汉语通用字表，1494
1495	殁	G7-T1495.1	现代汉语通用字表，1495
1496	郏	G7-T1496.1	现代汉语通用字表，1496
1497	妻	G7-T1497.1	现代汉语通用字表，1497
1498	轰	G7-T1498.1	现代汉语通用字表，1498
1499	顷	G7-T1499.1	现代汉语通用字表，1499
1500	转	G7-T1500.1	现代汉语通用字表，1500
1501	轭	G7-T1501.1	现代汉语通用字表，1501
1502	斩	G7-T1502.1	现代汉语通用字表，1502
1503	轮	G7-T1503.1	现代汉语通用字表，1503
1504	软	G7-T1504.1	现代汉语通用字表，1504
1505	到	G7-T1505.1	现代汉语通用字表，1505
1506	郅	G7-T1506.1	现代汉语通用字表，1506
1507	鸢	G7-T1507.1	现代汉语通用字表，1507
1508	非	G7-T1508.1	现代汉语通用字表，1508
1509	叔	G7-T1509.1	现代汉语通用字表，1509
1510	歧	G7-T1510.1	现代汉语通用字表，1510
1511	肯	G7-T1511.1	现代汉语通用字表，1511
1512	齿	G7-T1512.1	现代汉语通用字表，1512
1513	些	G7-T1513.1	现代汉语通用字表，1513
1514	卓	G7-T1514.1	现代汉语通用字表，1514
