num	glyph	pseudo G7-source	description
5740	毓	G7-T5740.1	现代汉语通用字表，5740
5741	舆	G7-T5741.1	现代汉语通用字表，5741
5742	僖	G7-T5742.1	现代汉语通用字表，5742
5743	儆	G7-T5743.1	现代汉语通用字表，5743
5744	僳	G7-T5744.1	现代汉语通用字表，5744
5745	僚	G7-T5745.1	现代汉语通用字表，5745
5746	僭	G7-T5746.1	现代汉语通用字表，5746
5747	僬	G7-T5747.1	现代汉语通用字表，5747
5748	劁	G7-T5748.1	现代汉语通用字表，5748
5749	僦	G7-T5749.1	现代汉语通用字表，5749
5750	僮	G7-T5750.1	现代汉语通用字表，5750
5751	僧	G7-T5751.1	现代汉语通用字表，5751
5752	鼻	G7-T5752.1	现代汉语通用字表，5752
5753	魄	G7-T5753.1	现代汉语通用字表，5753
5754	魅	G7-T5754.1	现代汉语通用字表，5754
5755	魃	G7-T5755.1	现代汉语通用字表，5755
5756	魆	G7-T5756.1	现代汉语通用字表，5756
5757	睾	G7-T5757.1	现代汉语通用字表，5757
5758	艋	G7-T5758.1	现代汉语通用字表，5758
5759	鄱	G7-T5759.1	现代汉语通用字表，5759
5760	貌	G7-T5760.1	现代汉语通用字表，5760
5761	膜	G7-T5761.1	现代汉语通用字表，5761
5762	膊	G7-T5762.1	现代汉语通用字表，5762
5763	膈	G7-T5763.1	现代汉语通用字表，5763
5764	膀	G7-T5764.1	现代汉语通用字表，5764
5765	膑	G7-T5765.1	现代汉语通用字表，5765
5766	鲑	G7-T5766.1	现代汉语通用字表，5766
5767	鲔	G7-T5767.1	现代汉语通用字表，5767
5768	鲙	G7-T5768.1	现代汉语通用字表，5768
5769	鲚	G7-T5769.1	现代汉语通用字表，5769
5770	鲛	G7-T5770.1	现代汉语通用字表，5770
5771	鲜	G7-T5771.1	现代汉语通用字表，5771
5772	鲟	G7-T5772.1	现代汉语通用字表，5772
5773	疑	G7-T5773.1	现代汉语通用字表，5773
5774	獐	G7-T5774.1	现代汉语通用字表，5774
5775	獍	G7-T5775.1	现代汉语通用字表，5775
5776	飗	G7-T5776.1	现代汉语通用字表，5776
5777	觫	G7-T5777.1	现代汉语通用字表，5777
5778	雒	G7-T5778.1	现代汉语通用字表，5778
5779	孵	G7-T5779.1	现代汉语通用字表，5779
5780	夤	G7-T5780.1	现代汉语通用字表，5780
5781	馑	G7-T5781.1	现代汉语通用字表，5781
5782	馒	G7-T5782.1	现代汉语通用字表，5782
5783	銮	G7-T5783.1	现代汉语通用字表，5783
5784	裹	G7-T5784.1	现代汉语通用字表，5784
5785	敲	G7-T5785.1	现代汉语通用字表，5785
5786	豪	G7-T5786.1	现代汉语通用字表，5786
5787	膏	G7-T5787.1	现代汉语通用字表，5787
5788	塾	G7-T5788.1	现代汉语通用字表，5788
5789	遮	G7-T5789.1	现代汉语通用字表，5789
5790	麽	G7-T5790.1	现代汉语通用字表，5790
5791	廙	G7-T5791.1	现代汉语通用字表，5791
5792	腐	G7-T5792.1	现代汉语通用字表，5792
5793	瘩	G7-T5793.1	现代汉语通用字表，5793
5794	瘌	G7-T5794.1	现代汉语通用字表，5794
5795	瘗	G7-T5795.1	现代汉语通用字表，5795
5796	瘟	G7-T5796.1	现代汉语通用字表，5796
5797	瘦	G7-T5797.1	现代汉语通用字表，5797
5798	瘊	G7-T5798.1	现代汉语通用字表，5798
5799	瘥	G7-T5799.1	现代汉语通用字表，5799
5800	瘘	G7-T5800.1	现代汉语通用字表，5800
5801	瘙	G7-T5801.1	现代汉语通用字表，5801
5802	廖	G7-T5802.1	现代汉语通用字表，5802
5803	辣	G7-T5803.1	现代汉语通用字表，5803
5804	彰	G7-T5804.1	现代汉语通用字表，5804
5805	竭	G7-T5805.1	现代汉语通用字表，5805
5806	韶	G7-T5806.1	现代汉语通用字表，5806
5807	端	G7-T5807.1	现代汉语通用字表，5807
5808	旗	G7-T5808.1	现代汉语通用字表，5808
5809	旖	G7-T5809.1	现代汉语通用字表，5809
5810	膂	G7-T5810.1	现代汉语通用字表，5810
5811	阚	G7-T5811.1	现代汉语通用字表，5811
5812	鄯	G7-T5812.1	现代汉语通用字表，5812
5813	鲞	G7-T5813.1	现代汉语通用字表，5813
5814	精	G7-T5814.1	现代汉语通用字表，5814
5815	粼	G7-T5815.1	现代汉语通用字表，5815
5816	粹	G7-T5816.1	现代汉语通用字表，5816
5817	粽	G7-T5817.1	现代汉语通用字表，5817
5818	糁	G7-T5818.1	现代汉语通用字表，5818
5819	歉	G7-T5819.1	现代汉语通用字表，5819
5820	槊	G7-T5820.1	现代汉语通用字表，5820
5821	鹚	G7-T5821.1	现代汉语通用字表，5821
5822	熄	G7-T5822.1	现代汉语通用字表，5822
5823	熘	G7-T5823.1	现代汉语通用字表，5823
5824	熔	G7-T5824.1	现代汉语通用字表，5824
5825	煽	G7-T5825.1	现代汉语通用字表，5825
5826	熥	G7-T5826.1	现代汉语通用字表，5826
5827	潢	G7-T5827.1	现代汉语通用字表，5827
5828	潆	G7-T5828.1	现代汉语通用字表，5828
5829	潇	G7-T5829.1	现代汉语通用字表，5829
5830	漤	G7-T5830.1	现代汉语通用字表，5830
5831	漆	G7-T5831.1	现代汉语通用字表，5831
5832	漕	G7-T5832.1	现代汉语通用字表，5832
5833	漱	G7-T5833.1	现代汉语通用字表，5833
5834	漂	G7-T5834.1	现代汉语通用字表，5834
5835	滹	G7-T5835.1	现代汉语通用字表，5835
5836	漫	G7-T5836.1	现代汉语通用字表，5836
5837	漯	G7-T5837.1	现代汉语通用字表，5837
5838	漶	G7-T5838.1	现代汉语通用字表，5838
5839	潋	G7-T5839.1	现代汉语通用字表，5839
5840	潴	G7-T5840.1	现代汉语通用字表，5840
5841	漪	G7-T5841.1	现代汉语通用字表，5841
5842	漉	G7-T5842.1	现代汉语通用字表，5842
5843	漳	G7-T5843.1	现代汉语通用字表，5843
5844	滴	G7-T5844.1	现代汉语通用字表，5844
5845	漩	G7-T5845.1	现代汉语通用字表，5845
5846	漾	G7-T5846.1	现代汉语通用字表，5846
5847	演	G7-T5847.1	现代汉语通用字表，5847
5848	澉	G7-T5848.1	现代汉语通用字表，5848
5849	漏	G7-T5849.1	现代汉语通用字表，5849
5850	潍	G7-T5850.1	现代汉语通用字表，5850
5851	慢	G7-T5851.1	现代汉语通用字表，5851
5852	慷	G7-T5852.1	现代汉语通用字表，5852
5853	慵	G7-T5853.1	现代汉语通用字表，5853
5854	寨	G7-T5854.1	现代汉语通用字表，5854
5855	赛	G7-T5855.1	现代汉语通用字表，5855
5856	搴	G7-T5856.1	现代汉语通用字表，5856
5857	寡	G7-T5857.1	现代汉语通用字表，5857
5858	窬	G7-T5858.1	现代汉语通用字表，5858
5859	窨	G7-T5859.1	现代汉语通用字表，5859
5860	窭	G7-T5860.1	现代汉语通用字表，5860
5861	察	G7-T5861.1	现代汉语通用字表，5861
5862	蜜	G7-T5862.1	现代汉语通用字表，5862
5863	寤	G7-T5863.1	现代汉语通用字表，5863
5864	寥	G7-T5864.1	现代汉语通用字表，5864
5865	谭	G7-T5865.1	现代汉语通用字表，5865
5866	肇	G7-T5866.1	现代汉语通用字表，5866
5867	綮	G7-T5867.1	现代汉语通用字表，5867
5868	谮	G7-T5868.1	现代汉语通用字表，5868
5869	褡	G7-T5869.1	现代汉语通用字表，5869
5870	褙	G7-T5870.1	现代汉语通用字表，5870
5871	褐	G7-T5871.1	现代汉语通用字表，5871
5872	褓	G7-T5872.1	现代汉语通用字表，5872
5873	褛	G7-T5873.1	现代汉语通用字表，5873
5874	褊	G7-T5874.1	现代汉语通用字表，5874
5875	褪	G7-T5875.1	现代汉语通用字表，5875
5876	禚	G7-T5876.1	现代汉语通用字表，5876
5877	谯	G7-T5877.1	现代汉语通用字表，5877
5878	谰	G7-T5878.1	现代汉语通用字表，5878
5879	谱	G7-T5879.1	现代汉语通用字表，5879
5880	谲	G7-T5880.1	现代汉语通用字表，5880
5881	暨	G7-T5881.1	现代汉语通用字表，5881
5882	屣	G7-T5882.1	现代汉语通用字表，5882
5883	鹛	G7-T5883.1	现代汉语通用字表，5883
5884	隧	G7-T5884.1	现代汉语通用字表，5884
5885	嫣	G7-T5885.1	现代汉语通用字表，5885
5886	嫱	G7-T5886.1	现代汉语通用字表，5886
5887	嫩	G7-T5887.1	现代汉语通用字表，5887
5888	嫖	G7-T5888.1	现代汉语通用字表，5888
5889	嫦	G7-T5889.1	现代汉语通用字表，5889
5890	嫚	G7-T5890.1	现代汉语通用字表，5890
5891	嫘	G7-T5891.1	现代汉语通用字表，5891
5892	嫜	G7-T5892.1	现代汉语通用字表，5892
5893	嫡	G7-T5893.1	现代汉语通用字表，5893
5894	嫪	G7-T5894.1	现代汉语通用字表，5894
5895	鼐	G7-T5895.1	现代汉语通用字表，5895
5896	翟	G7-T5896.1	现代汉语通用字表，5896
5897	翠	G7-T5897.1	现代汉语通用字表，5897
5898	熊	G7-T5898.1	现代汉语通用字表，5898
5899	凳	G7-T5899.1	现代汉语通用字表，5899
5900	瞀	G7-T5900.1	现代汉语通用字表，5900
5901	鹜	G7-T5901.1	现代汉语通用字表，5901
5902	骠	G7-T5902.1	现代汉语通用字表，5902
5903	缥	G7-T5903.1	现代汉语通用字表，5903
5904	缦	G7-T5904.1	现代汉语通用字表，5904
5905	缧	G7-T5905.1	现代汉语通用字表，5905
5906	骡	G7-T5906.1	现代汉语通用字表，5906
5907	缨	G7-T5907.1	现代汉语通用字表，5907
5908	骢	G7-T5908.1	现代汉语通用字表，5908
5909	缩	G7-T5909.1	现代汉语通用字表，5909
5910	缪	G7-T5910.1	现代汉语通用字表，5910
5911	缫	G7-T5911.1	现代汉语通用字表，5911
5912	慧	G7-T5912.1	现代汉语通用字表，5912
5913	耦	G7-T5913.1	现代汉语通用字表，5913
5914	耧	G7-T5914.1	现代汉语通用字表，5914
5915	瑾	G7-T5915.1	现代汉语通用字表，5915
5916	璜	G7-T5916.1	现代汉语通用字表，5916
5917	璀	G7-T5917.1	现代汉语通用字表，5917
5918	璎	G7-T5918.1	现代汉语通用字表，5918
5919	璁	G7-T5919.1	现代汉语通用字表，5919
5920	璋	G7-T5920.1	现代汉语通用字表，5920
5921	璇	G7-T5921.1	现代汉语通用字表，5921
5922	璆	G7-T5922.1	现代汉语通用字表，5922
5923	奭	G7-T5923.1	现代汉语通用字表，5923
5924	撵	G7-T5924.1	现代汉语通用字表，5924
5925	髯	G7-T5925.1	现代汉语通用字表，5925
5926	髫	G7-T5926.1	现代汉语通用字表，5926
5927	撷	G7-T5927.1	现代汉语通用字表，5927
5928	撕	G7-T5928.1	现代汉语通用字表，5928
5929	撒	G7-T5929.1	现代汉语通用字表，5929
5930	撅	G7-T5930.1	现代汉语通用字表，5930
5931	撩	G7-T5931.1	现代汉语通用字表，5931
5932	趣	G7-T5932.1	现代汉语通用字表，5932
5933	趟	G7-T5933.1	现代汉语通用字表，5933
5934	撑	G7-T5934.1	现代汉语通用字表，5934
5935	撮	G7-T5935.1	现代汉语通用字表，5935
5936	撬	G7-T5936.1	现代汉语通用字表，5936
5937	赭	G7-T5937.1	现代汉语通用字表，5937
5938	播	G7-T5938.1	现代汉语通用字表，5938
5939	墦	G7-T5939.1	现代汉语通用字表，5939
5940	擒	G7-T5940.1	现代汉语通用字表，5940
5941	撸	G7-T5941.1	现代汉语通用字表，5941
5942	鋆	G7-T5942.1	现代汉语通用字表，5942
5943	墩	G7-T5943.1	现代汉语通用字表，5943
5944	撞	G7-T5944.1	现代汉语通用字表，5944
5945	撤	G7-T5945.1	现代汉语通用字表，5945
5946	撙	G7-T5946.1	现代汉语通用字表，5946
5947	增	G7-T5947.1	现代汉语通用字表，5947
5948	撺	G7-T5948.1	现代汉语通用字表，5948
5949	墀	G7-T5949.1	现代汉语通用字表，5949
5950	撰	G7-T5950.1	现代汉语通用字表，5950
5951	聩	G7-T5951.1	现代汉语通用字表，5951
5952	聪	G7-T5952.1	现代汉语通用字表，5952
5953	觐	G7-T5953.1	现代汉语通用字表，5953
5954	鞋	G7-T5954.1	现代汉语通用字表，5954
5955	鞑	G7-T5955.1	现代汉语通用字表，5955
5956	蕙	G7-T5956.1	现代汉语通用字表，5956
5957	鞒	G7-T5957.1	现代汉语通用字表，5957
5958	鞍	G7-T5958.1	现代汉语通用字表，5958
5959	蕈	G7-T5959.1	现代汉语通用字表，5959
5960	蕨	G7-T5960.1	现代汉语通用字表，5960
5961	蕤	G7-T5961.1	现代汉语通用字表，5961
5962	蕞	G7-T5962.1	现代汉语通用字表，5962
5963	蕺	G7-T5963.1	现代汉语通用字表，5963
5964	瞢	G7-T5964.1	现代汉语通用字表，5964
5965	蕉	G7-T5965.1	现代汉语通用字表，5965
5966	劐	G7-T5966.1	现代汉语通用字表，5966
5967	蕃	G7-T5967.1	现代汉语通用字表，5967
5968	蕲	G7-T5968.1	现代汉语通用字表，5968
5969	蕰	G7-T5969.1	现代汉语通用字表，5969
5970	蕊	G7-T5970.1	现代汉语通用字表，5970
5971	赜	G7-T5971.1	现代汉语通用字表，5971
5972	蔬	G7-T5972.1	现代汉语通用字表，5972
5973	蕴	G7-T5973.1	现代汉语通用字表，5973
5974	鼒	G7-T5974.1	现代汉语通用字表，5974
5975	槿	G7-T5975.1	现代汉语通用字表，5975
5976	横	G7-T5976.1	现代汉语通用字表，5976
5977	樯	G7-T5977.1	现代汉语通用字表，5977
5978	槽	G7-T5978.1	现代汉语通用字表，5978
5979	槭	G7-T5979.1	现代汉语通用字表，5979
5980	樗	G7-T5980.1	现代汉语通用字表，5980
5981	樘	G7-T5981.1	现代汉语通用字表，5981
5982	樱	G7-T5982.1	现代汉语通用字表，5982
5983	樊	G7-T5983.1	现代汉语通用字表，5983
5984	橡	G7-T5984.1	现代汉语通用字表，5984
5985	槲	G7-T5985.1	现代汉语通用字表，5985
5986	樟	G7-T5986.1	现代汉语通用字表，5986
5987	橄	G7-T5987.1	现代汉语通用字表，5987
5988	敷	G7-T5988.1	现代汉语通用字表，5988
5989	鹝	G7-T5989.1	现代汉语通用字表，5989
5990	豌	G7-T5990.1	现代汉语通用字表，5990
5991	飘	G7-T5991.1	现代汉语通用字表，5991
5992	醋	G7-T5992.1	现代汉语通用字表，5992
5993	醌	G7-T5993.1	现代汉语通用字表，5993
5994	醇	G7-T5994.1	现代汉语通用字表，5994
5995	醉	G7-T5995.1	现代汉语通用字表，5995
5996	醅	G7-T5996.1	现代汉语通用字表，5996
5997	靥	G7-T5997.1	现代汉语通用字表，5997
5998	魇	G7-T5998.1	现代汉语通用字表，5998
5999	餍	G7-T5999.1	现代汉语通用字表，5999
6000	磕	G7-T6000.1	现代汉语通用字表，6000
6001	磊	G7-T6001.1	现代汉语通用字表，6001
6002	磔	G7-T6002.1	现代汉语通用字表，6002
6003	磙	G7-T6003.1	现代汉语通用字表，6003
6004	磅	G7-T6004.1	现代汉语通用字表，6004
6005	碾	G7-T6005.1	现代汉语通用字表，6005
6006	磉	G7-T6006.1	现代汉语通用字表，6006
6007	殣	G7-T6007.1	现代汉语通用字表，6007
6008	慭	G7-T6008.1	现代汉语通用字表，6008
6009	震	G7-T6009.1	现代汉语通用字表，6009
6010	霄	G7-T6010.1	现代汉语通用字表，6010
6011	霉	G7-T6011.1	现代汉语通用字表，6011
6012	霈	G7-T6012.1	现代汉语通用字表，6012
6013	辘	G7-T6013.1	现代汉语通用字表，6013
6014	龉	G7-T6014.1	现代汉语通用字表，6014
6015	龊	G7-T6015.1	现代汉语通用字表，6015
6016	觑	G7-T6016.1	现代汉语通用字表，6016
6017	憋	G7-T6017.1	现代汉语通用字表，6017
6018	瞌	G7-T6018.1	现代汉语通用字表，6018
6019	瞒	G7-T6019.1	现代汉语通用字表，6019
6020	题	G7-T6020.1	现代汉语通用字表，6020
6021	暴	G7-T6021.1	现代汉语通用字表，6021
6022	瞎	G7-T6022.1	现代汉语通用字表，6022
6023	瞑	G7-T6023.1	现代汉语通用字表，6023
6024	嘻	G7-T6024.1	现代汉语通用字表，6024
6025	嘭	G7-T6025.1	现代汉语通用字表，6025
6026	噎	G7-T6026.1	现代汉语通用字表，6026
6027	嘶	G7-T6027.1	现代汉语通用字表，6027
6028	噶	G7-T6028.1	现代汉语通用字表，6028
6029	嘲	G7-T6029.1	现代汉语通用字表，6029
6030	颙	G7-T6030.1	现代汉语通用字表，6030
6031	暹	G7-T6031.1	现代汉语通用字表，6031
6032	嘹	G7-T6032.1	现代汉语通用字表，6032
6033	影	G7-T6033.1	现代汉语通用字表，6033
6034	踔	G7-T6034.1	现代汉语通用字表，6034
6035	踝	G7-T6035.1	现代汉语通用字表，6035
6036	踢	G7-T6036.1	现代汉语通用字表，6036
6037	踏	G7-T6037.1	现代汉语通用字表，6037
6038	踟	G7-T6038.1	现代汉语通用字表，6038
6039	踬	G7-T6039.1	现代汉语通用字表，6039
6040	踩	G7-T6040.1	现代汉语通用字表，6040
6041	踮	G7-T6041.1	现代汉语通用字表，6041
6042	踣	G7-T6042.1	现代汉语通用字表，6042
6043	踯	G7-T6043.1	现代汉语通用字表，6043
6044	踪	G7-T6044.1	现代汉语通用字表，6044
6045	踺	G7-T6045.1	现代汉语通用字表，6045
6046	踞	G7-T6046.1	现代汉语通用字表，6046
6047	蝽	G7-T6047.1	现代汉语通用字表，6047
6048	蝶	G7-T6048.1	现代汉语通用字表，6048
6049	蝾	G7-T6049.1	现代汉语通用字表，6049
6050	蝴	G7-T6050.1	现代汉语通用字表，6050
6051	蝻	G7-T6051.1	现代汉语通用字表，6051
6052	蝠	G7-T6052.1	现代汉语通用字表，6052
6053	蝰	G7-T6053.1	现代汉语通用字表，6053
6054	蝎	G7-T6054.1	现代汉语通用字表，6054
6055	蝌	G7-T6055.1	现代汉语通用字表，6055
6056	蝮	G7-T6056.1	现代汉语通用字表，6056
6057	螋	G7-T6057.1	现代汉语通用字表，6057
6058	蝗	G7-T6058.1	现代汉语通用字表，6058
6059	蝓	G7-T6059.1	现代汉语通用字表，6059
6060	蝣	G7-T6060.1	现代汉语通用字表，6060
6061	蝼	G7-T6061.1	现代汉语通用字表，6061
6062	蝤	G7-T6062.1	现代汉语通用字表，6062
6063	蝙	G7-T6063.1	现代汉语通用字表，6063
6064	噗	G7-T6064.1	现代汉语通用字表，6064
6065	嘬	G7-T6065.1	现代汉语通用字表，6065
6066	颚	G7-T6066.1	现代汉语通用字表，6066
6067	嘿	G7-T6067.1	现代汉语通用字表，6067
6068	噍	G7-T6068.1	现代汉语通用字表，6068
6069	噢	G7-T6069.1	现代汉语通用字表，6069
6070	噙	G7-T6070.1	现代汉语通用字表，6070
6071	噜	G7-T6071.1	现代汉语通用字表，6071
6072	噌	G7-T6072.1	现代汉语通用字表，6072
6073	嘱	G7-T6073.1	现代汉语通用字表，6073
6074	噀	G7-T6074.1	现代汉语通用字表，6074
6075	噔	G7-T6075.1	现代汉语通用字表，6075
6076	颛	G7-T6076.1	现代汉语通用字表，6076
6077	幞	G7-T6077.1	现代汉语通用字表，6077
6078	幡	G7-T6078.1	现代汉语通用字表，6078
6079	嶓	G7-T6079.1	现代汉语通用字表，6079
6080	幢	G7-T6080.1	现代汉语通用字表，6080
6081	嶙	G7-T6081.1	现代汉语通用字表，6081
6082	嶝	G7-T6082.1	现代汉语通用字表，6082
6083	墨	G7-T6083.1	现代汉语通用字表，6083
6084	骺	G7-T6084.1	现代汉语通用字表，6084
6085	骼	G7-T6085.1	现代汉语通用字表，6085
6086	骸	G7-T6086.1	现代汉语通用字表，6086
6087	镊	G7-T6087.1	现代汉语通用字表，6087
6088	镆	G7-T6088.1	现代汉语通用字表，6088
6089	镇	G7-T6089.1	现代汉语通用字表，6089
6090	镈	G7-T6090.1	现代汉语通用字表，6090
6091	镉	G7-T6091.1	现代汉语通用字表，6091
6092	镋	G7-T6092.1	现代汉语通用字表，6092
6093	镌	G7-T6093.1	现代汉语通用字表，6093
6094	镍	G7-T6094.1	现代汉语通用字表，6094
6095	镎	G7-T6095.1	现代汉语通用字表，6095
6096	镏	G7-T6096.1	现代汉语通用字表，6096
6097	镐	G7-T6097.1	现代汉语通用字表，6097
6098	镑	G7-T6098.1	现代汉语通用字表，6098
6099	镒	G7-T6099.1	现代汉语通用字表，6099
6100	镓	G7-T6100.1	现代汉语通用字表，6100
6101	镔	G7-T6101.1	现代汉语通用字表，6101
6102	靠	G7-T6102.1	现代汉语通用字表，6102
6103	稽	G7-T6103.1	现代汉语通用字表，6103
6104	稷	G7-T6104.1	现代汉语通用字表，6104
6105	稻	G7-T6105.1	现代汉语通用字表，6105
6106	黎	G7-T6106.1	现代汉语通用字表，6106
6107	稿	G7-T6107.1	现代汉语通用字表，6107
6108	稼	G7-T6108.1	现代汉语通用字表，6108
6109	箱	G7-T6109.1	现代汉语通用字表，6109
6110	箴	G7-T6110.1	现代汉语通用字表，6110
6111	篑	G7-T6111.1	现代汉语通用字表，6111
6112	篁	G7-T6112.1	现代汉语通用字表，6112
6113	篌	G7-T6113.1	现代汉语通用字表，6113
6114	篓	G7-T6114.1	现代汉语通用字表，6114
6115	箭	G7-T6115.1	现代汉语通用字表，6115
6116	篇	G7-T6116.1	现代汉语通用字表，6116
6117	篆	G7-T6117.1	现代汉语通用字表，6117
6118	僵	G7-T6118.1	现代汉语通用字表，6118
6119	牖	G7-T6119.1	现代汉语通用字表，6119
6120	儇	G7-T6120.1	现代汉语通用字表，6120
6121	儋	G7-T6121.1	现代汉语通用字表，6121
6122	躺	G7-T6122.1	现代汉语通用字表，6122
6123	僻	G7-T6123.1	现代汉语通用字表，6123
6124	德	G7-T6124.1	现代汉语通用字表，6124
6125	徵	G7-T6125.1	现代汉语通用字表，6125
6126	艘	G7-T6126.1	现代汉语通用字表，6126
6127	磐	G7-T6127.1	现代汉语通用字表，6127
6128	虢	G7-T6128.1	现代汉语通用字表，6128
6129	鹞	G7-T6129.1	现代汉语通用字表，6129
6130	鹟	G7-T6130.1	现代汉语通用字表，6130
6131	膝	G7-T6131.1	现代汉语通用字表，6131
6132	膘	G7-T6132.1	现代汉语通用字表，6132
6133	膛	G7-T6133.1	现代汉语通用字表，6133
6134	滕	G7-T6134.1	现代汉语通用字表，6134
6135	鲠	G7-T6135.1	现代汉语通用字表，6135
6136	鲡	G7-T6136.1	现代汉语通用字表，6136
6137	鲢	G7-T6137.1	现代汉语通用字表，6137
6138	鲣	G7-T6138.1	现代汉语通用字表，6138
6139	鲥	G7-T6139.1	现代汉语通用字表，6139
6140	鲤	G7-T6140.1	现代汉语通用字表，6140
6141	鲦	G7-T6141.1	现代汉语通用字表，6141
6142	鲧	G7-T6142.1	现代汉语通用字表，6142
6143	鲩	G7-T6143.1	现代汉语通用字表，6143
6144	鲪	G7-T6144.1	现代汉语通用字表，6144
6145	鲫	G7-T6145.1	现代汉语通用字表，6145
6146	鲬	G7-T6146.1	现代汉语通用字表，6146
6147	橥	G7-T6147.1	现代汉语通用字表，6147
6148	獗	G7-T6148.1	现代汉语通用字表，6148
6149	獠	G7-T6149.1	现代汉语通用字表，6149
6150	觯	G7-T6150.1	现代汉语通用字表，6150
6151	鹠	G7-T6151.1	现代汉语通用字表，6151
6152	馓	G7-T6152.1	现代汉语通用字表，6152
6153	馔	G7-T6153.1	现代汉语通用字表，6153
6154	熟	G7-T6154.1	现代汉语通用字表，6154
6155	摩	G7-T6155.1	现代汉语通用字表，6155
6156	麾	G7-T6156.1	现代汉语通用字表，6156
6157	褒	G7-T6157.1	现代汉语通用字表，6157
6158	廛	G7-T6158.1	现代汉语通用字表，6158
6159	鹡	G7-T6159.1	现代汉语通用字表，6159
6160	瘛	G7-T6160.1	现代汉语通用字表，6160
6161	瘼	G7-T6161.1	现代汉语通用字表，6161
6162	瘪	G7-T6162.1	现代汉语通用字表，6162
6163	瘢	G7-T6163.1	现代汉语通用字表，6163
6164	瘤	G7-T6164.1	现代汉语通用字表，6164
6165	瘠	G7-T6165.1	现代汉语通用字表，6165
6166	瘫	G7-T6166.1	现代汉语通用字表，6166
6167	齑	G7-T6167.1	现代汉语通用字表，6167
6168	凛	G7-T6168.1	现代汉语通用字表，6168
6169	颜	G7-T6169.1	现代汉语通用字表，6169
6170	毅	G7-T6170.1	现代汉语通用字表，6170
6171	羯	G7-T6171.1	现代汉语通用字表，6171
6172	羰	G7-T6172.1	现代汉语通用字表，6172
6173	糊	G7-T6173.1	现代汉语通用字表，6173
6174	糇	G7-T6174.1	现代汉语通用字表，6174
6175	遴	G7-T6175.1	现代汉语通用字表，6175
6176	糌	G7-T6176.1	现代汉语通用字表，6176
6177	糍	G7-T6177.1	现代汉语通用字表，6177
6178	糈	G7-T6178.1	现代汉语通用字表，6178
6179	糅	G7-T6179.1	现代汉语通用字表，6179
6180	翦	G7-T6180.1	现代汉语通用字表，6180
6181	遵	G7-T6181.1	现代汉语通用字表，6181
6182	鹣	G7-T6182.1	现代汉语通用字表，6182
6183	熜	G7-T6183.1	现代汉语通用字表，6183
6184	熵	G7-T6184.1	现代汉语通用字表，6184
6185	熠	G7-T6185.1	现代汉语通用字表，6185
6186	潜	G7-T6186.1	现代汉语通用字表，6186
6187	澍	G7-T6187.1	现代汉语通用字表，6187
6188	澎	G7-T6188.1	现代汉语通用字表，6188
6189	澌	G7-T6189.1	现代汉语通用字表，6189
6190	潵	G7-T6190.1	现代汉语通用字表，6190
6191	潮	G7-T6191.1	现代汉语通用字表，6191
6192	潸	G7-T6192.1	现代汉语通用字表，6192
6193	潭	G7-T6193.1	现代汉语通用字表，6193
6194	潦	G7-T6194.1	现代汉语通用字表，6194
6195	鲨	G7-T6195.1	现代汉语通用字表，6195
6196	潲	G7-T6196.1	现代汉语通用字表，6196
6197	鋈	G7-T6197.1	现代汉语通用字表，6197
6198	潟	G7-T6198.1	现代汉语通用字表，6198
6199	澳	G7-T6199.1	现代汉语通用字表，6199
6200	潘	G7-T6200.1	现代汉语通用字表，6200
6201	潼	G7-T6201.1	现代汉语通用字表，6201
6202	澈	G7-T6202.1	现代汉语通用字表，6202
6203	澜	G7-T6203.1	现代汉语通用字表，6203
6204	潽	G7-T6204.1	现代汉语通用字表，6204
6205	潺	G7-T6205.1	现代汉语通用字表，6205
6206	澄	G7-T6206.1	现代汉语通用字表，6206
6207	潏	G7-T6207.1	现代汉语通用字表，6207
6208	懂	G7-T6208.1	现代汉语通用字表，6208
6209	憬	G7-T6209.1	现代汉语通用字表，6209
6210	憔	G7-T6210.1	现代汉语通用字表，6210
6211	懊	G7-T6211.1	现代汉语通用字表，6211
6212	憧	G7-T6212.1	现代汉语通用字表，6212
6213	憎	G7-T6213.1	现代汉语通用字表，6213
6214	寮	G7-T6214.1	现代汉语通用字表，6214
6215	窳	G7-T6215.1	现代汉语通用字表，6215
6216	额	G7-T6216.1	现代汉语通用字表，6216
6217	谳	G7-T6217.1	现代汉语通用字表，6217
6218	翩	G7-T6218.1	现代汉语通用字表，6218
6219	褥	G7-T6219.1	现代汉语通用字表，6219
6220	褴	G7-T6220.1	现代汉语通用字表，6220
6221	褫	G7-T6221.1	现代汉语通用字表，6221
6222	禤	G7-T6222.1	现代汉语通用字表，6222
6223	谴	G7-T6223.1	现代汉语通用字表，6223
6224	鹤	G7-T6224.1	现代汉语通用字表，6224
6225	谵	G7-T6225.1	现代汉语通用字表，6225
6226	憨	G7-T6226.1	现代汉语通用字表，6226
6227	熨	G7-T6227.1	现代汉语通用字表，6227
6228	慰	G7-T6228.1	现代汉语通用字表，6228
6229	劈	G7-T6229.1	现代汉语通用字表，6229
6230	履	G7-T6230.1	现代汉语通用字表，6230
6231	屦	G7-T6231.1	现代汉语通用字表，6231
6232	嬉	G7-T6232.1	现代汉语通用字表，6232
6233	勰	G7-T6233.1	现代汉语通用字表，6233
6234	戮	G7-T6234.1	现代汉语通用字表，6234
